Date,High,Low,Open,Close,Volume,Adj Close,Ma25,Ma75,Ma25&75 Signal,MACD,MACD Signal,MACD Hist,RSI
2017-01-04,5890.0,5840.0,5840.0,5860.0,1680.0,5860.0,,,,0.0,,,
2017-01-05,5860.0,5770.0,5860.0,5800.0,5210.0,5800.0,,,,-4.786324786325167,,,
2017-01-06,5830.0,5760.0,5760.0,5830.0,3120.0,5830.0,,,,-6.088586943287737,,,
2017-01-10,5890.0,5830.0,5870.0,5840.0,1690.0,5840.0,,,,-6.241771403092571,,,
2017-01-11,5920.0,5880.0,5900.0,5900.0,2870.0,5900.0,,,,-1.5043316333894836,,,
2017-01-12,5880.0,5820.0,5880.0,5840.0,3030.0,5840.0,,,,-2.5618437040393474,,,
2017-01-13,5880.0,5820.0,5850.0,5880.0,2470.0,5880.0,,,,-0.17030081119719398,,,
2017-01-16,5850.0,5810.0,5830.0,5810.0,1400.0,5810.0,,,,-3.8786897035724905,,,
2017-01-17,5840.0,5790.0,5840.0,5790.0,3120.0,5790.0,,,,-8.335362599837936,-3.7296901760824364,-4.605672423755499,
2017-01-18,5810.0,5730.0,5770.0,5810.0,3470.0,5810.0,,,,-10.136626406314463,-4.855981999006265,-5.2806444073081975,
2017-01-19,5890.0,5840.0,5860.0,5850.0,2270.0,5850.0,,,,-8.241472677413185,-5.239887320238267,-3.0015853571749176,
2017-01-20,5900.0,5850.0,5870.0,5900.0,1680.0,5900.0,,,,-2.674141719700856,-4.860504517617503,2.1863627979166473,
2017-01-23,5830.0,5780.0,5830.0,5790.0,2650.0,5790.0,,,,-7.0567269611537995,-4.951055135179861,-2.105671825973938,
2017-01-24,5800.0,5760.0,5760.0,5760.0,940.0,5760.0,,,,-12.803120219145057,-6.206476089152703,-6.596644129992354,
2017-01-25,5890.0,5850.0,5880.0,5870.0,1420.0,5870.0,,,,-8.384446900259718,-6.853431999843855,-1.5310149004158626,50.70422535211267
2017-01-26,5950.0,5880.0,5910.0,5930.0,7430.0,5930.0,,,,-0.04064932107212371,-6.839026278718848,6.798376957646724,59.154929577464785
2017-01-27,5990.0,5940.0,5950.0,5990.0,3560.0,5990.0,,,,11.283302050896054,-5.154360528222343,16.437662579118395,60.810810810810814
2017-01-30,5980.0,5950.0,5980.0,5970.0,3830.0,5970.0,,,,18.431317489892535,-2.1802849626967347,20.61160245258927,58.666666666666664
2017-01-31,5910.0,5840.0,5900.0,5870.0,2130.0,5870.0,,,,15.844363004889601,0.7064916385481612,15.13787136634144,48.101265822784804
2017-02-01,5880.0,5850.0,5860.0,5860.0,1810.0,5860.0,,,,12.839263473850224,3.0487956553552067,9.790467818495017,51.35135135135135
2017-02-02,5910.0,5840.0,5910.0,5840.0,3700.0,5840.0,,,,8.743082776039955,4.317376154881964,4.425706621157992,47.22222222222222
2017-02-03,5890.0,5850.0,5850.0,5850.0,1090.0,5850.0,,,,6.231908921333343,5.79389125293609,0.43801766839725254,53.03030303030304
2017-02-06,5880.0,5840.0,5880.0,5860.0,2420.0,5860.0,,,,4.991166910707761,7.771034267364182,-2.7798673566564203,55.38461538461539
2017-02-07,5870.0,5830.0,5830.0,5830.0,1300.0,5830.0,,,,1.5690338036847606,8.876976567802457,-7.307942764117696,51.515151515151516
2017-02-08,5880.0,5860.0,5870.0,5860.0,950.0,5860.0,5855.6,,,1.2631570525563802,9.021843942650069,-7.7586868900936885,50.76923076923077
2017-02-09,5920.0,5870.0,5880.0,5900.0,1250.0,5900.0,5857.2,,,4.199998264036367,8.234810188554547,-4.034811924518181,50.0
2017-02-10,6030.0,5970.0,5970.0,6030.0,5330.0,6030.0,5866.4,,,16.823449375434393,8.056158175836977,8.767291199597416,68.18181818181819
2017-02-13,6060.0,6030.0,6050.0,6050.0,6040.0,6050.0,5875.2,,,28.11733899974479,9.419822175265331,18.697516824479457,72.30769230769229
2017-02-14,6070.0,6020.0,6050.0,6020.0,4330.0,6020.0,5882.4,,,34.252240112809886,11.799041801816404,22.453198310993482,63.1578947368421
2017-02-15,6120.0,6080.0,6080.0,6120.0,8430.0,6120.0,5891.2,,,46.645655627460656,16.010438785307592,30.635216842153064,65.57377049180329
2017-02-16,6150.0,6110.0,6140.0,6130.0,3070.0,6130.0,5902.8,,,56.62174293235694,21.60930923097688,35.01243370138006,62.5
2017-02-17,6110.0,6070.0,6100.0,6090.0,3720.0,6090.0,5911.2,,,60.60162053098156,27.788248522118415,32.81337200886315,60.3448275862069
2017-02-20,6100.0,6070.0,6090.0,6080.0,3450.0,6080.0,5922.0,,,62.23142069479218,34.528513732241464,27.702906962550713,71.42857142857143
2017-02-21,6150.0,6110.0,6120.0,6150.0,1170.0,6150.0,5936.4,,,68.38318525966133,41.98629464414201,26.396890615519318,76.36363636363637
2017-02-22,6170.0,6140.0,6160.0,6150.0,3030.0,6150.0,5950.0,,,72.42364826336598,49.56670019962308,22.856948063742898,79.24528301886792
2017-02-23,6160.0,6120.0,6130.0,6120.0,1080.0,6120.0,5960.8,,,72.37075006668692,55.73862249865114,16.632127568035784,74.54545454545455
2017-02-24,6110.0,6050.0,6100.0,6070.0,3380.0,6070.0,5967.6,,,67.51596372949734,60.11624746862364,7.399716260873703,67.79661016949152
2017-02-27,6090.0,6040.0,6050.0,6050.0,6480.0,6050.0,5978.0,,,61.347501912843654,63.12683211307184,-1.7793302002281877,68.96551724137932
2017-02-28,6120.0,6060.0,6090.0,6060.0,1030.0,6060.0,5990.0,,,56.61326542500592,64.2343443127991,-7.621078887793175,67.85714285714286
2017-03-01,6130.0,6080.0,6090.0,6100.0,2270.0,6100.0,5999.2,,,55.44982355647244,64.10413104881192,-8.654307492339484,67.85714285714286
