Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,8043,103.00,7679.29,14.71,141,106.29,1.41,2.00,0.43,0.01,41.13,1.14,0.40
Akita,74,0.00,72.71,0.00,0,0.57,0.06,0.00,0.00,0.00,68.11,1.23,0.00
Aomori,280,6.00,278.57,0.86,0,0.71,0.06,0.00,0.00,0.00,240.17,0.88,0.00
Chiba,6109,85.00,5863.14,12.14,106,68.00,1.08,1.00,0.14,0.00,59.06,1.32,0.21
Ehime,153,6.00,134.29,0.86,9,4.29,0.32,0.00,0.00,0.00,36.50,4.22,0.00
Fukui,295,11.00,278.71,1.57,6,3.43,0.45,0.00,0.00,0.00,82.07,1.64,0.00
Fukuoka,5442,106.00,5393.29,15.14,22,11.71,0.23,1.00,0.29,0.01,272.61,1.06,2.44
Fukushima,458,6.00,440.57,0.86,5,4.29,0.23,0.00,0.00,0.00,85.06,2.05,0.00
Gifu,875,13.00,827.71,1.86,20,11.29,0.57,0.00,0.14,0.01,48.00,1.23,1.27
Gunma,994,20.00,964.43,2.86,20,6.14,0.32,0.00,0.00,0.00,130.71,1.52,0.00
Hiroshima,724,6.00,701.14,0.86,14,5.71,0.20,1.00,0.14,0.01,127.69,2.12,2.50
Hokkaido,6113,134.00,5475.71,19.14,233,184.71,3.54,3.00,1.71,0.03,16.05,1.19,0.93
Hyogo,4223,76.00,3969.86,10.86,103,68.00,1.25,1.00,0.57,0.01,40.69,1.54,0.84
Ibaraki,1099,19.00,999.71,2.71,28,27.57,0.97,1.00,0.14,0.01,26.15,1.81,0.52
Ishikawa,831,49.00,829.43,7.00,1,0.57,0.05,0.00,0.00,0.00,560.99,0.49,0.00
Iwate,97,0.00,74.14,0.00,11,6.57,0.54,0.00,0.00,0.00,5.74,2.61,0.00
Kagawa,125,2.00,117.71,0.29,3,1.71,0.18,0.00,0.00,0.00,48.14,1.64,0.00
Kagoshima,576,13.00,555.43,1.86,18,4.86,0.31,0.00,0.00,0.00,93.31,0.94,0.00
Kanagawa,10780,183.00,10287.43,26.14,205,126.43,1.37,0.00,0.14,0.00,54.97,1.28,0.11
Kochi,144,4.00,144.00,0.57,0,0.00,0.00,0.00,0.00,0.00,,,0.11
Kumamoto,940,11.00,916.71,1.57,1,7.57,0.44,1.00,0.29,0.02,72.39,1.37,3.77
Kyoto,2395,35.00,2288.57,5.00,39,24.71,0.96,0.00,0.57,0.02,76.46,1.44,2.31
Mie,666,7.00,629.43,1.00,21,8.00,0.45,0.00,0.00,0.00,93.42,2.16,0.00
Miyagi,1046,9.00,993.57,1.29,19,14.71,0.64,1.00,0.14,0.01,35.31,1.00,0.97
Miyazaki,388,1.00,377.29,0.14,3,2.14,0.20,0.00,0.00,0.00,385.88,6.92,0.00
Nagano,545,6.00,482.00,0.86,20,16.57,0.81,0.00,0.00,0.00,20.03,1.70,0.00
Nagasaki,253,3.00,250.57,0.43,1,0.57,0.04,0.00,0.00,0.00,423.09,1.23,0.00
Nara,929,11.00,863.14,1.57,33,16.71,1.26,0.00,0.00,0.00,33.80,1.37,0.00
Niigata,274,0.00,243.71,0.00,1,7.14,0.32,0.00,0.00,0.00,25.00,1.26,0.00
Oita,196,3.00,174.71,0.43,7,4.71,0.42,0.00,0.00,0.00,60.00,5.54,0.00
Okayama,445,11.00,403.14,1.57,15,11.14,0.59,1.00,0.14,0.01,28.20,1.93,1.28
Okinawa,3887,68.00,3769.43,9.71,54,31.14,2.13,1.00,0.29,0.02,77.07,1.23,0.92
Osaka,16374,268.00,15587.57,38.29,338,214.86,2.44,3.00,1.29,0.01,45.06,1.23,0.60
Saga,290,1.00,280.71,0.14,6,2.00,0.25,0.00,0.00,0.00,148.90,1.37,0.00
Saitama,7230,126.00,6922.14,18.00,108,84.71,1.15,3.00,1.14,0.02,53.73,1.28,1.35
Shiga,708,9.00,674.71,1.29,12,8.86,0.63,0.00,0.00,0.00,54.40,1.12,0.00
Shimane,142,0.00,141.43,0.00,0,0.14,0.02,0.00,0.00,0.00,1598.74,,0.00
Shizuoka,1053,4.00,900.00,0.57,75,33.00,0.91,0.00,0.29,0.01,26.39,1.83,0.87
Tochigi,542,2.00,521.00,0.29,15,4.71,0.24,0.00,0.14,0.01,123.06,2.19,3.03
Tokushima,175,9.00,172.14,1.29,1,0.71,0.10,0.00,0.00,0.00,222.44,1.44,0.00
Tokyo,36256,476.00,35075.57,68.00,534,301.71,2.16,0.00,0.86,0.01,75.04,1.20,0.28
Tottori,53,0.00,52.29,0.00,0,0.14,0.03,0.00,0.00,0.00,43.06,0.16,0.00
Toyama,435,26.00,428.86,3.71,0,1.43,0.14,0.00,0.00,0.00,467.43,5.18,0.00
Wakayama,361,4.00,332.86,0.57,15,7.57,0.83,0.00,0.00,0.00,35.97,1.76,0.00
Yamagata,105,1.00,98.29,0.14,5,1.57,0.15,0.00,0.00,0.00,48.11,1.26,0.00
Yamaguchi,303,2.00,272.29,0.29,18,7.86,0.59,0.00,0.00,0.00,27.33,3.16,0.00
Yamanashi,292,7.00,282.71,1.00,1,2.43,0.30,1.00,0.14,0.02,29.95,0.52,5.88
Zenkoku,123718,1942.00,118222.14,277.43,2287,1459.71,1.16,21.00,9.00,0.01,53.04,1.27,0.62
