Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,9023,110.00,8600.00,15.71,109,140.00,1.86,1.00,1.00,0.01,37.36,1.22,0.71
Akita,83,1.00,75.43,0.14,8,1.29,0.14,0.00,0.14,0.02,108.94,1.78,11.11
Aomori,282,6.00,280.57,0.86,1,0.29,0.02,0.00,0.00,0.00,499.12,0.52,0.00
Chiba,6562,86.00,6357.43,12.29,73,64.71,1.03,0.00,0.14,0.00,51.57,1.04,0.22
Ehime,265,6.00,208.71,0.86,14,16.00,1.21,0.00,0.00,0.00,10.20,3.10,0.00
Fukui,305,11.00,301.00,1.57,1,1.43,0.19,0.00,0.00,0.00,53.71,0.61,0.00
Fukuoka,5591,107.00,5524.29,15.29,39,21.29,0.42,1.00,0.14,0.00,182.42,1.62,0.67
Fukushima,480,6.00,473.00,0.86,1,3.14,0.17,0.00,0.00,0.00,58.39,0.77,0.00
Gifu,969,13.00,919.14,1.86,30,13.43,0.68,0.00,0.00,0.00,40.29,1.23,0.00
Gunma,1087,21.00,1041.29,3.00,18,13.29,0.69,0.00,0.14,0.01,57.48,2.14,1.08
Hiroshima,770,6.00,744.14,0.86,8,6.57,0.24,0.00,0.00,0.00,71.02,1.39,0.00
Hokkaido,7585,158.00,6887.43,22.57,216,210.29,4.03,6.00,3.43,0.07,17.96,1.10,1.63
Hyogo,4928,79.00,4608.00,11.29,76,100.71,1.85,0.00,0.43,0.01,28.66,1.37,0.43
Ibaraki,1347,19.00,1233.71,2.71,37,35.43,1.24,0.00,0.00,0.00,20.04,1.21,0.00
Ishikawa,838,49.00,834.14,7.00,2,1.00,0.09,0.00,0.00,0.00,763.27,1.83,0.00
Iwate,162,1.00,132.43,0.14,7,9.29,0.77,0.00,0.14,0.01,6.99,1.30,1.54
Kagawa,132,2.00,129.57,0.29,0,1.00,0.11,0.00,0.00,0.00,42.43,0.68,0.00
Kagoshima,602,13.00,591.14,1.86,10,3.71,0.23,0.00,0.00,0.00,68.24,1.41,0.00
Kanagawa,11640,188.00,11261.00,26.86,160,122.86,1.33,3.00,0.71,0.01,46.29,1.03,0.58
Kochi,149,4.00,146.43,0.57,1,0.71,0.10,0.00,0.00,0.00,290.12,,0.00
Kumamoto,977,12.00,961.43,1.71,3,5.29,0.30,0.00,0.14,0.01,84.40,0.69,2.70
Kyoto,2521,36.00,2437.14,5.14,13,18.00,0.70,1.00,0.14,0.01,64.84,0.88,0.79
Mie,755,7.00,714.43,1.00,18,12.71,0.72,0.00,0.00,0.00,34.56,1.80,0.00
Miyagi,1128,9.00,1088.14,1.29,12,11.71,0.51,0.00,0.00,0.00,44.73,0.86,0.00
Miyazaki,449,1.00,421.29,0.14,10,8.71,0.82,0.00,0.00,0.00,41.83,3.19,0.00
Nagano,638,6.00,599.29,0.86,9,13.29,0.65,0.00,0.00,0.00,18.67,0.84,0.00
Nagasaki,263,3.00,256.29,0.43,1,1.43,0.11,0.00,0.00,0.00,195.39,2.36,0.00
Nara,1038,11.00,988.43,1.57,12,15.57,1.18,0.00,0.00,0.00,30.49,1.01,0.00
Niigata,324,0.00,301.14,0.00,8,7.14,0.32,0.00,0.00,0.00,20.00,0.99,0.00
Oita,238,3.00,217.29,0.43,10,6.00,0.53,0.00,0.00,0.00,19.77,1.41,0.00
Okayama,530,11.00,491.29,1.57,15,12.14,0.65,0.00,0.00,0.00,21.05,1.08,0.00
Okinawa,4057,68.00,3983.00,9.71,26,24.29,1.66,0.00,0.00,0.00,74.32,0.85,0.00
Osaka,18458,285.00,17493.43,40.71,318,297.71,3.38,3.00,2.43,0.03,36.85,1.31,0.82
Saga,299,1.00,293.57,0.14,2,1.29,0.16,0.00,0.00,0.00,93.43,1.09,0.00
Saitama,7842,136.00,7565.71,19.43,97,87.43,1.19,3.00,1.43,0.02,47.13,1.05,1.63
Shiga,756,9.00,733.71,1.29,9,6.86,0.49,0.00,0.00,0.00,50.00,0.97,0.00
Shimane,143,0.00,142.14,0.00,1,0.14,0.02,0.00,0.00,0.00,802.20,1.00,0.00
Shizuoka,1334,4.00,1160.71,0.57,40,40.14,1.11,0.00,0.00,0.00,16.48,1.42,0.00
Tochigi,595,2.00,567.71,0.29,11,7.57,0.39,0.00,0.00,0.00,50.80,2.01,0.00
Tokushima,179,9.00,177.86,1.29,0,0.57,0.08,0.00,0.00,0.00,131.80,1.00,0.00
Tokyo,38598,482.00,37553.71,68.86,401,334.57,2.39,3.00,0.86,0.01,61.85,1.14,0.26
Tottori,56,0.00,53.57,0.00,2,0.43,0.08,0.00,0.00,0.00,162.97,1.34,0.00
Toyama,447,26.00,443.00,3.71,1,1.71,0.17,0.00,0.00,0.00,135.60,1.14,0.00
Wakayama,408,4.00,386.00,0.57,5,6.71,0.73,0.00,0.00,0.00,28.06,1.08,0.00
Yamagata,110,1.00,108.00,0.14,1,0.71,0.07,0.00,0.00,0.00,43.96,0.88,0.00
Yamaguchi,363,2.00,342.71,0.29,7,8.57,0.64,0.00,0.00,0.00,18.18,1.12,0.00
Yamanashi,332,7.00,306.14,1.00,5,5.71,0.71,0.00,0.00,0.00,52.55,1.44,0.00
Zenkoku,135638,2021.00,130136.00,288.71,1848,1702.86,1.35,21.00,11.29,0.01,43.91,1.17,0.66
