Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,106757,1161.00,106730.29,165.86,16,6.14,0.08,0.00,0.00,0.00,15758.49,1.43,0.00
Akita,1934,27.00,1934.00,3.86,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Aomori,5901,38.00,5901.00,5.43,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Chiba,100670,1028.00,100646.00,146.86,8,6.00,0.10,0.00,0.00,0.00,10747.14,0.95,0.00
Ehime,5412,82.00,5412.00,11.71,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Fukui,3116,38.00,3115.43,5.43,0,0.14,0.02,0.00,0.00,0.00,35268.60,,0.00
Fukuoka,74785,627.00,74769.29,89.57,3,4.86,0.10,0.00,0.14,0.00,5127.84,0.78,2.94
Fukushima,9519,176.00,9513.43,25.14,1,2.00,0.11,0.00,0.00,0.00,2502.35,,0.00
Gifu,19279,219.00,19276.43,31.29,3,0.43,0.02,0.00,0.00,0.00,109115.69,1.00,0.00
Gunma,17316,176.00,17295.57,25.14,0,8.00,0.42,0.00,0.00,0.00,840.37,0.68,0.00
Hiroshima,22193,202.00,22186.29,28.86,4,1.86,0.07,0.00,0.00,0.00,9783.80,3.81,0.00
Hokkaido,61480,1475.00,61408.43,210.71,32,19.00,0.36,0.00,0.14,0.00,2181.54,1.15,0.75
Hyogo,78873,1398.00,78836.43,199.71,22,9.71,0.18,0.00,0.00,0.00,6239.11,1.46,0.00
Ibaraki,24488,220.00,24483.00,31.43,1,1.43,0.05,0.00,0.00,0.00,11388.61,1.08,0.00
Ishikawa,8046,134.00,8032.57,19.14,3,4.29,0.38,0.00,0.43,0.04,869.20,0.84,10.00
Iwate,3490,53.00,3487.86,7.57,2,0.43,0.04,0.00,0.00,0.00,19741.29,,0.00
Kagawa,4708,38.00,4705.86,5.43,1,0.43,0.05,0.00,0.00,0.00,26636.03,,0.00
Kagoshima,9122,66.00,9119.86,9.43,1,0.57,0.04,0.00,0.00,0.00,5629.37,0.46,0.00
Kanagawa,169811,1319.00,169737.86,188.43,32,21.86,0.24,0.00,0.00,0.00,4862.56,1.12,0.00
Kochi,4167,33.00,4167.00,4.71,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kumamoto,14396,136.00,14396.00,19.43,0,0.00,0.00,0.00,0.00,0.00,69847.40,,0.00
Kyoto,36175,292.00,36115.71,41.71,19,14.43,0.56,0.00,0.00,0.00,2273.35,1.94,0.00
Mie,14821,163.00,14819.29,23.29,0,0.43,0.02,0.00,0.00,0.00,55922.61,,0.00
Miyagi,16290,118.00,16288.71,16.86,0,0.29,0.01,0.00,0.00,0.00,50291.51,0.75,0.00
Miyazaki,6153,41.00,6153.00,5.86,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Nagano,8952,97.00,8933.43,13.86,13,4.29,0.21,0.00,0.00,0.00,1602.95,1.34,0.00
Nagasaki,6124,73.00,6123.00,10.43,0,0.57,0.04,0.00,0.00,0.00,7996.15,2.69,0.00
Nara,15949,149.00,15944.14,21.29,3,1.14,0.09,0.00,0.00,0.00,11519.49,2.69,0.00
Niigata,8229,62.00,8199.57,8.86,22,6.86,0.31,0.00,0.00,0.00,1172.64,1.40,0.00
Oita,8187,84.00,8187.00,12.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,15555,136.00,15554.86,19.43,0,0.14,0.01,0.00,0.00,0.00,25155.12,0.46,0.00
Okinawa,50618,398.00,50527.00,56.86,50,23.00,1.58,0.00,0.00,0.00,1779.62,2.21,0.00
Osaka,203712,3064.00,203578.29,437.71,52,32.43,0.37,0.00,0.00,0.00,5275.72,1.64,0.00
Saga,5875,30.00,5870.00,4.29,2,1.29,0.16,0.00,0.00,0.00,7117.93,,0.00
Saitama,116081,1059.00,116042.86,151.29,19,9.71,0.13,0.00,0.00,0.00,10288.19,1.44,0.00
Shiga,12494,104.00,12477.00,14.86,9,3.71,0.26,0.00,0.00,0.00,2597.40,1.30,0.00
Shimane,1753,5.00,1738.86,0.71,6,2.86,0.43,0.00,0.00,0.00,1438.03,,0.00
Shizuoka,26895,209.00,26886.71,29.86,2,1.71,0.05,0.00,0.00,0.00,10999.82,1.06,0.00
Tochigi,15608,117.00,15573.71,16.71,11,9.43,0.49,0.00,0.00,0.00,1393.22,2.00,0.00
Tokushima,3291,66.00,3291.00,9.43,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Tokyo,383020,3175.00,382851.86,453.57,64,43.14,0.31,0.00,0.29,0.00,6802.00,1.41,0.66
Tottori,1669,5.00,1669.00,0.71,0,0.00,0.00,0.00,0.00,0.00,,,0.66
Toyama,4869,52.00,4869.00,7.43,0,0.00,0.00,0.00,0.00,0.00,27559.53,,0.66
Wakayama,5304,62.00,5303.14,8.86,1,0.14,0.02,0.00,0.00,0.00,180114.64,,0.00
Yamagata,3607,56.00,3606.29,8.00,0,0.14,0.01,0.00,0.00,0.00,17495.38,1.00,0.00
Yamaguchi,5833,93.00,5813.43,13.29,9,4.43,0.33,0.00,0.00,0.00,1714.52,3.68,0.00
Yamanashi,5161,29.00,5161.00,4.14,0,0.00,0.00,0.00,0.00,0.00,17526.50,,0.00
Zenkoku,1727688,18385.00,1726732.43,2626.43,411,247.29,0.20,0.00,1.00,0.00,5113.78,1.37,0.40
