Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,50169,917.00,49831.00,131.00,99,103.43,1.37,7.00,6.00,0.08,214.38,0.71,5.80
Akita,764,20.00,763.14,2.86,0,0.43,0.05,0.00,0.14,0.02,1293.55,2.19,33.33
Aomori,2452,31.00,2449.43,4.43,0,1.14,0.09,0.00,0.14,0.01,504.84,0.34,12.50
Chiba,38951,700.00,38566.43,100.00,135,104.43,1.66,1.00,1.00,0.02,250.78,1.20,0.96
Ehime,2747,75.00,2739.71,10.71,2,1.57,0.12,0.00,0.00,0.00,1255.04,0.94,0.00
Fukui,1088,34.00,1070.43,4.86,11,3.71,0.49,0.00,0.00,0.00,334.20,2.85,0.00
Fukuoka,35138,510.00,35021.86,72.86,26,35.43,0.69,3.00,3.14,0.06,483.87,0.78,8.87
Fukushima,4754,159.00,4721.71,22.71,13,9.29,0.51,1.00,0.57,0.03,338.78,0.99,6.15
Gifu,9340,183.00,9286.43,26.14,22,16.29,0.82,0.00,1.00,0.05,285.35,0.78,6.14
Gunma,7996,149.00,7985.43,21.29,2,3.71,0.19,0.00,0.14,0.01,684.20,0.57,3.85
Hiroshima,11323,164.00,11236.29,23.43,21,27.14,0.97,0.00,2.00,0.07,231.12,0.87,7.37
Hokkaido,40870,1334.00,40592.14,190.57,76,86.43,1.66,3.00,9.29,0.18,198.68,0.66,10.74
Hyogo,40646,1271.00,40530.86,181.57,35,34.29,0.63,1.00,2.29,0.04,561.52,0.74,6.67
Ibaraki,10221,161.00,10148.71,23.00,21,27.71,0.97,1.00,0.57,0.02,235.29,1.21,2.06
Ishikawa,3901,114.00,3881.43,16.29,7,5.71,0.51,0.00,0.57,0.05,456.91,0.84,10.00
Iwate,1625,46.00,1600.14,6.57,5,8.71,0.72,0.00,0.00,0.00,85.21,0.94,0.00
Kagawa,2082,29.00,2071.86,4.14,3,2.86,0.30,0.00,0.43,0.05,318.89,0.73,15.00
Kagoshima,3630,33.00,3597.29,4.71,9,10.86,0.68,0.00,0.00,0.00,181.85,0.76,0.00
Kanagawa,65121,933.00,64458.43,133.29,231,191.86,2.08,2.00,1.71,0.02,207.99,1.07,0.89
Kochi,1705,23.00,1676.29,3.29,6,8.57,1.24,0.00,0.29,0.04,107.25,0.79,3.33
Kumamoto,6432,111.00,6408.71,15.86,7,6.57,0.38,0.00,0.43,0.02,506.14,0.84,6.52
Kyoto,16433,234.00,16369.14,33.43,18,20.43,0.80,1.00,1.00,0.04,330.48,0.66,4.90
Mie,5178,109.00,5148.86,15.57,14,9.00,0.51,0.00,0.14,0.01,270.81,0.78,1.59
Miyagi,9061,85.00,9039.86,12.14,4,7.00,0.31,0.00,0.14,0.01,713.26,0.92,2.04
Miyazaki,3067,27.00,3058.43,3.86,5,1.57,0.15,0.00,0.00,0.00,1346.63,1.76,0.00
Nagano,4954,90.00,4938.71,12.86,5,4.86,0.24,0.00,0.43,0.02,412.77,0.63,8.82
Nagasaki,3098,69.00,3069.57,9.86,11,8.43,0.64,0.00,0.14,0.01,204.83,0.80,1.69
Nara,8134,123.00,8094.86,17.57,13,11.00,0.83,1.00,0.43,0.03,493.84,1.18,3.90
Niigata,3383,47.00,3367.29,6.71,1,6.14,0.28,0.00,0.14,0.01,246.73,0.84,2.33
Oita,3475,60.00,3469.43,8.57,0,2.14,0.19,0.00,0.14,0.01,566.83,0.62,6.67
Okayama,7571,123.00,7555.14,17.57,3,5.43,0.29,0.00,0.43,0.02,523.40,0.60,7.89
Okinawa,19967,167.00,19637.14,23.86,86,102.86,7.05,0.00,1.57,0.11,90.35,0.77,1.53
Osaka,102223,2584.00,101908.71,369.14,79,95.86,1.09,17.00,10.29,0.12,532.21,0.83,10.73
Saga,2543,24.00,2540.29,3.43,0,0.71,0.09,1.00,0.14,0.02,1195.89,0.57,20.00
Saitama,45380,825.00,45141.86,117.86,63,69.71,0.95,1.00,1.57,0.02,348.58,0.91,2.25
Shiga,5474,88.00,5430.14,12.57,4,12.71,0.90,0.00,0.71,0.05,223.03,0.78,5.62
Shimane,551,1.00,550.14,0.14,0,0.43,0.06,0.00,0.14,0.02,716.23,1.00,33.33
Shizuoka,8988,147.00,8886.14,21.00,42,28.71,0.79,2.00,0.57,0.02,183.41,0.94,1.99
Tochigi,6762,81.00,6700.71,11.57,23,19.00,0.98,1.00,0.14,0.01,176.48,0.90,0.75
Tokushima,1650,63.00,1646.14,9.00,0,1.57,0.22,0.00,0.00,0.00,753.11,2.53,0.00
Tokyo,168321,2192.00,166936.00,313.14,453,389.00,2.78,2.00,7.14,0.05,273.28,1.14,1.84
Tottori,466,2.00,466.00,0.29,0,0.00,0.00,0.00,0.00,0.00,,,1.84
Toyama,2000,37.00,1970.00,5.29,15,7.29,0.70,0.00,0.00,0.00,226.71,1.17,0.00
Wakayama,2656,48.00,2652.86,6.86,1,1.14,0.13,0.00,0.14,0.02,907.70,0.67,12.50
Yamagata,2017,46.00,2011.86,6.57,0,1.86,0.17,0.00,0.00,0.00,618.76,0.74,0.00
Yamaguchi,3095,71.00,3078.29,10.14,5,5.29,0.39,0.00,0.29,0.02,213.58,0.68,5.41
Yamanashi,1881,20.00,1827.14,2.86,13,14.86,1.84,0.00,0.00,0.00,47.82,0.71,0.00
Zenkoku,779283,14360.00,774132.43,2051.43,1589,1517.14,1.21,45.00,55.43,0.04,279.07,0.90,3.65
