Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,106437,1156.00,106407.71,165.14,4,9.43,0.13,0.00,0.00,0.00,6112.72,0.79,0.00
Akita,1913,27.00,1909.86,3.86,2,0.71,0.08,0.00,0.00,0.00,1799.43,0.71,0.00
Aomori,5896,38.00,5895.14,5.43,1,0.14,0.01,0.00,0.00,0.00,12511.57,0.46,0.00
Chiba,100378,1026.00,100358.71,146.57,9,5.43,0.09,0.00,0.14,0.00,8455.65,0.83,2.63
Ehime,5406,82.00,5399.14,11.71,1,2.14,0.16,0.00,0.00,0.00,1150.89,0.64,0.00
Fukui,3115,38.00,3113.43,5.43,1,0.29,0.04,0.00,0.00,0.00,2576.72,0.34,0.00
Fukuoka,74474,622.00,74463.29,88.86,5,3.86,0.08,0.00,0.14,0.00,7731.78,0.59,3.70
Fukushima,9485,175.00,9484.14,25.00,0,0.29,0.02,0.00,0.00,0.00,35788.84,1.64,0.00
Gifu,19216,218.00,19194.00,31.14,5,7.86,0.40,0.00,0.00,0.00,1241.67,1.09,0.00
Gunma,16813,176.00,16808.00,25.14,2,1.29,0.07,0.00,0.00,0.00,2795.96,0.37,0.00
Hiroshima,22110,202.00,22092.57,28.86,6,4.71,0.17,0.00,0.00,0.00,2264.51,0.77,0.00
Hokkaido,60838,1472.00,60807.00,210.29,13,8.43,0.16,0.00,0.14,0.00,4345.49,1.14,1.69
Hyogo,78552,1396.00,78520.71,199.43,4,11.57,0.21,0.00,0.14,0.00,3840.36,0.91,1.23
Ibaraki,24416,218.00,24410.00,31.14,2,1.57,0.06,0.00,0.00,0.00,9418.78,0.77,0.00
Ishikawa,7963,129.00,7963.00,18.43,0,0.00,0.00,0.00,0.00,0.00,45073.74,,0.00
Iwate,3486,53.00,3486.00,7.57,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagawa,4703,38.00,4703.00,5.43,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagoshima,9102,66.00,9102.00,9.43,0,0.00,0.00,0.00,0.00,0.00,51521.28,,0.00
Kanagawa,168997,1311.00,168962.29,187.29,12,10.86,0.12,0.00,0.43,0.00,11140.62,1.24,3.95
Kochi,4166,33.00,4166.00,4.71,0,0.00,0.00,0.00,0.14,0.02,5439.69,,3.95
Kumamoto,14393,136.00,14393.57,19.43,0,0.14,0.01,0.00,0.00,0.00,27156.81,0.61,0.00
Kyoto,35917,291.00,35903.43,41.57,8,3.57,0.14,0.00,0.00,0.00,6094.73,0.97,0.00
Mie,14808,163.00,14806.29,23.29,0,0.71,0.04,0.00,0.00,0.00,3641.66,0.36,0.00
Miyagi,16273,118.00,16271.43,16.86,0,0.57,0.02,0.00,0.00,0.00,9525.96,0.52,0.00
Miyazaki,6151,41.00,6151.00,5.86,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Nagano,8881,97.00,8877.43,13.86,1,1.00,0.05,0.00,0.00,0.00,6279.13,0.91,0.00
Nagasaki,6118,73.00,6117.71,10.43,0,0.14,0.01,0.00,0.00,0.00,4238.05,0.14,0.00
Nara,15909,149.00,15902.14,21.29,4,2.00,0.15,0.00,0.00,0.00,3598.27,0.66,0.00
Niigata,8001,61.00,7998.00,8.71,2,0.71,0.03,0.00,0.00,0.00,5656.86,1.44,0.00
Oita,8186,84.00,8186.00,12.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,15403,136.00,15370.14,19.43,11,10.14,0.54,0.00,0.00,0.00,958.96,1.27,0.00
Okinawa,50279,397.00,50265.14,56.71,4,5.14,0.35,1.00,0.29,0.02,5170.96,0.93,5.56
Osaka,202735,3054.00,202649.29,436.29,28,24.71,0.28,0.00,1.00,0.01,3999.21,0.77,4.05
Saga,5863,30.00,5859.86,4.29,2,0.86,0.11,0.00,0.00,0.00,4143.94,1.34,0.00
Saitama,115667,1049.00,115645.43,149.86,14,5.86,0.08,1.00,0.43,0.01,10817.98,0.75,7.32
Shiga,12416,104.00,12413.29,14.86,1,0.86,0.06,0.00,0.14,0.01,7952.43,0.75,16.67
Shimane,1731,5.00,1727.86,0.71,0,1.00,0.15,0.00,0.00,0.00,373.76,0.29,0.00
Shizuoka,26763,209.00,26756.14,29.86,7,2.29,0.06,0.00,0.00,0.00,10442.99,1.64,0.00
Tochigi,15460,116.00,15453.29,16.57,3,1.71,0.09,0.00,0.00,0.00,7831.29,1.64,0.00
Tokushima,3289,65.00,3287.29,9.29,2,0.29,0.04,0.00,0.00,0.00,9301.75,0.75,0.00
Tokyo,381844,3157.00,381771.86,451.00,30,19.57,0.14,1.00,0.71,0.01,1416.55,0.09,3.65
Tottori,1668,5.00,1668.00,0.71,0,0.00,0.00,0.00,0.00,0.00,6292.27,,3.65
Toyama,4867,52.00,4867.00,7.43,0,0.00,0.00,0.00,0.00,0.00,15025.19,,3.65
Wakayama,5296,62.00,5295.14,8.86,1,0.14,0.02,0.00,0.00,0.00,8561.64,0.32,0.00
Yamagata,3551,56.00,3550.71,8.00,0,0.29,0.03,0.00,0.00,0.00,6697.42,1.64,0.00
Yamaguchi,5766,93.00,5754.43,13.29,2,3.14,0.23,0.00,0.00,0.00,1219.10,0.80,0.00
Yamanashi,5155,29.00,5155.00,4.14,0,0.00,0.00,0.00,0.00,0.00,175083.09,,0.00
Zenkoku,1719856,18308.00,1719342.86,2615.43,187,153.43,0.12,3.00,3.71,0.00,3260.47,0.31,2.42
