Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,588,34.00,545.86,4.86,19,8.57,0.11,0.00,0.00,0.00,134.89,8.50,0.00
Akita,16,0.00,16.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Aomori,30,1.00,29.43,0.14,0,0.14,0.01,0.00,0.00,0.00,68.94,0.61,0.00
Chiba,1276,46.00,1190.14,6.57,53,22.43,0.36,0.00,0.00,0.00,37.62,1.65,0.00
Ehime,82,5.00,82.00,0.71,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Fukui,126,8.00,124.71,1.14,0,0.43,0.06,0.00,0.00,0.00,220.50,,0.00
Fukuoka,972,33.00,936.14,4.71,19,7.86,0.15,0.00,0.00,0.00,91.90,1.26,0.00
Fukushima,84,0.00,83.71,0.00,0,0.14,0.01,0.00,0.00,0.00,281.90,1.00,0.00
Gifu,173,7.00,166.86,1.00,1,1.57,0.08,0.00,0.00,0.00,142.87,3.38,0.00
Gunma,167,19.00,160.71,2.71,1,1.71,0.09,0.00,0.00,0.00,134.02,,0.00
Hiroshima,205,3.00,188.29,0.43,7,3.86,0.14,0.00,0.00,0.00,51.73,2.62,0.00
Hokkaido,1326,102.00,1307.14,14.57,3,5.14,0.10,0.00,0.14,0.00,233.71,2.07,2.78
Hyogo,801,45.00,756.29,6.43,24,10.00,0.18,0.00,0.00,0.00,92.34,2.87,0.00
Ibaraki,220,10.00,208.57,1.43,5,3.00,0.11,0.00,0.00,0.00,50.01,1.41,0.00
Ishikawa,303,27.00,300.57,3.86,2,0.43,0.04,0.00,0.00,0.00,2549.74,,0.00
Iwate,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagawa,42,0.00,35.00,0.00,0,1.86,0.20,0.00,0.00,0.00,22.25,6.25,0.00
Kagoshima,164,0.00,156.57,0.00,2,2.71,0.17,0.00,0.00,0.00,15.54,0.52,0.00
Kanagawa,1968,98.00,1839.71,14.00,49,32.14,0.35,0.00,0.14,0.00,41.97,1.44,0.44
Kochi,76,3.00,75.29,0.43,0,0.29,0.04,0.00,0.00,0.00,281.68,,0.00
Kumamoto,50,3.00,49.29,0.43,0,0.14,0.01,0.00,0.00,0.00,834.55,,0.00
Kyoto,490,18.00,464.00,2.57,0,10.00,0.39,0.00,0.00,0.00,38.04,1.67,0.00
Mie,55,1.00,51.43,0.14,0,1.00,0.06,0.00,0.00,0.00,44.74,4.01,0.00
Miyagi,129,1.00,113.57,0.14,3,3.57,0.16,0.00,0.00,0.00,34.61,6.07,0.00
Miyazaki,20,0.00,19.71,0.00,0,0.29,0.03,0.00,0.00,0.00,49.04,1.64,0.00
Nagano,84,,80.57,,1,0.86,0.04,,,,107.02,,
Nagasaki,32,1.00,28.86,0.14,0,1.86,0.14,0.00,0.00,0.00,10.63,3.81,0.00
Nara,151,2.00,133.00,0.29,8,4.57,0.35,0.00,0.00,0.00,18.09,1.45,0.00
Niigata,89,0.00,88.14,0.00,0,0.29,0.01,0.00,0.00,0.00,163.88,0.75,0.00
Oita,60,1.00,60.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,36,,30.86,,2,1.14,0.06,,,,49.94,,
Okinawa,149,7.00,148.43,1.00,0,0.14,0.01,0.00,0.00,0.00,160.18,0.28,0.00
Osaka,2245,86.00,2105.43,12.29,0,39.71,0.45,0.00,0.00,0.00,51.59,2.39,0.00
Saga,47,0.00,47.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Saitama,1668,67.00,1571.57,9.57,0,29.43,0.40,0.00,0.00,0.00,28.61,1.05,0.00
Shiga,109,1.00,107.29,0.14,0,0.43,0.03,0.00,0.00,0.00,137.71,2.19,0.00
Shimane,25,0.00,24.57,0.00,0,0.14,0.02,0.00,0.00,0.00,206.20,,0.00
Shizuoka,104,1.00,98.00,0.14,2,1.43,0.04,0.00,0.00,0.00,48.74,1.44,0.00
Tochigi,118,0.00,103.71,0.00,6,3.57,0.18,0.00,0.00,0.00,31.38,2.77,0.00
Tokushima,10,1.00,10.00,0.14,0,0.00,0.00,0.00,0.00,0.00,28.38,,0.00
Tokyo,9223,326.00,8473.14,46.57,290,185.14,1.33,0.00,0.14,0.00,28.95,1.24,0.08
Tottori,5,0.00,5.00,0.00,0,0.00,0.00,0.00,0.00,0.00,21.74,,0.08
Toyama,231,22.00,230.14,3.14,1,0.14,0.01,0.00,0.00,0.00,974.65,0.61,0.00
Wakayama,89,3.00,84.43,0.43,2,1.29,0.14,0.00,0.00,0.00,20.79,0.87,0.00
Yamagata,75,1.00,73.43,0.14,0,0.57,0.05,0.00,0.00,0.00,136.11,2.69,0.00
Yamaguchi,42,0.00,38.43,0.00,1,0.71,0.05,0.00,0.00,0.00,128.08,,0.00
Yamanashi,77,1.00,76.29,0.14,0,0.14,0.02,0.00,0.00,0.00,367.71,1.00,0.00
Zenkoku,24032,984.00,22519.29,140.57,501,388.86,0.31,0.00,0.43,0.00,41.03,1.41,0.11
