Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,4719,74.00,4639.14,10.57,21,22.86,0.30,0.00,0.86,0.01,94.88,0.70,3.75
Akita,50,0.00,49.86,0.00,0,0.14,0.02,0.00,0.00,0.00,185.71,1.00,0.00
Aomori,35,1.00,35.00,0.14,0,0.00,0.00,0.00,0.00,0.00,591.94,,0.00
Chiba,3258,64.00,3179.86,9.14,33,23.71,0.38,0.00,0.14,0.00,77.31,0.90,0.60
Ehime,114,6.00,114.00,0.86,0,0.00,0.00,0.00,0.00,0.00,,,0.60
Fukui,244,8.00,240.86,1.14,1,1.14,0.15,0.00,0.00,0.00,32.93,0.25,0.00
Fukuoka,4834,71.00,4755.86,10.14,17,28.29,0.55,2.00,1.14,0.02,65.56,0.63,4.04
Fukushima,184,0.00,175.57,0.00,5,2.29,0.12,0.00,0.00,0.00,37.28,0.67,0.00
Gifu,566,10.00,563.86,1.43,2,0.57,0.03,0.00,0.00,0.00,259.91,0.56,0.00
Gunma,497,19.00,475.71,2.71,5,6.57,0.34,0.00,0.00,0.00,49.99,1.17,0.00
Hiroshima,460,3.00,459.14,0.43,1,0.14,0.01,0.00,0.00,0.00,597.36,0.28,0.00
Hokkaido,1834,105.00,1815.57,15.00,6,5.29,0.10,0.00,0.29,0.01,144.03,0.76,5.41
Hyogo,2360,54.00,2330.71,7.71,6,9.00,0.17,0.00,0.14,0.00,106.59,0.64,1.59
Ibaraki,588,14.00,572.57,2.00,5,4.71,0.17,0.00,0.00,0.00,80.66,1.22,0.00
Ishikawa,712,39.00,692.14,5.57,4,6.57,0.58,0.00,0.71,0.06,43.44,0.82,10.87
Iwate,23,0.00,22.57,0.00,0,0.14,0.01,0.00,0.00,0.00,21.44,0.25,0.00
Kagawa,85,2.00,82.71,0.29,1,1.00,0.11,1.00,0.14,0.02,54.87,1.83,14.29
Kagoshima,371,11.00,369.14,1.57,0,1.14,0.07,0.00,0.00,0.00,146.82,0.71,0.00
Kanagawa,5523,126.00,5332.00,18.00,63,61.00,0.66,0.00,0.29,0.00,48.23,1.01,0.47
Kochi,134,3.00,131.14,0.43,2,0.71,0.10,0.00,0.00,0.00,70.57,0.61,0.00
Kumamoto,551,8.00,540.00,1.14,4,3.29,0.19,0.00,0.14,0.01,72.41,0.65,4.35
Kyoto,1583,25.00,1523.00,3.57,8,15.57,0.61,0.00,0.29,0.01,59.05,1.00,1.83
Mie,435,3.00,404.71,0.43,11,7.86,0.44,0.00,0.14,0.01,45.26,1.66,1.82
Miyagi,249,2.00,230.14,0.29,7,5.57,0.24,0.00,0.00,0.00,32.72,1.98,0.00
Miyazaki,339,1.00,338.43,0.14,0,0.14,0.01,0.00,0.00,0.00,271.24,0.17,0.00
Nagano,292,1.00,283.86,0.14,2,3.43,0.17,0.00,0.00,0.00,23.48,0.48,0.00
Nagasaki,234,3.00,233.71,0.43,0,0.29,0.02,0.00,0.00,0.00,117.83,0.16,0.00
Nara,539,8.00,532.86,1.14,1,2.14,0.16,0.00,0.14,0.01,119.84,0.79,6.67
Niigata,146,0.00,145.43,0.00,1,0.14,0.01,0.00,0.00,0.00,180.50,0.32,0.00
Oita,157,2.00,154.57,0.29,0,1.00,0.09,0.00,0.00,0.00,72.55,1.49,0.00
Okayama,146,,145.86,,0,0.14,0.01,,,,447.93,0.46,
Okinawa,2238,38.00,2204.43,5.43,9,12.29,0.84,2.00,1.29,0.09,80.19,0.64,10.47
Osaka,9169,168.00,8964.86,24.00,81,59.57,0.68,2.00,1.57,0.02,75.16,0.86,2.64
Saga,242,0.00,240.00,0.00,1,0.43,0.05,0.00,0.00,0.00,196.38,0.42,0.00
Saitama,4148,95.00,4093.43,13.57,12,19.29,0.26,2.00,0.71,0.01,77.13,0.57,3.70
Shiga,465,7.00,460.57,1.00,1,1.57,0.11,0.00,0.14,0.01,101.84,0.50,9.09
Shimane,137,0.00,137.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,9.09
Shizuoka,494,1.00,488.29,0.14,0,1.43,0.04,0.00,0.00,0.00,163.40,0.47,0.00
Tochigi,316,1.00,310.29,0.14,2,1.29,0.07,0.00,0.00,0.00,157.24,0.81,0.00
Tokushima,146,6.00,143.43,0.86,1,1.29,0.18,1.00,0.29,0.04,39.89,0.73,22.22
Tokyo,22019,378.00,21605.43,54.00,170,127.29,0.91,6.00,2.00,0.01,90.63,0.84,1.57
Tottori,22,0.00,22.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,1.57
Toyama,407,25.00,401.43,3.57,5,1.57,0.15,0.00,0.00,0.00,77.75,0.42,0.00
Wakayama,235,4.00,232.43,0.57,1,0.57,0.06,0.00,0.00,0.00,340.80,1.64,0.00
Yamagata,78,1.00,78.00,0.14,0,0.00,0.00,0.00,0.00,0.00,659.87,,0.00
Yamaguchi,184,0.00,180.57,0.00,0,1.29,0.10,0.00,0.00,0.00,32.16,0.38,0.00
Yamanashi,178,5.00,174.57,0.71,2,0.71,0.09,0.00,0.14,0.02,309.63,1.17,20.00
Zenkoku,71740,1392.00,70306.71,198.86,491,443.43,0.35,16.00,10.57,0.01,78.51,0.79,2.38
