Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,45664,743.00,44389.00,106.14,444,392.14,5.20,13.00,6.71,0.09,55.09,0.88,1.71
Akita,755,12.00,744.86,1.71,2,3.14,0.33,0.00,0.14,0.02,75.39,0.50,4.55
Aomori,2283,29.00,2195.57,4.14,20,22.14,1.80,0.00,0.14,0.01,49.79,0.92,0.65
Chiba,36749,676.00,36425.86,96.57,120,90.29,1.44,3.00,1.86,0.03,209.70,0.90,2.06
Ehime,2695,72.00,2673.57,10.29,7,5.43,0.41,0.00,0.29,0.02,277.83,0.86,5.26
Fukui,1034,34.00,1024.43,4.86,0,3.14,0.41,0.00,0.00,0.00,157.90,0.80,0.00
Fukuoka,33505,435.00,32885.57,62.14,178,193.43,3.79,6.00,4.00,0.08,65.33,0.64,2.07
Fukushima,4527,140.00,4465.00,20.00,18,18.29,1.00,2.00,1.00,0.05,106.66,0.70,5.47
Gifu,8567,156.00,8352.29,22.29,72,61.00,3.09,2.00,1.00,0.05,58.78,0.69,1.64
Gunma,7740,134.00,7607.57,19.14,38,39.00,2.02,1.00,1.57,0.08,102.33,0.85,4.03
Hiroshima,9871,119.00,9633.86,17.00,0,92.71,3.32,0.00,0.29,0.01,34.77,0.62,0.31
Hokkaido,36527,1049.00,34958.86,149.86,570,458.43,8.79,11.00,9.14,0.18,39.23,0.99,1.99
Hyogo,39224,1148.00,38824.14,164.00,140,122.57,2.25,12.00,10.71,0.20,135.81,0.68,8.74
Ibaraki,9593,145.00,9441.29,20.71,50,42.00,1.47,1.00,0.57,0.02,121.08,0.86,1.36
Ishikawa,3650,101.00,3523.14,14.43,18,38.43,3.40,0.00,0.43,0.04,60.49,1.13,1.12
Iwate,1396,43.00,1354.43,6.14,16,11.86,0.98,0.00,0.14,0.01,54.97,0.76,1.20
Kagawa,1976,24.00,1945.29,3.43,6,10.71,1.13,0.00,0.00,0.00,72.12,0.64,0.00
Kagoshima,3229,30.00,3152.86,4.29,26,22.43,1.41,0.00,0.29,0.02,61.17,0.79,1.27
Kanagawa,60626,877.00,59949.43,125.29,227,200.57,2.18,6.00,1.71,0.02,153.28,0.89,0.85
Kochi,1375,20.00,1289.43,2.86,38,22.86,3.31,0.00,0.00,0.00,48.05,2.17,0.00
Kumamoto,6084,94.00,5935.86,13.43,51,45.57,2.63,0.00,0.71,0.04,46.31,0.66,1.57
Kyoto,15592,204.00,15388.29,29.14,81,63.71,2.48,1.00,0.57,0.02,89.84,0.67,0.90
Mie,4803,103.00,4726.57,14.71,27,21.00,1.19,0.00,0.29,0.02,96.59,0.67,1.36
Miyagi,8801,82.00,8745.14,11.71,24,14.71,0.64,0.00,0.00,0.00,254.51,0.67,0.00
Miyazaki,3008,25.00,2970.57,3.57,6,9.86,0.93,0.00,0.00,0.00,100.09,0.55,0.00
Nagano,4734,80.00,4640.86,11.43,35,28.43,1.40,4.00,0.57,0.03,82.38,0.80,2.01
Nagasaki,2857,63.00,2830.43,9.00,15,6.71,0.51,0.00,0.43,0.03,159.40,0.50,6.38
Nara,7822,110.00,7745.14,15.71,27,22.29,1.68,0.00,1.29,0.10,133.23,0.55,5.77
Niigata,3142,36.00,3066.14,5.14,23,23.00,1.05,0.00,0.29,0.01,71.88,0.93,1.24
Oita,3291,42.00,3198.43,6.00,22,27.00,2.40,2.00,0.71,0.06,52.93,0.74,2.65
Okayama,7185,100.00,6973.57,14.29,74,63.29,3.36,3.00,3.86,0.20,43.28,0.63,6.09
Okinawa,15983,148.00,15293.14,21.14,240,184.14,12.62,0.00,0.00,0.00,55.18,1.33,0.00
Osaka,98919,2247.00,98003.43,321.00,309,265.86,3.02,30.00,22.43,0.25,163.03,0.67,8.44
Saga,2471,19.00,2423.43,2.71,21,13.29,1.64,1.00,0.14,0.02,67.60,0.64,1.08
Saitama,43328,779.00,42918.29,111.29,130,121.43,1.65,1.00,0.86,0.01,168.91,0.78,0.71
Shiga,4945,79.00,4828.43,11.29,47,31.43,2.23,0.00,0.71,0.05,80.50,0.84,2.27
Shimane,526,0.00,505.86,0.00,6,5.29,0.79,0.00,0.00,0.00,37.95,0.65,0.00
Shizuoka,8186,136.00,7968.57,19.43,78,61.86,1.71,1.00,0.57,0.02,77.55,0.96,0.92
Tochigi,6226,75.00,6118.00,10.71,43,28.14,1.46,0.00,0.14,0.01,122.21,0.99,0.51
Tokushima,1627,61.00,1619.43,8.71,2,3.00,0.42,0.00,0.29,0.04,187.88,0.54,9.52
Tokyo,159094,2042.00,157282.71,291.71,684,492.29,3.52,11.00,4.57,0.03,170.36,0.89,0.93
Tottori,462,2.00,454.71,0.29,0,2.57,0.47,0.00,0.00,0.00,106.32,0.96,0.00
Toyama,1818,35.00,1743.43,5.00,20,25.00,2.42,0.00,0.14,0.01,37.86,1.13,0.57
Wakayama,2594,42.00,2569.43,6.00,8,7.43,0.81,1.00,0.71,0.08,157.98,0.78,9.62
Yamagata,1932,40.00,1887.00,5.71,11,16.00,1.50,1.00,0.43,0.04,58.12,0.97,2.68
Yamaguchi,2865,60.00,2758.43,8.57,34,31.43,2.34,0.00,0.57,0.04,43.32,0.86,1.82
Yamanashi,1506,19.00,1470.29,2.71,16,8.43,1.05,0.00,0.00,0.00,98.23,1.02,0.00
Zenkoku,730787,12710.00,718902.00,1815.71,4024,3473.71,2.76,113.00,80.29,0.06,100.32,0.82,2.31
