Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,106409,1156.00,106375.86,165.14,15,9.00,0.12,0.00,0.00,0.00,4789.31,0.64,0.00
Akita,1909,27.00,1908.43,3.86,0,0.14,0.02,0.00,0.00,0.00,1220.56,0.25,0.00
Aomori,5895,38.00,5894.57,5.43,0,0.29,0.02,0.00,0.00,0.00,6901.18,0.52,0.00
Chiba,100362,1026.00,100335.00,146.57,10,7.71,0.12,0.00,0.29,0.00,8559.88,1.07,3.70
Ehime,5401,82.00,5390.14,11.71,5,2.86,0.22,0.00,0.00,0.00,881.98,0.64,0.00
Fukui,3113,38.00,3112.57,5.43,0,0.43,0.06,0.00,0.00,0.00,1789.37,2.19,0.00
Fukuoka,74467,622.00,74449.00,88.86,6,5.14,0.10,0.00,0.14,0.00,6120.10,0.78,2.78
Fukushima,9484,175.00,9483.43,25.00,0,0.14,0.01,0.00,0.00,0.00,46011.46,1.00,0.00
Gifu,19204,218.00,19161.00,31.14,17,10.71,0.54,0.00,0.00,0.00,1397.12,1.28,0.00
Gunma,16808,176.00,16798.71,25.14,2,3.14,0.16,0.00,0.00,0.00,2064.80,0.64,0.00
Hiroshima,22091,202.00,22075.86,28.86,5,4.43,0.16,0.00,0.00,0.00,1945.08,0.85,0.00
Hokkaido,60809,1472.00,60776.29,210.29,13,8.57,0.16,0.00,0.14,0.00,4798.08,1.25,1.67
Hyogo,78524,1396.00,78480.57,199.43,17,11.00,0.20,0.00,0.14,0.00,3186.01,0.68,1.30
Ibaraki,24409,218.00,24405.29,31.14,2,0.86,0.03,0.00,0.00,0.00,7533.09,0.50,0.00
Ishikawa,7963,129.00,7963.00,18.43,0,0.00,0.00,0.00,0.00,0.00,9323.68,,0.00
Iwate,3486,53.00,3486.00,7.57,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagawa,4703,38.00,4703.00,5.43,0,0.00,0.00,0.00,0.00,0.00,79864.42,,0.00
Kagoshima,9102,66.00,9101.71,9.43,0,0.14,0.01,0.00,0.00,0.00,23777.00,0.37,0.00
Kanagawa,168965,1310.00,168928.29,187.14,14,9.43,0.10,2.00,0.29,0.00,11495.60,1.00,3.03
Kochi,4166,33.00,4165.71,4.71,0,0.14,0.02,0.00,0.14,0.02,2718.44,0.23,100.00
Kumamoto,14395,136.00,14392.71,19.43,0,0.57,0.03,0.00,0.00,0.00,15766.52,0.67,0.00
Kyoto,35904,291.00,35891.86,41.57,4,3.29,0.13,0.00,0.00,0.00,5615.26,0.85,0.00
Mie,14808,163.00,14800.00,23.29,2,2.43,0.14,0.00,0.00,0.00,3062.64,0.83,0.00
Miyagi,16273,118.00,16268.71,16.86,3,1.00,0.04,0.00,0.00,0.00,8123.37,0.84,0.00
Miyazaki,6151,41.00,6151.00,5.86,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Nagano,8877,97.00,8874.29,13.86,1,0.71,0.04,0.00,0.14,0.01,4365.81,0.39,20.00
Nagasaki,6118,73.00,6116.71,10.43,0,0.43,0.03,0.00,0.00,0.00,2139.32,0.32,0.00
Nara,15902,149.00,15895.14,21.29,1,1.86,0.14,0.00,0.00,0.00,2544.11,0.47,0.00
Niigata,7999,61.00,7994.71,8.71,3,1.00,0.05,0.00,0.00,0.00,4761.33,0.64,0.00
Oita,8186,84.00,8186.00,12.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,15376,136.00,15335.29,19.43,14,10.71,0.57,0.00,0.00,0.00,1129.86,1.57,0.00
Okinawa,50269,396.00,50245.29,56.57,3,6.29,0.43,0.00,1.86,0.13,4597.42,0.79,29.55
Osaka,202653,3053.00,202551.43,436.14,39,26.57,0.30,0.00,1.14,0.01,3386.49,0.70,4.30
Saga,5861,30.00,5856.57,4.29,3,1.14,0.14,0.00,0.00,0.00,4518.34,1.00,0.00
Saitama,115648,1047.00,115627.00,149.57,6,5.43,0.07,0.00,0.29,0.00,8497.96,0.68,5.26
Shiga,12414,104.00,12410.57,14.86,2,0.86,0.06,1.00,0.14,0.01,4681.08,0.41,16.67
Shimane,1728,5.00,1722.71,0.71,2,1.71,0.26,0.00,0.00,0.00,227.02,0.49,0.00
Shizuoka,26758,209.00,26750.86,29.86,3,1.57,0.04,0.00,0.00,0.00,11354.72,1.07,0.00
Tochigi,15455,116.00,15448.43,16.57,5,1.29,0.07,0.00,0.00,0.00,9367.10,1.20,0.00
Tokushima,3287,65.00,3286.86,9.29,0,0.14,0.02,0.00,0.00,0.00,6564.37,1.00,0.00
Tokyo,381775,3155.00,381707.14,450.71,29,17.14,0.12,0.00,1.14,0.01,604.26,0.08,6.67
Tottori,1668,5.00,1668.00,0.71,0,0.00,0.00,0.00,0.00,0.00,2095.81,,6.67
Toyama,4867,52.00,4866.86,7.43,0,0.14,0.01,0.00,0.00,0.00,4347.55,0.21,0.00
Wakayama,5295,62.00,5294.43,8.86,0,0.29,0.03,0.00,0.00,0.00,5991.61,0.61,0.00
Yamagata,3551,56.00,3549.57,8.00,0,0.43,0.04,0.00,0.00,0.00,6025.49,0.81,0.00
Yamaguchi,5754,93.00,5745.14,13.29,3,2.14,0.16,0.00,0.00,0.00,1058.06,0.71,0.00
Yamanashi,5155,29.00,5155.00,4.14,0,0.00,0.00,0.00,0.00,0.00,21883.26,,0.00
Zenkoku,1719397,18301.00,1718786.71,2614.43,229,161.29,0.13,3.00,5.86,0.00,1852.41,0.32,3.63
