Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,25980,531.00,25857.43,75.86,55,34.71,0.46,5.00,2.29,0.03,442.92,0.97,6.58
Akita,269,6.00,269.00,0.86,0,0.00,0.00,0.00,0.00,0.00,,,6.58
Aomori,818,20.00,816.57,2.86,1,0.29,0.02,0.00,0.00,0.00,988.08,1.00,0.00
Chiba,26880,467.00,26507.71,66.71,107,109.71,1.75,3.00,3.29,0.05,149.15,1.06,2.99
Ehime,1065,23.00,1063.43,3.29,0,0.57,0.04,0.00,0.00,0.00,438.04,0.41,0.00
Fukui,545,25.00,544.86,3.57,0,0.14,0.02,0.00,0.00,0.00,1154.17,0.61,0.00
Fukuoka,18134,303.00,18052.86,43.29,37,25.57,0.50,2.00,2.86,0.06,349.75,0.77,11.17
Fukushima,2041,76.00,1966.29,10.86,34,17.43,0.95,3.00,0.86,0.05,108.12,2.66,4.92
Gifu,4756,112.00,4732.29,16.00,6,6.43,0.33,0.00,0.43,0.02,417.23,0.86,6.67
Gunma,4566,86.00,4515.43,12.29,21,15.29,0.79,1.00,0.29,0.01,167.21,1.38,1.87
Hiroshima,5033,102.00,5025.29,14.57,2,2.00,0.07,0.00,0.00,0.00,989.90,0.75,0.00
Hokkaido,19277,689.00,19134.71,98.43,66,36.29,0.70,2.00,2.00,0.04,323.49,0.96,5.51
Hyogo,18073,549.00,17975.14,78.43,40,25.00,0.46,8.00,3.57,0.07,477.53,1.09,14.29
Ibaraki,5897,116.00,5799.43,16.57,37,26.71,0.94,1.00,1.43,0.05,135.98,1.01,5.35
Ishikawa,1873,62.00,1857.00,8.86,3,4.57,0.40,0.00,0.00,0.00,151.77,0.57,0.00
Iwate,554,30.00,553.86,4.29,0,0.14,0.01,0.00,0.00,0.00,1878.71,0.37,0.00
Kagawa,756,18.00,753.43,2.57,1,0.86,0.09,0.00,0.00,0.00,348.11,0.44,0.00
Kagoshima,1762,27.00,1761.00,3.86,0,0.57,0.04,0.00,0.14,0.01,764.38,0.39,25.00
Kanagawa,45312,695.00,44963.71,99.29,138,100.71,1.09,5.00,2.86,0.03,275.13,1.08,2.84
Kochi,896,17.00,886.57,2.43,9,1.71,0.25,0.00,0.00,0.00,1670.45,,0.00
Kumamoto,3450,72.00,3443.43,10.29,2,1.57,0.09,0.00,0.00,0.00,2014.01,1.54,0.00
Kyoto,9076,157.00,9059.29,22.43,6,4.29,0.17,1.00,0.43,0.02,796.77,0.58,10.00
Mie,2549,56.00,2532.14,8.00,4,5.71,0.32,1.00,0.43,0.02,295.15,0.89,7.50
Miyagi,3691,25.00,3630.43,3.57,33,15.14,0.66,0.00,0.00,0.00,252.33,1.69,0.00
Miyazaki,1953,21.00,1951.86,3.00,0,0.29,0.03,0.00,0.00,0.00,1575.98,0.37,0.00
Nagano,2364,41.00,2363.86,5.86,0,0.14,0.01,0.00,0.00,0.00,1864.70,0.32,0.00
Nagasaki,1612,37.00,1611.29,5.29,0,0.43,0.03,0.00,0.14,0.01,699.19,0.27,33.33
Nara,3377,47.00,3364.14,6.71,5,3.43,0.26,0.00,0.29,0.02,618.55,1.00,8.33
Niigata,1095,15.00,1084.14,2.14,3,3.57,0.16,0.00,0.00,0.00,112.99,0.95,0.00
Oita,1296,21.00,1293.00,3.00,1,1.00,0.09,0.00,0.00,0.00,842.10,0.84,0.00
Okayama,2496,32.00,2486.71,4.57,0,2.57,0.14,0.00,0.00,0.00,662.60,1.26,0.00
Okinawa,8263,120.00,8206.43,17.14,28,14.86,1.02,0.00,0.29,0.02,354.91,1.12,1.92
Osaka,47439,1128.00,47204.00,161.14,81,62.71,0.71,2.00,2.29,0.03,433.59,0.92,3.64
Saga,1072,8.00,1062.00,1.14,3,2.86,0.35,0.00,0.00,0.00,117.39,0.54,0.00
Saitama,29730,597.00,29426.14,85.29,123,85.43,1.16,8.00,7.14,0.10,208.46,1.02,8.36
Shiga,2524,47.00,2478.00,6.71,26,11.43,0.81,0.00,0.29,0.02,147.85,1.09,2.50
Shimane,284,0.00,284.00,0.00,0,0.00,0.00,0.00,0.00,0.00,686.56,,2.50
Shizuoka,5199,94.00,5153.71,13.43,9,14.14,0.39,1.00,0.14,0.00,189.50,0.88,1.01
Tochigi,4131,67.00,4103.71,9.57,11,7.57,0.39,0.00,0.14,0.01,320.95,0.90,1.89
Tokushima,457,16.00,452.29,2.29,4,1.00,0.14,0.00,0.00,0.00,436.47,1.83,0.00
Tokyo,112624,1442.00,111832.57,206.00,279,230.57,1.65,23.00,12.43,0.09,284.06,1.00,5.39
Tottori,210,2.00,210.00,0.29,0,0.00,0.00,0.00,0.00,0.00,473.07,,5.39
Toyama,905,28.00,905.00,4.00,0,0.00,0.00,0.00,0.14,0.01,1136.00,,5.39
Wakayama,1166,18.00,1163.43,2.57,2,0.71,0.08,0.00,0.00,0.00,1461.09,1.44,0.00
Yamagata,543,15.00,542.86,2.14,0,0.14,0.01,0.00,0.00,0.00,524.36,0.32,0.00
Yamaguchi,1385,40.00,1382.14,5.71,0,1.14,0.09,1.00,0.29,0.02,531.02,1.00,25.00
Yamanashi,941,17.00,939.43,2.43,1,0.29,0.04,0.00,0.14,0.02,1097.81,0.52,50.00
Zenkoku,434319,8117.00,431202.00,1159.57,1178,879.71,0.70,67.00,44.57,0.04,292.78,1.00,5.07
