Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,33151,628.00,32210.29,89.71,430,251.00,3.33,1.00,1.43,0.02,83.16,1.20,0.57
Akita,455,9.00,429.43,1.29,3,6.00,0.63,0.00,0.00,0.00,43.98,1.04,0.00
Aomori,1576,22.00,1513.71,3.14,23,16.29,1.32,0.00,0.14,0.01,43.56,0.88,0.88
Chiba,33209,622.00,32752.29,88.86,192,121.71,1.94,0.00,1.00,0.02,170.11,1.10,0.82
Ehime,2330,40.00,2247.29,5.71,18,23.71,1.79,3.00,1.43,0.11,44.13,0.80,6.02
Fukui,875,33.00,855.29,4.71,2,4.57,0.60,0.00,0.00,0.00,43.86,0.39,0.00
Fukuoka,22784,349.00,22105.43,49.86,0,217.71,4.26,0.00,0.57,0.01,61.56,1.33,0.26
Fukushima,3373,123.00,3258.43,17.57,49,27.43,1.50,0.00,0.29,0.02,69.78,0.97,1.04
Gifu,5879,132.00,5731.71,18.86,29,40.86,2.07,0.00,0.29,0.01,87.06,1.28,0.70
Gunma,6014,104.00,5826.43,14.86,77,46.86,2.43,0.00,0.14,0.01,95.57,1.55,0.30
Hiroshima,5889,109.00,5743.14,15.57,44,38.43,1.37,0.00,0.00,0.00,99.10,1.24,0.00
Hokkaido,24170,860.00,23610.14,122.86,187,144.29,2.77,4.00,4.00,0.08,111.27,1.28,2.77
Hyogo,31171,675.00,29644.14,96.43,534,434.29,7.98,3.00,3.14,0.06,38.51,1.07,0.72
Ibaraki,8143,133.00,7981.57,19.00,45,47.43,1.66,0.00,0.29,0.01,85.60,0.97,0.60
Ishikawa,2467,71.00,2408.00,10.14,0,17.29,1.53,0.00,0.43,0.04,62.09,0.88,2.48
Iwate,912,31.00,867.86,4.43,11,10.57,0.87,0.00,0.00,0.00,51.52,1.71,0.00
Kagawa,1259,22.00,1191.71,3.14,26,16.14,1.70,0.00,0.29,0.03,54.23,1.26,1.77
Kagoshima,2123,28.00,2056.29,4.00,33,16.14,1.02,0.00,0.00,0.00,124.31,1.63,0.00
Kanagawa,53535,816.00,52832.14,116.57,240,192.14,2.09,0.00,1.14,0.01,161.64,1.02,0.59
Kochi,1040,20.00,1008.57,2.86,14,8.29,1.20,1.00,0.14,0.02,122.58,2.14,1.72
Kumamoto,4110,78.00,3957.71,11.14,56,49.00,2.82,0.00,0.14,0.01,65.78,1.61,0.29
Kyoto,12387,186.00,11906.57,26.57,275,137.14,5.34,1.00,0.71,0.03,61.77,1.13,0.52
Mie,3765,81.00,3616.57,11.57,52,39.29,2.22,0.00,0.57,0.03,46.24,1.03,1.45
Miyagi,8042,66.00,7953.71,9.43,29,25.00,1.09,0.00,1.00,0.04,138.48,0.71,4.00
Miyazaki,2212,22.00,2161.14,3.14,36,12.57,1.18,0.00,0.00,0.00,100.36,1.59,0.00
Nagano,3854,68.00,3776.57,9.71,29,19.86,0.98,0.00,1.43,0.07,79.88,0.64,7.19
Nagasaki,2077,41.00,2001.57,5.86,20,22.00,1.68,0.00,0.14,0.01,46.94,1.08,0.65
Nara,6171,76.00,5919.57,10.86,77,70.43,5.32,2.00,1.00,0.08,41.88,0.89,1.42
Niigata,2285,25.00,2218.71,3.57,12,20.00,0.91,3.00,1.00,0.05,46.59,0.80,5.00
Oita,1855,25.00,1718.86,3.57,55,39.57,3.52,0.00,0.14,0.01,24.74,1.73,0.36
Okayama,3946,40.00,3721.86,5.71,74,58.57,3.11,3.00,0.43,0.02,39.83,1.27,0.73
Okinawa,12463,136.00,12263.29,19.43,59,56.29,3.86,2.00,0.43,0.03,96.30,0.78,0.76
Osaka,81185,1456.00,77795.29,208.00,1040,953.71,10.82,8.00,16.57,0.19,45.95,1.00,1.74
Saga,1604,13.00,1545.43,1.86,20,21.71,2.68,0.00,0.00,0.00,45.77,1.15,0.00
Saitama,37801,745.00,37226.14,106.43,145,161.14,2.19,0.00,1.14,0.02,126.40,0.98,0.71
Shiga,3724,61.00,3602.71,8.71,41,32.14,2.28,0.00,0.00,0.00,52.83,0.90,0.00
Shimane,347,0.00,338.71,0.00,0,2.57,0.39,0.00,0.00,0.00,47.99,0.75,0.00
Shizuoka,6459,121.00,6364.71,17.29,24,25.00,0.69,0.00,0.00,0.00,169.26,1.11,0.00
Tochigi,5349,71.00,5278.14,10.14,9,21.43,1.11,0.00,0.14,0.01,148.46,1.20,0.67
Tokushima,1295,43.00,1207.71,6.14,25,25.71,3.57,1.00,1.57,0.22,21.89,0.92,6.11
Tokyo,139076,1891.00,136648.57,270.14,698,648.29,4.64,2.00,2.71,0.02,124.29,1.07,0.42
Tottori,372,2.00,362.86,0.29,3,2.86,0.52,0.00,0.00,0.00,90.22,1.08,0.00
Toyama,1319,29.00,1279.14,4.14,15,10.71,1.04,0.00,0.00,0.00,55.16,0.77,0.00
Wakayama,2158,28.00,2080.86,4.00,20,21.14,2.31,1.00,0.86,0.09,42.69,0.70,4.05
Yamagata,1513,32.00,1467.86,4.57,9,12.86,1.21,0.00,0.29,0.03,65.93,1.02,2.22
Yamaguchi,1834,44.00,1764.29,6.29,11,19.57,1.46,0.00,0.14,0.01,49.06,1.02,0.73
Yamanashi,1193,19.00,1149.29,2.71,23,11.43,1.42,0.00,0.00,0.00,80.25,1.29,0.00
Zenkoku,588751,10226.00,573601.71,1460.86,4814,4201.14,3.34,35.00,45.14,0.04,79.91,1.06,1.07
