Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,474,30.00,426.86,4.29,21,11.86,0.16,1.00,0.86,0.01,22.70,1.89,7.23
Akita,16,0.00,16.00,0.00,0,0.00,0.00,0.00,0.00,0.00,106.24,,7.23
Aomori,22,0.00,22.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,7.23
Chiba,768,18.00,704.71,2.57,19,17.86,0.28,2.00,1.57,0.03,14.17,0.72,8.80
Ehime,47,3.00,46.14,0.43,0,0.43,0.03,0.00,0.00,0.00,21.59,0.40,0.00
Fukui,120,5.00,115.29,0.71,1,2.00,0.26,0.00,0.14,0.02,25.07,0.84,7.14
Fukuoka,584,15.00,542.14,2.14,12,12.00,0.23,2.00,0.71,0.01,16.70,0.68,5.95
Fukushima,66,0.00,63.71,0.00,1,0.86,0.05,0.00,0.00,0.00,11.55,0.52,0.00
Gifu,146,7.00,141.43,1.00,0,1.29,0.07,2.00,0.71,0.04,27.71,0.32,55.56
Gunma,140,9.00,129.43,1.29,2,2.86,0.15,0.00,0.71,0.04,17.54,0.67,25.00
Hiroshima,142,1.00,137.00,0.14,0,1.86,0.07,0.00,0.14,0.01,7.90,0.25,7.69
Hokkaido,562,25.00,480.29,3.57,22,22.14,0.42,0.00,1.29,0.02,10.11,1.24,5.81
Hyogo,605,17.00,547.71,2.43,24,14.71,0.27,0.00,0.00,0.00,16.88,0.89,0.00
Ibaraki,157,6.00,146.29,0.86,4,3.14,0.11,0.00,0.14,0.01,19.56,0.65,4.55
Ishikawa,222,5.00,194.00,0.71,6,7.00,0.62,0.00,0.14,0.01,12.29,0.91,2.04
Iwate,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,2.04
Kagawa,28,0.00,26.14,0.00,0,0.57,0.06,0.00,0.00,0.00,10.06,0.32,0.00
Kagoshima,10,0.00,9.29,0.00,0,0.43,0.03,0.00,0.00,0.00,6.28,1.34,0.00
Kanagawa,912,24.00,827.00,3.43,32,22.57,0.24,0.00,1.14,0.01,14.12,0.73,5.06
Kochi,71,2.00,68.86,0.29,0,1.00,0.14,0.00,0.14,0.02,35.86,0.84,14.29
Kumamoto,43,1.00,40.29,0.14,0,1.14,0.07,0.00,0.00,0.00,15.22,0.75,0.00
Kyoto,286,7.00,265.57,1.00,4,6.29,0.24,0.00,0.57,0.02,20.31,0.86,9.09
Mie,45,1.00,40.29,0.14,2,1.43,0.08,0.00,0.00,0.00,7.53,0.75,0.00
Miyagi,84,0.00,83.71,0.00,0,0.14,0.01,0.00,0.00,0.00,16.28,0.08,0.00
Miyazaki,17,0.00,17.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Nagano,67,0.00,55.29,0.00,8,2.86,0.14,0.00,0.00,0.00,11.52,1.04,0.00
Nagasaki,16,1.00,16.57,0.14,0,-0.14,-0.01,0.00,0.14,0.01,44.43,,0.00
Nara,76,1.00,69.43,0.14,0,2.29,0.17,0.00,0.00,0.00,12.94,0.96,0.00
Niigata,65,0.00,59.14,0.00,3,1.29,0.06,0.00,0.00,0.00,17.96,0.81,0.00
Oita,60,1.00,57.57,0.14,0,0.86,0.08,0.00,0.00,0.00,22.24,0.61,0.00
Okayama,20,0.00,19.00,0.00,1,0.29,0.02,0.00,0.00,0.00,35.48,1.00,0.00
Okinawa,133,4.00,121.71,0.57,1,4.57,0.31,1.00,0.43,0.03,10.47,0.71,9.38
Osaka,1448,25.00,1324.43,3.57,31,40.57,0.46,6.00,2.14,0.02,12.96,0.94,5.28
Saga,32,0.00,19.71,0.00,11,2.29,0.28,0.00,0.00,0.00,15.54,2.69,0.00
Saitama,767,15.00,689.86,2.14,14,22.43,0.31,1.00,0.86,0.01,11.50,0.76,3.82
Shiga,93,1.00,80.29,0.14,1,3.29,0.23,0.00,0.00,0.00,9.88,0.83,0.00
Shimane,16,0.00,15.86,0.00,0,0.14,0.02,0.00,0.00,0.00,11.58,0.21,0.00
Shizuoka,59,0.00,54.43,0.00,1,1.29,0.04,0.00,0.00,0.00,26.84,0.81,0.00
Tochigi,53,0.00,49.71,0.00,0,1.29,0.07,0.00,0.00,0.00,18.06,0.81,0.00
Tokushima,5,0.00,4.14,0.00,0,0.29,0.04,0.00,0.00,0.00,15.03,,0.00
Tokyo,3747,19.00,3340.71,2.71,161,108.43,0.78,0.00,0.00,0.00,13.60,0.89,0.00
Tottori,3,0.00,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00,4.42,,0.00
Toyama,163,3.00,118.29,0.43,13,12.00,1.16,0.00,0.43,0.04,5.52,1.54,3.57
Wakayama,52,1.00,47.14,0.14,2,1.71,0.19,0.00,0.00,0.00,17.48,1.64,0.00
Yamagata,66,0.00,63.57,0.00,1,0.86,0.08,0.00,0.00,0.00,11.61,0.35,0.00
Yamaguchi,31,0.00,30.57,0.00,0,0.14,0.01,0.00,0.00,0.00,26.34,0.18,0.00
Yamanashi,51,0.00,49.86,0.00,0,0.43,0.05,0.00,0.00,0.00,17.87,0.33,0.00
Zenkoku,12590,247.00,11381.43,35.29,398,338.71,0.27,15.00,12.29,0.01,14.00,0.84,3.63
