Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,108270,1161.00,107455.00,165.86,238,199.43,2.64,0.00,0.00,0.00,781.76,6.62,0.00
Akita,1954,27.00,1940.43,3.86,8,2.86,0.30,0.00,0.00,0.00,1462.13,,0.00
Aomori,5982,38.00,5944.43,5.43,15,9.14,0.74,0.00,0.00,0.00,708.48,3.52,0.00
Chiba,102128,1028.00,101418.43,146.86,252,182.86,2.91,0.00,0.00,0.00,691.63,5.52,0.00
Ehime,5634,82.00,5505.29,11.71,53,30.43,2.29,0.00,0.00,0.00,285.23,21.01,0.00
Fukui,3296,38.00,3190.29,5.43,44,24.71,3.24,0.00,0.00,0.00,209.61,18.11,0.00
Fukuoka,75905,627.00,75356.57,89.57,148,145.29,2.84,0.00,0.00,0.00,661.15,7.55,0.00
Fukushima,9686,176.00,9608.86,25.14,26,20.14,1.10,0.00,0.00,0.00,552.60,5.21,0.00
Gifu,19639,219.00,19485.71,31.29,60,42.29,2.14,0.00,0.00,0.00,467.94,5.53,0.00
Gunma,17957,179.00,17694.57,25.57,92,71.57,3.72,1.00,0.29,0.01,234.73,2.84,0.40
Hiroshima,25125,203.00,23513.00,29.00,672,382.43,13.68,0.00,0.14,0.01,87.20,7.83,0.04
Hokkaido,62250,1477.00,61913.14,211.00,117,91.43,1.75,1.00,0.29,0.01,755.89,3.16,0.31
Hyogo,79871,1398.00,79345.57,199.71,166,131.29,2.41,0.00,0.00,0.00,850.12,5.93,0.00
Ibaraki,24881,220.00,24700.29,31.43,46,51.57,1.81,0.00,0.00,0.00,574.55,8.87,0.00
Ishikawa,8154,139.00,8103.71,19.86,19,13.00,1.15,0.00,0.29,0.03,745.50,3.46,2.20
Iwate,3534,53.00,3519.29,7.57,5,4.86,0.40,0.00,0.00,0.00,616.90,2.81,0.00
Kagawa,4831,38.00,4775.14,5.43,26,16.00,1.69,0.00,0.00,0.00,350.14,9.21,0.00
Kagoshima,9799,66.00,9474.14,9.43,81,92.43,5.82,0.00,0.00,0.00,129.01,17.26,0.00
Kanagawa,172157,1319.00,170957.71,188.43,387,300.57,3.26,0.00,0.00,0.00,751.85,5.77,0.00
Kochi,4214,33.00,4193.43,4.71,7,5.29,0.77,0.00,0.00,0.00,806.81,4.18,0.00
Kumamoto,14762,136.00,14488.29,19.43,305,51.43,2.96,0.00,0.00,0.00,762.86,40.82,0.00
Kyoto,37291,292.00,36830.57,41.71,131,131.57,5.12,0.00,0.00,0.00,287.00,4.24,0.00
Mie,14977,163.00,14894.71,23.29,24,21.29,1.20,0.00,0.00,0.00,1005.32,13.25,0.00
Miyagi,16411,118.00,16355.71,16.86,17,15.00,0.65,0.00,0.00,0.00,1254.38,5.36,0.00
Miyazaki,6224,41.00,6170.86,5.86,61,9.57,0.90,0.00,0.00,0.00,1674.28,,0.00
Nagano,9586,97.00,9269.00,13.86,104,80.29,3.95,0.00,0.00,0.00,146.83,5.00,0.00
Nagasaki,6362,73.00,6232.29,10.43,63,30.43,2.32,0.00,0.00,0.00,282.46,9.58,0.00
Nara,16507,149.00,16269.29,21.29,91,65.00,4.91,0.00,0.00,0.00,258.09,4.77,0.00
Niigata,8703,63.00,8479.43,9.00,60,61.29,2.79,0.00,0.00,0.00,172.42,4.23,0.00
Oita,8334,84.00,8249.29,12.00,36,20.43,1.82,0.00,0.00,0.00,644.64,21.11,0.00
Okayama,15919,136.00,15734.14,19.43,60,48.57,2.58,0.00,0.00,0.00,434.88,10.29,0.00
Okinawa,58984,398.00,55589.29,56.86,775,1034.43,70.91,0.00,0.00,0.00,53.42,6.29,0.00
Osaka,208419,3066.00,206392.14,438.00,613,579.29,6.57,0.00,0.29,0.00,393.84,4.73,0.05
Saga,6196,30.00,6019.00,4.29,84,42.86,5.30,0.00,0.00,0.00,202.40,13.31,0.00
Saitama,117873,1059.00,117015.86,151.29,227,230.86,3.14,0.00,0.00,0.00,624.24,6.69,0.00
Shiga,13124,104.00,12865.00,14.86,110,70.57,5.00,0.00,0.00,0.00,178.42,3.35,0.00
Shimane,1964,5.00,1864.71,0.71,36,26.29,3.94,0.00,0.00,0.00,84.43,3.94,0.00
Shizuoka,27474,209.00,27186.71,29.86,81,76.43,2.11,0.00,0.00,0.00,460.18,10.85,0.00
Tochigi,16033,117.00,15876.43,16.71,59,45.00,2.33,0.00,0.00,0.00,315.70,2.43,0.00
Tokushima,3344,66.00,3317.43,9.43,9,7.29,1.01,0.00,0.00,0.00,613.27,16.58,0.00
Tokyo,389728,3175.00,386698.57,453.57,962,839.00,6.01,0.00,0.00,0.00,531.49,5.51,0.00
Tottori,1752,5.00,1712.14,0.71,14,11.29,2.05,0.00,0.00,0.00,190.12,,0.00
Toyama,4966,52.00,4907.57,7.43,20,13.71,1.33,0.00,0.00,0.00,617.21,26.06,0.00
Wakayama,5435,62.00,5355.29,8.86,34,17.86,1.95,0.00,0.00,0.00,505.64,14.35,0.00
Yamagata,3663,56.00,3638.29,8.00,10,5.86,0.55,0.00,0.00,0.00,567.02,14.19,0.00
Yamaguchi,7035,93.00,6610.14,13.29,143,130.14,9.70,0.00,0.00,0.00,41.94,3.00,0.00
Yamanashi,5304,29.00,5210.14,4.14,99,19.14,2.37,0.00,0.00,0.00,519.57,10.47,0.00
Zenkoku,1771637,18399.00,1751327.29,2628.43,6690,5502.43,4.37,2.00,1.29,0.00,373.06,5.56,0.02
