Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,509,34.00,508.43,4.86,0,0.29,0.00,0.00,0.00,0.00,1567.43,1.64,0.00
Akita,16,0.00,16.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Aomori,27,1.00,27.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Chiba,904,45.00,906.57,6.43,0,-0.71,-0.01,0.00,0.00,0.00,3076.67,,0.00
Ehime,82,4.00,82.00,0.57,0,0.00,0.00,0.00,0.00,0.00,554.58,,0.00
Fukui,122,8.00,122.00,1.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Fukuoka,797,27.00,776.14,3.86,5,7.29,0.14,0.00,0.14,0.00,38.39,0.82,1.96
Fukushima,81,0.00,81.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,1.96
Gifu,151,7.00,150.86,1.00,0,0.14,0.01,0.00,0.00,0.00,851.53,,0.00
Gunma,151,19.00,149.57,2.71,0,0.29,0.01,0.00,0.00,0.00,1267.59,,0.00
Hiroshima,168,3.00,167.43,0.43,0,0.14,0.01,0.00,0.00,0.00,1893.10,,0.00
Hokkaido,1109,90.00,1098.14,12.86,4,3.43,0.07,0.00,0.57,0.01,152.32,0.67,16.67
Hyogo,699,42.00,699.00,6.00,0,0.00,0.00,0.00,0.00,0.00,,,16.67
Ibaraki,168,10.00,168.00,1.43,0,0.00,0.00,0.00,0.00,0.00,,,16.67
Ishikawa,299,27.00,298.29,3.86,0,0.14,0.01,0.00,0.29,0.03,776.88,0.46,200.00
Iwate,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,200.00
Kagawa,28,0.00,28.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,200.00
Kagoshima,10,0.00,10.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,200.00
Kanagawa,1387,87.00,1376.00,12.43,0,4.00,0.04,0.00,0.71,0.01,191.48,0.82,17.86
Kochi,74,3.00,74.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,17.86
Kumamoto,48,3.00,48.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,17.86
Kyoto,358,18.00,358.00,2.57,0,0.00,0.00,0.00,0.14,0.01,,,17.86
Mie,45,1.00,45.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,17.86
Miyagi,88,1.00,88.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,17.86
Miyazaki,17,0.00,17.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,17.86
Nagano,76,,76.00,,0,0.00,0.00,,,,,,17.86
Nagasaki,17,1.00,17.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,17.86
Nara,92,2.00,92.00,0.29,0,0.00,0.00,0.00,0.00,0.00,1039.14,,17.86
Niigata,83,0.00,83.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,17.86
Oita,60,1.00,60.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,17.86
Okayama,25,,25.00,,0,0.00,0.00,,,,,,17.86
Okinawa,142,7.00,142.00,1.00,0,0.00,0.00,0.00,0.14,0.01,,,17.86
Osaka,1784,84.00,1783.14,12.00,1,0.14,0.00,0.00,0.14,0.00,5503.30,1.00,100.00
Saga,47,0.00,47.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,100.00
Saitama,1007,51.00,1004.57,7.29,1,0.57,0.01,0.00,0.43,0.01,1362.35,1.00,75.00
Shiga,100,1.00,100.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,75.00
Shimane,24,0.00,24.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,75.00
Shizuoka,75,1.00,75.71,0.14,0,-0.14,-0.00,0.00,0.00,0.00,1283.36,,75.00
Tochigi,66,0.00,65.71,0.00,0,0.14,0.01,0.00,0.00,0.00,369.56,1.00,0.00
Tokushima,5,1.00,5.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Tokyo,5369,311.00,5299.71,44.43,26,19.00,0.14,2.00,0.86,0.01,224.55,1.45,4.51
Tottori,3,0.00,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,4.51
Toyama,227,22.00,227.00,3.14,0,0.00,0.00,0.00,0.00,0.00,,,4.51
Wakayama,63,3.00,63.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,4.51
Yamagata,69,0.00,69.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,4.51
Yamaguchi,37,0.00,37.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,4.51
Yamanashi,65,1.00,64.57,0.14,0,0.14,0.02,0.00,0.00,0.00,88.93,0.37,0.00
Zenkoku,16774,916.00,16657.86,130.86,37,34.86,0.03,2.00,3.43,0.00,274.50,0.99,9.84
