Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,25696,514.00,25532.14,73.43,97,43.57,0.58,4.00,3.14,0.04,305.73,0.86,7.21
Akita,269,6.00,269.00,0.86,0,0.00,0.00,0.00,0.00,0.00,,,7.21
Aomori,813,20.00,812.29,2.86,0,0.14,0.01,1.00,0.29,0.02,428.64,0.13,200.00
Chiba,25892,426.00,25537.14,60.86,126,106.86,1.70,10.00,6.14,0.10,131.39,1.01,5.75
Ehime,1056,23.00,1048.00,3.29,1,3.43,0.26,0.00,0.14,0.01,259.29,4.42,4.17
Fukui,544,25.00,541.57,3.57,2,1.00,0.13,0.00,0.00,0.00,230.40,1.00,0.00
Fukuoka,17890,275.00,17752.57,39.29,45,47.86,0.94,2.00,3.43,0.07,191.56,0.85,7.16
Fukushima,1890,69.00,1874.71,9.86,5,4.14,0.23,0.00,0.71,0.04,200.99,0.74,17.24
Gifu,4700,108.00,4668.00,15.43,13,8.43,0.43,2.00,1.71,0.09,242.99,0.67,20.34
Gunma,4416,84.00,4374.29,12.00,14,11.14,0.58,1.00,0.14,0.01,181.21,0.72,1.28
Hiroshima,5008,101.00,4996.71,14.43,4,3.29,0.12,0.00,0.29,0.01,441.84,0.50,8.70
Hokkaido,18944,667.00,18805.14,95.29,43,38.57,0.74,2.00,2.86,0.05,285.40,0.90,7.41
Hyogo,17844,509.00,17764.57,72.71,24,26.29,0.48,3.00,1.29,0.02,281.37,0.78,4.89
Ibaraki,5669,105.00,5566.71,15.00,58,27.57,0.97,2.00,0.71,0.03,131.18,1.23,2.59
Ishikawa,1822,61.00,1786.14,8.71,11,11.29,1.00,0.00,0.14,0.01,75.62,0.81,1.27
Iwate,553,30.00,551.00,4.29,0,1.43,0.12,0.00,0.14,0.01,98.71,0.61,10.00
Kagawa,750,18.00,740.00,2.57,3,3.00,0.32,0.00,0.00,0.00,182.37,1.59,0.00
Kagoshima,1758,26.00,1747.57,3.71,4,2.29,0.14,1.00,0.29,0.02,294.34,0.42,12.50
Kanagawa,44371,660.00,44068.43,94.29,93,92.29,1.00,5.00,4.43,0.05,259.01,0.96,4.80
Kochi,884,17.00,884.00,2.43,0,0.00,0.00,0.00,0.00,0.00,533.72,,4.80
Kumamoto,3438,72.00,3433.86,10.29,1,1.29,0.07,0.00,0.14,0.01,645.51,0.40,11.11
Kyoto,9032,154.00,8992.57,22.00,15,10.71,0.42,1.00,1.00,0.04,364.23,0.63,9.33
Mie,2574,52.00,2482.14,7.43,88,19.14,1.08,1.00,0.57,0.03,126.27,1.80,2.99
Miyagi,3576,25.00,3553.00,3.57,8,7.57,0.33,0.00,0.29,0.01,331.85,1.47,3.77
Miyazaki,1949,21.00,1944.29,3.00,3,1.29,0.12,0.00,0.00,0.00,372.77,0.40,0.00
Nagano,2359,41.00,2356.71,5.86,1,1.00,0.05,0.00,0.00,0.00,1109.29,1.49,0.00
Nagasaki,1609,36.00,1597.14,5.14,1,3.00,0.23,0.00,0.00,0.00,469.27,1.16,0.00
Nara,3344,45.00,3332.57,6.43,3,4.43,0.33,0.00,0.14,0.01,239.42,0.61,3.23
Niigata,1052,14.00,1034.14,2.00,11,4.00,0.18,0.00,0.00,0.00,161.69,0.89,0.00
Oita,1288,21.00,1283.71,3.00,0,1.71,0.15,0.00,0.14,0.01,266.70,0.65,8.33
Okayama,2474,29.00,2466.57,4.14,2,2.00,0.11,0.00,0.43,0.02,548.72,0.58,21.43
Okinawa,8121,114.00,8082.29,16.29,12,10.57,0.72,0.00,1.43,0.10,401.85,0.91,13.51
Osaka,46841,1101.00,46594.86,157.29,62,72.14,0.82,4.00,2.71,0.03,336.74,0.85,3.76
Saga,1032,8.00,1012.00,1.14,4,5.29,0.65,0.00,0.14,0.02,279.30,8.04,2.70
Saitama,28920,534.00,28646.00,76.29,59,87.29,1.19,6.00,5.57,0.08,149.99,0.86,6.38
Shiga,2424,44.00,2386.71,6.29,13,10.14,0.72,0.00,0.57,0.04,158.40,1.08,5.63
Shimane,284,0.00,281.43,0.00,2,0.57,0.09,0.00,0.00,0.00,953.42,,0.00
Shizuoka,5070,93.00,5001.29,13.29,24,20.43,0.56,0.00,0.14,0.00,151.70,1.27,0.70
Tochigi,4060,65.00,4032.43,9.29,12,7.86,0.41,0.00,0.71,0.04,269.31,0.91,9.09
Tokushima,448,16.00,446.57,2.29,1,0.57,0.08,0.00,0.00,0.00,113.34,0.32,0.00
Tokyo,110400,1302.00,109658.86,186.00,213,231.14,1.65,17.00,13.14,0.09,185.24,0.66,5.69
Tottori,208,2.00,207.71,0.29,0,0.14,0.03,0.00,0.00,0.00,1408.54,,0.00
Toyama,905,27.00,899.71,3.86,2,1.43,0.14,0.00,0.00,0.00,384.38,0.93,0.00
Wakayama,1161,18.00,1158.86,2.57,1,0.71,0.08,1.00,0.14,0.02,411.88,0.32,20.00
Yamagata,538,15.00,536.86,2.14,1,0.43,0.04,0.00,0.00,0.00,648.78,1.00,0.00
Yamaguchi,1372,36.00,1368.43,5.14,2,0.86,0.06,0.00,0.14,0.01,462.35,0.44,16.67
Yamanashi,936,16.00,934.43,2.29,1,0.43,0.05,0.00,0.00,0.00,394.28,0.40,0.00
Zenkoku,426184,7645.00,423045.14,1092.14,1085,938.71,0.75,63.00,53.29,0.04,217.29,0.82,5.68
