Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,523,34.00,521.86,4.86,0,0.29,0.00,0.00,0.00,0.00,345.11,0.52,0.00
Akita,16,0.00,16.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Aomori,27,1.00,27.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Chiba,933,45.00,925.71,6.43,4,1.57,0.03,0.00,0.00,0.00,614.06,1.76,0.00
Ehime,82,4.00,82.00,0.57,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Fukui,122,8.00,122.00,1.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Fukuoka,841,33.00,836.57,4.71,3,1.57,0.03,0.00,0.71,0.01,249.01,0.73,45.45
Fukushima,82,0.00,82.00,0.00,0,0.00,0.00,0.00,0.00,0.00,395.44,,45.45
Gifu,156,7.00,155.71,1.00,0,0.14,0.01,0.00,0.00,0.00,350.15,0.61,0.00
Gunma,152,19.00,151.14,2.71,1,0.14,0.01,0.00,0.00,0.00,5131.02,,0.00
Hiroshima,168,3.00,168.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Hokkaido,1200,97.00,1193.71,13.86,1,2.29,0.04,2.00,0.71,0.01,170.83,0.51,31.25
Hyogo,703,43.00,700.71,6.14,1,0.57,0.01,0.00,0.00,0.00,1980.84,,0.00
Ibaraki,170,10.00,169.43,1.43,0,0.29,0.01,0.00,0.00,0.00,573.02,,0.00
Ishikawa,300,27.00,299.43,3.86,0,0.14,0.01,0.00,0.00,0.00,3387.53,,0.00
Iwate,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagawa,28,0.00,28.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagoshima,11,0.00,11.00,0.00,0,0.00,0.00,0.00,0.00,0.00,371.18,,0.00
Kanagawa,1438,94.00,1430.71,13.43,4,1.71,0.02,0.00,0.14,0.00,290.30,0.67,8.33
Kochi,74,3.00,74.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,8.33
Kumamoto,49,3.00,48.29,0.43,0,0.14,0.01,0.00,0.00,0.00,817.56,,0.00
Kyoto,365,18.00,363.86,2.57,0,0.29,0.01,0.00,0.00,0.00,512.49,0.75,0.00
Mie,46,1.00,45.86,0.14,0,0.14,0.01,0.00,0.00,0.00,257.15,,0.00
Miyagi,90,1.00,89.14,0.14,0,0.29,0.01,0.00,0.00,0.00,376.03,,0.00
Miyazaki,17,0.00,17.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Nagano,77,,76.86,,0,0.14,0.01,,,,432.63,,
Nagasaki,17,1.00,17.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,
Nara,92,2.00,92.00,0.29,0,0.00,0.00,0.00,0.00,0.00,,,
Niigata,84,0.00,83.86,0.00,0,0.14,0.01,0.00,0.00,0.00,472.26,,0.00
Oita,60,1.00,60.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,26,,25.14,,1,0.14,0.01,,,,851.53,,
Okinawa,142,7.00,142.00,1.00,0,0.00,0.00,0.00,0.00,0.00,,,
Osaka,1809,86.00,1804.00,12.29,0,2.14,0.02,0.00,0.00,0.00,499.79,2.19,0.00
Saga,47,0.00,47.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Saitama,1063,65.00,1040.00,9.29,9,5.43,0.07,0.00,1.86,0.03,253.53,3.74,34.21
Shiga,101,1.00,101.00,0.14,0,0.00,0.00,0.00,0.00,0.00,487.63,,34.21
Shimane,24,0.00,24.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,34.21
Shizuoka,80,1.00,79.86,0.14,0,0.14,0.00,0.00,0.00,0.00,157.11,0.61,0.00
Tochigi,66,0.00,66.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Tokushima,5,1.00,5.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Tokyo,5895,325.00,5780.14,46.43,55,31.57,0.23,2.00,1.14,0.01,116.18,1.14,3.62
Tottori,3,0.00,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,3.62
Toyama,227,22.00,227.00,3.14,0,0.00,0.00,0.00,0.00,0.00,,,3.62
Wakayama,64,3.00,63.29,0.43,0,0.14,0.02,0.00,0.00,0.00,1072.30,,0.00
Yamagata,69,0.00,69.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Yamaguchi,37,0.00,37.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Yamanashi,72,1.00,72.00,0.14,0,0.00,0.00,0.00,0.00,0.00,160.59,,0.00
Zenkoku,17653,967.00,17474.29,138.14,79,49.43,0.04,4.00,4.57,0.00,219.60,1.12,9.25
