Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,50649,945.00,50421.43,135.00,74,68.57,0.91,2.00,4.00,0.05,338.23,0.70,5.83
Akita,792,20.00,776.86,2.86,5,4.00,0.42,0.00,0.00,0.00,264.09,4.93,0.00
Aomori,2463,31.00,2454.57,4.43,8,1.57,0.13,0.00,0.00,0.00,1809.91,1.07,0.00
Chiba,39592,702.00,39262.71,100.29,129,91.57,1.46,1.00,0.29,0.00,230.78,0.93,0.31
Ehime,2750,75.00,2749.00,10.71,0,0.43,0.03,0.00,0.00,0.00,1210.14,0.42,0.00
Fukui,1205,34.00,1140.00,4.86,25,16.71,2.19,0.00,0.00,0.00,72.44,3.66,0.00
Fukuoka,35342,516.00,35243.43,73.71,36,29.14,0.57,0.00,0.86,0.02,642.17,0.80,2.94
Fukushima,4814,161.00,4783.71,23.00,11,8.57,0.47,0.00,0.29,0.02,323.17,1.11,3.33
Gifu,9414,185.00,9376.86,26.43,13,10.57,0.54,0.00,0.29,0.01,411.71,0.73,2.70
Gunma,8013,152.00,8005.43,21.71,0,2.43,0.13,1.00,0.43,0.02,1533.72,0.60,17.65
Hiroshima,11440,170.00,11388.71,24.29,16,16.71,0.60,3.00,0.86,0.03,297.65,0.68,5.13
Hokkaido,41136,1373.00,41021.00,196.14,26,38.00,0.73,4.00,5.57,0.11,368.90,0.51,14.66
Hyogo,40780,1278.00,40716.57,182.57,21,19.14,0.35,3.00,1.00,0.02,867.32,0.63,5.22
Ibaraki,10353,162.00,10283.57,23.14,38,18.86,0.66,0.00,0.14,0.01,300.49,0.78,0.76
Ishikawa,3926,115.00,3915.14,16.43,4,3.57,0.32,1.00,0.14,0.01,479.36,0.82,4.00
Iwate,1653,46.00,1636.71,6.57,10,4.00,0.33,0.00,0.00,0.00,164.50,0.51,0.00
Kagawa,2085,30.00,2083.57,4.29,0,0.43,0.05,0.00,0.14,0.02,665.18,0.25,33.33
Kagoshima,3645,38.00,3637.57,5.43,2,2.14,0.13,0.00,0.71,0.04,335.13,0.32,33.33
Kanagawa,66154,941.00,65623.43,134.43,192,147.57,1.60,2.00,1.14,0.01,226.92,0.83,0.77
Kochi,1768,24.00,1736.86,3.43,5,9.00,1.30,0.00,0.14,0.02,117.46,1.01,1.59
Kumamoto,6464,113.00,6443.86,16.14,7,4.57,0.26,0.00,0.29,0.02,724.68,0.75,6.25
Kyoto,16509,238.00,16471.29,34.00,10,10.86,0.42,2.00,0.57,0.02,628.27,0.60,5.26
Mie,5217,110.00,5193.29,15.71,11,5.57,0.32,0.00,0.14,0.01,451.00,0.70,2.56
Miyagi,9091,88.00,9072.86,12.57,6,4.29,0.19,1.00,0.43,0.02,1067.55,0.67,10.00
Miyazaki,3072,27.00,3068.43,3.86,2,0.71,0.07,0.00,0.00,0.00,1209.40,0.57,0.00
Nagano,5007,91.00,4979.71,13.00,5,7.57,0.37,0.00,0.14,0.01,514.79,1.34,1.89
Nagasaki,3130,69.00,3114.43,9.86,7,4.57,0.35,0.00,0.00,0.00,274.48,0.66,0.00
Nara,8227,128.00,8174.86,18.29,19,13.29,1.00,1.00,0.71,0.05,423.42,1.12,5.38
Niigata,3392,47.00,3386.29,6.71,2,1.29,0.06,0.00,0.00,0.00,619.26,0.29,0.00
Oita,3489,62.00,3483.43,8.86,2,2.00,0.18,0.00,0.29,0.03,983.50,0.72,14.29
Okayama,7584,126.00,7579.14,18.00,2,1.86,0.10,1.00,0.43,0.02,1178.40,0.40,23.08
Okinawa,20390,175.00,20180.57,25.00,62,60.43,4.14,4.00,1.14,0.08,144.36,0.65,1.89
Osaka,102830,2635.00,102516.00,376.43,116,86.71,0.98,11.00,7.29,0.08,687.05,0.89,8.40
Saga,2553,24.00,2547.00,3.43,4,1.43,0.18,0.00,0.00,0.00,1570.42,1.17,0.00
Saitama,45904,829.00,45617.14,118.43,119,74.86,1.02,2.00,0.57,0.01,394.63,1.02,0.76
Shiga,5524,90.00,5500.14,12.86,6,7.14,0.51,0.00,0.29,0.02,313.66,0.62,4.00
Shimane,551,1.00,551.00,0.14,0,0.00,0.00,0.00,0.00,0.00,2076.94,,4.00
Shizuoka,9115,150.00,9048.57,21.43,23,18.14,0.50,1.00,0.43,0.01,222.55,0.76,2.36
Tochigi,6876,81.00,6814.71,11.57,19,16.29,0.84,0.00,0.00,0.00,239.42,0.88,0.00
Tokushima,1654,63.00,1651.71,9.00,1,0.57,0.08,0.00,0.00,0.00,1056.05,0.41,0.00
Tokyo,170945,2216.00,169501.71,316.57,570,374.86,2.68,3.00,3.43,0.02,270.18,0.98,0.91
Tottori,466,2.00,466.00,0.29,0,0.00,0.00,0.00,0.00,0.00,,,0.91
Toyama,2029,37.00,2015.00,5.29,3,4.14,0.40,0.00,0.00,0.00,184.04,0.84,0.00
Wakayama,2671,49.00,2661.86,7.00,5,2.14,0.23,0.00,0.14,0.02,1253.24,1.57,6.67
Yamagata,2020,47.00,2019.57,6.71,0,0.43,0.04,0.00,0.14,0.01,1006.29,0.33,33.33
Yamaguchi,3119,76.00,3109.57,10.86,2,3.43,0.26,2.00,0.71,0.05,390.19,0.64,20.83
Yamanashi,2036,21.00,1954.86,3.00,17,22.14,2.75,0.00,0.14,0.02,62.00,1.18,0.65
Zenkoku,787839,14593.00,783380.14,2084.71,1635,1222.29,0.97,45.00,33.29,0.03,341.90,0.84,2.72
