Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,13967,158.00,13295.14,22.57,230,180.14,2.39,2.00,2.00,0.03,43.53,1.04,1.11
Akita,95,1.00,94.29,0.14,0,0.14,0.02,0.00,0.00,0.00,130.99,0.37,0.00
Aomori,390,6.00,385.71,0.86,0,2.14,0.17,0.00,0.00,0.00,65.78,0.61,0.00
Chiba,9055,106.00,8660.86,15.14,119,112.29,1.79,0.00,1.14,0.02,48.70,1.12,1.02
Ehime,375,11.00,369.71,1.57,1,2.14,0.16,1.00,0.29,0.02,114.91,1.34,13.33
Fukui,337,11.00,335.71,1.57,0,0.71,0.09,0.00,0.00,0.00,235.11,0.61,0.00
Fukuoka,7366,114.00,6958.29,16.29,231,98.00,1.92,3.00,0.43,0.01,51.25,1.15,0.44
Fukushima,732,10.00,670.43,1.43,35,15.71,0.86,0.00,0.29,0.02,30.41,1.38,1.82
Gifu,1731,23.00,1628.29,3.29,13,31.71,1.61,0.00,0.43,0.02,29.00,0.95,1.35
Gunma,1933,30.00,1811.14,4.29,36,35.71,1.85,0.00,0.57,0.03,28.26,1.00,1.60
Hiroshima,2203,13.00,1914.43,1.86,95,81.29,2.91,0.00,0.57,0.02,11.88,1.14,0.70
Hokkaido,12197,386.00,11807.43,55.14,135,105.29,2.02,5.00,8.00,0.15,44.37,0.74,7.60
Hyogo,8100,130.00,7698.57,18.57,127,108.71,2.00,0.00,2.57,0.05,40.75,0.98,2.37
Ibaraki,2133,34.00,2074.86,4.86,16,17.29,0.61,0.00,0.43,0.02,61.37,0.89,2.48
Ishikawa,960,50.00,938.14,7.14,6,6.29,0.56,0.00,0.00,0.00,95.29,1.15,0.00
Iwate,335,18.00,322.57,2.57,5,4.14,0.34,2.00,1.14,0.09,18.95,0.48,27.59
Kagawa,208,3.00,204.43,0.43,2,1.29,0.14,0.00,0.00,0.00,60.09,0.38,0.00
Kagoshima,875,13.00,851.29,1.86,7,5.43,0.34,0.00,0.00,0.00,36.43,0.38,0.00
Kanagawa,16852,237.00,16002.71,33.86,239,240.00,2.60,2.00,1.71,0.02,44.50,1.17,0.71
Kochi,501,5.00,443.29,0.71,23,19.00,2.75,0.00,0.14,0.02,12.41,1.14,0.75
Kumamoto,1414,13.00,1342.29,1.86,32,21.00,1.21,0.00,0.00,0.00,32.53,1.18,0.00
Kyoto,3559,43.00,3443.43,6.14,0,41.71,1.62,0.00,0.14,0.01,34.47,1.23,0.34
Mie,1144,15.00,1110.43,2.14,13,10.29,0.58,0.00,0.43,0.02,48.09,0.80,4.17
Miyagi,1753,12.00,1640.00,1.71,46,31.71,1.38,0.00,0.00,0.00,29.35,1.09,0.00
Miyazaki,666,4.00,636.14,0.57,8,7.71,0.73,0.00,0.14,0.01,49.72,2.19,1.85
Nagano,1046,10.00,1012.71,1.43,13,9.86,0.48,1.00,0.57,0.03,37.24,0.62,5.80
Nagasaki,352,3.00,341.14,0.43,0,4.43,0.34,0.00,0.00,0.00,25.69,1.76,0.00
Nara,1654,20.00,1579.29,2.86,26,20.29,1.53,4.00,0.71,0.05,42.72,0.91,3.52
Niigata,440,3.00,423.43,0.43,5,4.57,0.21,0.00,0.43,0.02,41.24,0.84,9.38
Oita,574,5.00,550.57,0.71,8,7.43,0.66,1.00,0.29,0.03,28.11,0.59,3.85
Okayama,1082,12.00,873.00,1.71,111,54.29,2.88,0.00,0.14,0.01,20.83,5.38,0.26
Okinawa,4968,77.00,4895.14,11.00,22,20.57,1.41,0.00,0.00,0.00,117.60,0.74,0.00
Osaka,27037,479.00,26116.71,68.43,250,274.71,3.12,6.00,8.29,0.09,52.66,0.91,3.02
Saga,409,3.00,399.71,0.43,0,3.57,0.44,0.00,0.00,0.00,49.75,0.73,0.00
Saitama,11675,177.00,11103.00,25.29,161,161.71,2.20,0.00,0.57,0.01,43.27,1.07,0.35
Shiga,924,11.00,895.86,1.57,6,7.86,0.56,0.00,0.00,0.00,83.99,1.33,0.00
Shimane,181,0.00,174.00,0.00,2,1.86,0.28,0.00,0.00,0.00,63.95,1.41,0.00
Shizuoka,2354,28.00,2286.86,4.00,0,22.14,0.61,0.00,0.86,0.02,42.95,1.15,3.87
Tochigi,1022,3.00,956.14,0.43,20,20.29,1.05,0.00,0.14,0.01,30.96,1.12,0.70
Tokushima,191,9.00,188.29,1.29,2,0.57,0.08,0.00,0.00,0.00,530.48,1.64,0.00
Tokyo,51446,566.00,49452.57,80.86,556,559.43,4.00,0.00,4.00,0.03,59.16,1.15,0.72
Tottori,69,0.00,68.00,0.00,1,0.29,0.05,0.00,0.00,0.00,190.03,1.00,0.00
Toyama,492,26.00,481.29,3.71,5,2.57,0.25,0.00,0.00,0.00,132.65,1.34,0.00
Wakayama,578,7.00,568.57,1.00,5,3.00,0.33,0.00,0.00,0.00,77.68,0.56,0.00
Yamagata,302,2.00,291.14,0.29,0,5.29,0.50,0.00,0.14,0.01,15.20,0.60,2.70
Yamaguchi,464,2.00,448.29,0.29,6,3.86,0.29,0.00,0.00,0.00,92.71,1.20,0.00
Yamanashi,467,10.00,461.14,1.43,0,2.29,0.28,0.00,0.14,0.02,80.42,0.92,6.25
Zenkoku,196608,2899.00,188206.43,414.14,2618,2370.71,1.88,27.00,36.71,0.03,47.10,1.04,1.55
