Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,14127,163.00,13498.14,23.29,160,186.71,2.48,5.00,2.57,0.03,44.03,1.02,1.38
Akita,95,1.00,94.43,0.14,0,0.14,0.02,0.00,0.00,0.00,150.28,0.37,0.00
Aomori,391,6.00,388.00,0.86,1,1.29,0.10,0.00,0.00,0.00,72.42,0.42,0.00
Chiba,9172,106.00,8789.86,15.14,117,112.00,1.78,0.00,0.71,0.01,48.12,1.12,0.64
Ehime,375,11.00,371.86,1.57,0,1.71,0.13,0.00,0.29,0.02,111.34,1.34,16.67
Fukui,337,11.00,336.43,1.57,0,0.57,0.07,0.00,0.00,0.00,263.30,0.75,0.00
Fukuoka,7366,114.00,7056.29,16.29,0,88.14,1.73,0.00,0.43,0.01,51.20,1.08,0.49
Fukushima,754,11.00,689.29,1.57,22,17.71,0.97,1.00,0.43,0.02,29.02,1.45,2.42
Gifu,1748,23.00,1662.43,3.29,17,29.14,1.48,0.00,0.29,0.01,29.85,0.98,0.98
Gunma,1950,32.00,1849.29,4.57,17,34.57,1.79,2.00,0.71,0.04,29.15,0.98,2.07
Hiroshima,2298,15.00,2009.29,2.14,95,80.71,2.89,2.00,0.86,0.03,12.22,1.08,1.06
Hokkaido,12307,394.00,11928.43,56.29,110,106.14,2.04,8.00,7.57,0.15,48.26,0.67,7.13
Hyogo,8204,133.00,7822.14,19.00,104,114.43,2.10,3.00,3.00,0.06,41.70,1.01,2.62
Ibaraki,2149,34.00,2094.43,4.86,16,17.00,0.60,0.00,0.29,0.01,63.84,0.92,1.68
Ishikawa,967,50.00,945.43,7.14,7,6.43,0.57,0.00,0.00,0.00,93.41,1.15,0.00
Iwate,336,18.00,326.86,2.57,1,3.00,0.25,0.00,0.86,0.07,21.94,0.38,28.57
Kagawa,209,3.00,205.86,0.43,1,1.14,0.12,0.00,0.00,0.00,78.85,0.44,0.00
Kagoshima,875,13.00,856.71,1.86,0,5.43,0.34,0.00,0.00,0.00,44.69,0.40,0.00
Kanagawa,17039,238.00,16269.43,34.00,187,234.57,2.55,1.00,1.71,0.02,43.69,1.17,0.73
Kochi,518,5.00,464.71,0.71,17,16.29,2.36,0.00,0.14,0.02,12.71,1.06,0.88
Kumamoto,1446,13.00,1367.86,1.86,32,21.14,1.22,0.00,0.00,0.00,33.03,0.96,0.00
Kyoto,3782,43.00,3517.00,6.14,223,67.86,2.64,0.00,0.14,0.01,34.03,1.17,0.21
Mie,1151,15.00,1121.71,2.14,7,9.29,0.53,0.00,0.29,0.02,51.20,0.71,3.08
Miyagi,1776,12.00,1675.00,1.71,23,30.71,1.34,0.00,0.00,0.00,29.58,1.01,0.00
Miyazaki,669,5.00,644.29,0.71,3,7.57,0.71,1.00,0.29,0.03,49.02,1.14,3.77
Nagano,1050,11.00,1023.14,1.57,4,8.43,0.41,1.00,0.57,0.03,41.79,0.54,6.78
Nagasaki,400,3.00,352.43,0.43,48,10.29,0.78,0.00,0.00,0.00,24.39,1.40,0.00
Nara,1686,20.00,1604.14,2.86,32,22.29,1.68,0.00,0.71,0.05,43.74,0.98,3.21
Niigata,443,3.00,428.43,0.43,3,4.14,0.19,0.00,0.00,0.00,43.72,0.73,0.00
Oita,576,5.00,558.29,0.71,2,6.00,0.53,0.00,0.29,0.03,31.93,0.52,4.76
Okayama,1111,12.00,931.43,1.71,29,58.43,3.10,0.00,0.14,0.01,16.71,7.58,0.24
Okinawa,4989,79.00,4918.71,11.29,21,23.57,1.62,2.00,0.29,0.02,124.99,0.84,1.21
Osaka,27217,490.00,26417.14,70.00,180,256.71,2.91,11.00,8.43,0.10,54.27,0.89,3.28
Saga,411,3.00,403.57,0.43,2,3.00,0.37,0.00,0.00,0.00,53.71,0.67,0.00
Saitama,11789,179.00,11281.00,25.57,114,153.43,2.09,2.00,0.86,0.01,43.37,1.08,0.56
Shiga,944,11.00,906.57,1.57,20,9.57,0.68,0.00,0.00,0.00,77.73,1.53,0.00
Shimane,181,0.00,175.86,0.00,0,1.86,0.28,0.00,0.00,0.00,62.46,1.21,0.00
Shizuoka,2383,30.00,2313.14,4.29,29,22.29,0.62,2.00,1.14,0.03,45.00,0.81,5.13
Tochigi,1039,4.00,978.86,0.57,17,17.71,0.92,1.00,0.29,0.01,30.79,1.18,1.61
Tokushima,192,9.00,189.00,1.29,1,0.71,0.10,0.00,0.00,0.00,425.52,3.16,0.00
Tokyo,51838,567.00,50068.00,81.00,392,549.71,3.93,1.00,2.86,0.02,58.18,1.15,0.52
Tottori,69,0.00,68.29,0.00,0,0.14,0.03,0.00,0.00,0.00,190.84,0.61,0.00
Toyama,494,26.00,484.14,3.71,2,2.71,0.26,0.00,0.00,0.00,125.03,1.39,0.00
Wakayama,582,7.00,572.14,1.00,4,2.86,0.31,0.00,0.00,0.00,87.52,0.60,0.00
Yamagata,324,3.00,299.57,0.43,22,6.14,0.58,1.00,0.29,0.03,16.73,0.65,4.65
Yamaguchi,468,2.00,452.71,0.29,4,4.00,0.30,0.00,0.00,0.00,89.08,1.32,0.00
Yamanashi,488,10.00,466.43,1.43,21,4.86,0.60,0.00,0.14,0.02,77.96,1.36,2.94
Zenkoku,198715,2943.00,190878.14,420.43,2107,2362.57,1.88,44.00,36.57,0.03,47.48,1.03,1.55
