Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,31394,618.00,30618.57,88.29,282,201.00,2.67,2.00,0.86,0.01,99.50,1.21,0.43
Akita,413,9.00,391.86,1.29,11,6.57,0.69,0.00,0.00,0.00,38.47,1.33,0.00
Aomori,1462,21.00,1377.43,3.00,27,22.43,1.82,1.00,0.14,0.01,41.70,1.11,0.64
Chiba,32357,615.00,31959.00,87.86,146,107.00,1.70,1.00,2.14,0.03,170.49,1.03,2.00
Ehime,2164,30.00,2050.00,4.29,32,29.86,2.25,1.00,0.43,0.03,36.22,1.05,1.44
Fukui,843,33.00,784.71,4.71,12,16.29,2.14,1.00,0.29,0.04,33.53,1.73,1.75
Fukuoka,21260,345.00,20610.86,49.29,239,161.14,3.16,0.00,0.14,0.00,102.97,1.65,0.09
Fukushima,3181,121.00,3072.86,17.29,33,28.00,1.53,0.00,0.43,0.02,69.92,1.26,1.53
Gifu,5593,130.00,5458.14,18.57,58,34.71,1.76,0.00,0.14,0.01,108.03,1.16,0.41
Gunma,5686,103.00,5570.29,14.71,49,29.29,1.52,1.00,0.14,0.01,124.70,1.02,0.49
Hiroshima,5620,109.00,5504.00,15.57,47,30.57,1.09,1.00,0.29,0.01,139.07,1.73,0.93
Hokkaido,23160,832.00,22728.00,118.86,160,111.29,2.13,6.00,4.43,0.08,149.76,1.37,3.98
Hyogo,28131,653.00,26611.00,93.29,567,399.57,7.35,8.00,4.14,0.08,38.67,1.16,1.04
Ibaraki,7811,131.00,7602.57,18.71,82,54.14,1.90,0.00,0.29,0.01,95.85,1.27,0.53
Ishikawa,2346,68.00,2253.00,9.71,37,23.43,2.07,0.00,0.29,0.03,68.99,1.28,1.22
Iwate,838,31.00,798.71,4.43,27,8.43,0.70,0.00,0.00,0.00,116.02,1.90,0.00
Kagawa,1146,20.00,1102.71,2.86,9,12.14,1.28,0.00,0.14,0.02,59.04,1.15,1.18
Kagoshima,2010,28.00,1986.71,4.00,7,6.57,0.41,0.00,0.00,0.00,177.02,1.43,0.00
Kanagawa,52190,808.00,51488.57,115.43,216,187.29,2.03,3.00,1.14,0.01,168.36,1.13,0.61
Kochi,982,19.00,972.57,2.71,2,2.71,0.39,0.00,0.00,0.00,205.32,1.24,0.00
Kumamoto,3767,77.00,3701.43,11.00,0,25.14,1.45,0.00,0.43,0.02,127.16,2.16,1.70
Kyoto,11427,181.00,11123.00,25.86,0,115.86,4.51,0.00,0.71,0.03,71.45,1.25,0.62
Mie,3490,77.00,3304.43,11.00,72,45.14,2.55,1.00,0.43,0.02,65.03,1.63,0.95
Miyagi,7867,59.00,7724.86,8.43,35,41.00,1.79,5.00,1.86,0.08,97.77,0.81,4.53
Miyazaki,2124,22.00,2070.71,3.14,35,11.57,1.09,0.00,0.00,0.00,202.61,1.09,0.00
Nagano,3715,58.00,3597.14,8.29,40,30.00,1.47,4.00,0.86,0.04,56.22,0.99,2.86
Nagasaki,1923,40.00,1829.86,5.71,36,22.00,1.68,0.00,0.14,0.01,63.10,1.48,0.65
Nara,5678,69.00,5369.29,9.86,105,85.57,6.47,2.00,1.14,0.09,38.97,1.19,1.34
Niigata,2145,18.00,2032.14,2.57,37,29.43,1.34,0.00,0.00,0.00,42.17,1.07,0.00
Oita,1578,24.00,1442.00,3.43,76,28.57,2.54,0.00,0.29,0.03,80.56,3.97,1.00
Okayama,3536,37.00,3349.71,5.29,89,46.00,2.44,0.00,0.29,0.02,49.60,1.41,0.62
Okinawa,12069,133.00,11756.71,19.00,117,82.86,5.68,0.00,0.43,0.03,74.20,0.88,0.52
Osaka,74509,1340.00,71107.86,191.43,1097,933.86,10.59,16.00,10.14,0.12,41.42,0.99,1.09
Saga,1452,13.00,1407.86,1.86,0,16.43,2.03,0.00,0.00,0.00,57.99,1.55,0.00
Saitama,36673,737.00,36022.43,105.29,229,174.43,2.38,2.00,1.29,0.02,136.50,1.19,0.74
Shiga,3499,61.00,3333.14,8.71,67,42.14,2.98,0.00,0.14,0.01,56.75,1.28,0.34
Shimane,329,0.00,310.71,0.00,5,4.57,0.69,0.00,0.00,0.00,87.75,3.31,0.00
Shizuoka,6284,121.00,6209.71,17.29,23,19.57,0.54,0.00,0.00,0.00,161.18,0.94,0.00
Tochigi,5199,70.00,5128.71,10.00,26,18.71,0.97,0.00,0.00,0.00,171.23,1.01,0.00
Tokushima,1115,32.00,1003.29,4.57,47,30.29,4.20,1.00,0.86,0.12,18.21,1.16,2.83
Tokyo,134538,1872.00,132130.71,267.43,876,636.43,4.56,3.00,3.57,0.03,137.63,1.17,0.56
Tottori,352,2.00,346.43,0.29,0,2.57,0.47,0.00,0.00,0.00,48.47,0.54,0.00
Toyama,1244,29.00,1189.14,4.14,15,14.29,1.38,0.00,0.00,0.00,47.33,1.19,0.00
Wakayama,2010,22.00,1896.71,3.14,31,33.14,3.63,0.00,0.43,0.05,31.85,1.06,1.29
Yamagata,1423,30.00,1378.00,4.29,12,13.14,1.23,0.00,0.43,0.04,55.61,0.80,3.26
Yamaguchi,1697,43.00,1620.57,6.14,23,20.57,1.53,0.00,0.00,0.00,55.36,1.54,0.00
Yamanashi,1113,19.00,1089.86,2.71,0,8.00,0.99,0.00,0.00,0.00,100.38,1.17,0.00
Zenkoku,559343,9910.00,544418.00,1415.71,5136,4003.71,3.18,59.00,38.86,0.03,85.33,1.13,0.97
