Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,236897,1319.00,219331.71,188.43,5100,4872.71,64.62,13.00,9.71,0.13,24.64,1.00,0.20
Akita,6655,29.00,6104.29,4.14,149,182.14,19.13,0.00,0.29,0.03,19.96,1.03,0.16
Aomori,15243,46.00,14065.86,6.57,272,355.86,28.92,0.00,0.57,0.05,21.62,1.01,0.16
Chiba,208184,1116.00,193675.43,159.43,4173,4303.00,68.50,9.00,5.00,0.08,24.47,1.07,0.12
Ehime,13536,101.00,12899.71,14.43,248,190.14,14.33,2.00,1.00,0.08,35.32,0.83,0.53
Fukui,8429,38.00,7758.29,5.43,233,190.43,24.97,0.00,0.00,0.00,21.87,1.04,0.00
Fukuoka,183605,742.00,170738.00,106.00,4110,3838.43,75.16,4.00,8.29,0.16,23.18,0.88,0.22
Fukushima,19429,182.00,18218.71,26.00,355,368.43,20.13,0.00,0.57,0.03,24.30,0.87,0.16
Gifu,41058,244.00,38398.57,34.86,916,784.86,39.76,3.00,1.71,0.09,28.17,0.99,0.22
Gunma,41576,219.00,39336.29,31.29,757,695.57,36.11,3.00,2.14,0.11,27.58,0.83,0.31
Hiroshima,62475,297.00,59619.29,42.43,820,797.86,28.55,7.00,4.43,0.16,36.74,0.87,0.56
Hokkaido,136327,1595.00,126374.29,227.86,2692,2891.14,55.47,5.00,7.71,0.15,23.16,0.97,0.27
Hyogo,196420,1560.00,181026.00,222.86,3259,4459.57,81.99,24.00,11.86,0.22,20.41,0.99,0.27
Ibaraki,54427,241.00,49988.14,34.43,1180,1262.86,44.25,2.00,1.57,0.06,21.10,1.08,0.12
Ishikawa,18642,150.00,17455.29,21.43,224,347.00,30.70,1.00,0.86,0.08,23.85,0.86,0.25
Iwate,6756,55.00,6240.71,7.86,145,147.43,12.16,0.00,0.29,0.02,25.96,1.12,0.19
Kagawa,12847,53.00,11869.00,7.57,323,294.57,31.05,1.00,0.86,0.09,22.20,0.99,0.29
Kagoshima,24159,94.00,22571.86,13.43,461,487.86,30.73,0.00,1.29,0.08,23.57,0.92,0.26
Kanagawa,350572,1433.00,326328.71,204.71,7941,6978.43,75.74,5.00,8.57,0.09,25.64,1.00,0.12
Kochi,9136,48.00,8341.29,6.86,271,228.29,33.10,2.00,1.14,0.17,22.21,1.08,0.50
Kumamoto,39226,176.00,37009.86,25.14,566,699.29,40.28,1.00,2.14,0.12,28.71,0.92,0.31
Kyoto,96921,331.00,90325.86,47.29,1687,2013.29,78.39,3.00,2.86,0.11,22.33,0.94,0.14
Mie,31634,200.00,29627.14,28.57,517,610.71,34.55,3.00,2.14,0.12,25.82,0.95,0.35
Miyagi,30326,125.00,28227.86,17.86,668,620.29,27.05,1.00,0.57,0.02,26.67,1.07,0.09
Miyazaki,15336,64.00,14566.57,9.14,234,230.57,21.68,2.00,1.71,0.16,31.61,0.80,0.74
Nagano,24899,115.00,23339.71,16.43,446,466.57,22.94,1.00,1.29,0.06,25.82,0.93,0.28
Nagasaki,20189,89.00,19039.71,12.71,348,354.57,27.05,2.00,1.14,0.09,27.77,0.84,0.32
Nara,39704,183.00,36665.71,26.14,686,963.00,72.79,3.00,3.00,0.23,21.44,1.16,0.31
Niigata,22640,65.00,21263.00,9.29,347,413.14,18.78,0.00,0.29,0.01,28.43,0.97,0.07
Oita,19022,90.00,17840.86,12.86,365,357.43,31.77,0.00,0.43,0.04,26.92,0.96,0.12
Okayama,38988,164.00,36499.71,23.43,666,766.00,40.69,4.00,2.43,0.13,22.70,0.83,0.32
Okinawa,90707,418.00,89035.14,59.71,549,514.43,35.26,0.00,1.14,0.08,102.22,0.93,0.22
Osaka,504833,3366.00,467691.57,480.86,12574,11902.57,134.99,26.00,21.14,0.24,21.18,1.01,0.18
Saga,17573,46.00,16355.00,6.57,305,383.71,47.44,2.00,1.43,0.18,21.32,0.91,0.37
Saitama,240343,1101.00,223942.43,157.29,9397,4639.43,63.18,2.00,3.43,0.05,24.59,0.98,0.07
Shiga,35340,117.00,32575.43,16.71,842,847.29,59.99,0.00,0.71,0.05,20.31,1.07,0.08
Shimane,5235,7.00,4975.00,1.00,98,74.86,11.22,0.00,0.00,0.00,42.62,1.10,0.00
Shizuoka,66554,265.00,61895.00,37.86,1281,1475.43,40.77,7.00,4.43,0.12,21.96,1.04,0.30
Tochigi,34323,139.00,32269.71,19.86,631,624.29,32.31,1.00,0.71,0.04,26.76,0.87,0.11
Tokushima,7169,71.00,6629.14,10.14,158,161.14,22.34,0.00,0.29,0.04,22.66,1.04,0.18
Tokyo,802930,3310.00,756891.57,472.86,13074,13970.00,99.99,12.00,9.00,0.06,27.49,0.89,0.06
Tottori,4688,5.00,4481.14,0.71,67,59.86,10.86,0.00,0.00,0.00,31.71,0.70,0.00
Toyama,11245,54.00,10195.00,7.71,267,300.00,28.99,1.00,0.29,0.03,19.48,1.14,0.10
