Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,81945,1037.00,76230.14,148.14,1503,1810.57,24.01,2.00,1.00,0.01,28.74,1.47,0.06
Akita,1624,23.00,1561.29,3.29,19,23.00,2.42,1.00,0.29,0.03,29.26,0.89,1.24
Aomori,4356,33.00,4082.43,4.71,84,92.57,7.52,0.00,0.00,0.00,28.93,1.46,0.00
Chiba,85582,845.00,81293.71,120.71,1030,1333.43,21.23,5.00,7.14,0.11,32.85,1.01,0.54
Ehime,4646,80.00,4483.00,11.43,49,53.29,4.02,0.00,0.29,0.02,41.46,0.85,0.54
Fukui,2577,36.00,2457.86,5.14,32,40.71,5.34,0.00,0.00,0.00,37.41,1.36,0.00
Fukuoka,65065,569.00,62353.00,81.29,684,899.86,17.62,4.00,1.57,0.03,36.94,0.96,0.17
Fukushima,8708,165.00,8475.57,23.57,57,80.00,4.37,0.00,0.00,0.00,56.00,0.93,0.00
Gifu,15776,200.00,14791.86,28.57,327,319.43,16.18,0.00,0.71,0.04,25.50,1.17,0.22
Gunma,14923,159.00,14262.00,22.71,195,230.43,11.96,0.00,0.14,0.01,31.91,0.96,0.06
Hiroshima,18443,181.00,17375.14,25.86,256,321.43,11.50,0.00,0.14,0.01,30.28,1.10,0.04
Hokkaido,56807,1449.00,55620.29,207.00,305,405.86,7.79,4.00,1.71,0.03,72.05,0.91,0.42
Hyogo,64422,1339.00,61593.57,191.29,432,946.57,17.40,0.00,1.14,0.02,38.10,1.08,0.12
Ibaraki,20627,187.00,19872.43,26.71,160,251.43,8.81,0.00,1.00,0.04,40.89,0.92,0.40
Ishikawa,7251,123.00,7096.43,17.57,40,52.71,4.66,0.00,0.29,0.03,68.75,0.89,0.54
Iwate,3004,49.00,2884.00,7.00,35,37.71,3.11,0.00,0.14,0.01,51.15,1.20,0.38
Kagawa,4235,34.00,4028.43,4.86,62,70.71,7.45,0.00,0.00,0.00,28.24,0.97,0.00
Kagoshima,8105,44.00,7731.29,6.29,78,141.71,8.93,0.00,0.00,0.00,23.90,0.86,0.00
Kanagawa,147767,1100.00,141008.43,157.14,1541,2227.86,24.18,2.00,4.86,0.05,34.43,1.03,0.22
Kochi,3470,31.00,3222.71,4.43,93,82.14,11.91,0.00,0.00,0.00,22.52,1.23,0.00
Kumamoto,12531,127.00,11861.14,18.14,238,215.86,12.43,0.00,0.57,0.03,30.38,1.03,0.26
Kyoto,30197,253.00,28673.00,36.14,444,493.43,19.21,1.00,0.43,0.02,32.87,1.15,0.09
Mie,12382,130.00,11347.00,18.57,236,363.43,20.56,0.00,1.29,0.07,16.26,1.15,0.35
Miyagi,14711,102.00,14227.14,14.57,127,178.71,7.79,1.00,0.86,0.04,41.04,0.91,0.48
Miyazaki,5441,33.00,5117.43,4.71,105,95.57,8.98,0.00,0.57,0.05,25.73,0.96,0.60
Nagano,7878,94.00,7638.00,13.43,62,87.14,4.28,0.00,0.00,0.00,42.34,0.83,0.00
Nagasaki,5267,69.00,5086.71,9.86,52,58.57,4.47,0.00,0.00,0.00,43.45,0.85,0.00
Nara,13394,137.00,12748.14,19.57,196,198.57,15.01,0.00,0.29,0.02,38.44,1.20,0.14
Niigata,6765,55.00,6479.71,7.86,63,104.71,4.76,1.00,0.14,0.01,34.49,1.11,0.14
Oita,6987,68.00,6553.43,9.71,108,145.86,12.97,0.00,0.43,0.04,21.61,0.92,0.29
Okayama,13383,128.00,12785.71,18.29,139,206.29,10.96,1.00,0.14,0.01,33.95,0.97,0.07
Okinawa,42675,258.00,40932.57,36.86,554,596.71,40.90,0.00,1.29,0.09,38.24,1.07,0.22
Osaka,168725,2789.00,161057.29,398.43,2347,2490.00,28.24,3.00,2.57,0.03,39.43,1.19,0.10
Saga,5139,27.00,4895.29,3.86,81,83.14,10.28,0.00,0.00,0.00,27.54,0.81,0.00
Saitama,101055,890.00,96733.14,127.14,996,1431.00,19.49,0.00,2.57,0.04,36.49,0.98,0.18
Shiga,10583,96.00,10062.29,13.71,138,176.71,12.51,0.00,0.14,0.01,29.53,1.02,0.08
Shimane,1337,2.00,1244.29,0.29,33,30.00,4.50,0.00,0.00,0.00,26.89,1.47,0.00
Shizuoka,21868,173.00,20156.29,24.71,563,548.71,15.16,3.00,1.43,0.04,22.10,1.22,0.26
Tochigi,13253,104.00,12770.29,14.86,132,167.71,8.68,2.00,0.57,0.03,38.87,0.94,0.34
Tokushima,2699,63.00,2529.86,9.00,39,54.29,7.53,0.00,0.00,0.00,28.01,1.27,0.00
Tokyo,343574,2493.00,333261.71,356.14,2909,3520.71,25.20,15.00,14.29,0.10,49.11,0.91,0.41
Tottori,1444,4.00,1357.29,0.57,25,24.86,4.51,1.00,0.14,0.03,39.82,1.33,0.57
Toyama,4371,42.00,4183.57,6.00,36,71.00,6.86,1.00,0.43,0.04,26.61,0.79,0.60
Wakayama,4567,55.00,4377.29,7.86,68,62.00,6.78,0.00,0.57,0.06,35.31,0.96,0.92
Yamagata,3172,48.00,3070.57,6.86,28,32.86,3.09,0.00,0.00,0.00,45.28,0.85,0.00
Yamaguchi,4952,85.00,4744.71,12.14,70,65.43,4.88,0.00,0.29,0.02,38.42,0.91,0.44
Yamanashi,4421,25.00,4181.71,3.57,45,69.86,8.66,0.00,0.29,0.04,30.26,0.93,0.41
Zenkoku,1482104,16034.00,1418499.14,2290.57,16816,20994.57,16.69,47.00,49.71,0.04,37.67,1.04,0.24
