Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,4637,73.00,4553.00,10.43,33,25.71,0.34,1.00,1.29,0.02,76.97,0.74,5.00
Akita,50,0.00,49.43,0.00,0,0.14,0.02,0.00,0.00,0.00,96.31,0.37,0.00
Aomori,35,1.00,35.00,0.14,0,0.00,0.00,0.00,0.00,0.00,146.15,,0.00
Chiba,3188,63.00,3102.29,9.00,28,22.14,0.35,0.00,0.14,0.00,65.39,0.78,0.65
Ehime,114,6.00,114.00,0.86,0,0.00,0.00,0.00,0.00,0.00,,,0.65
Fukui,241,8.00,232.43,1.14,0,4.29,0.56,0.00,0.00,0.00,20.36,0.71,0.00
Fukuoka,4782,68.00,4644.57,9.71,27,42.00,0.82,1.00,1.14,0.02,51.78,0.87,2.72
Fukushima,175,0.00,167.71,0.00,2,2.43,0.13,0.00,0.00,0.00,26.86,0.64,0.00
Gifu,564,10.00,560.14,1.43,0,1.29,0.07,0.00,0.00,0.00,221.39,0.66,0.00
Gunma,474,19.00,454.43,2.71,3,5.29,0.27,0.00,0.00,0.00,45.02,0.76,0.00
Hiroshima,459,3.00,458.43,0.43,0,0.29,0.01,0.00,0.00,0.00,377.33,0.46,0.00
Hokkaido,1814,104.00,1792.29,14.86,5,6.43,0.12,0.00,0.14,0.00,132.53,0.80,2.22
Hyogo,2335,54.00,2294.43,7.71,13,11.43,0.21,1.00,0.14,0.00,84.14,0.71,1.25
Ibaraki,573,14.00,556.00,2.00,6,4.14,0.15,0.00,0.14,0.01,78.25,0.81,3.45
Ishikawa,697,37.00,660.57,5.29,16,10.43,0.92,0.00,0.57,0.05,44.27,1.10,5.48
Iwate,23,0.00,20.86,0.00,1,0.57,0.05,0.00,0.00,0.00,14.30,0.61,0.00
Kagawa,84,1.00,79.57,0.14,2,1.00,0.11,0.00,0.00,0.00,61.89,1.12,0.00
Kagoshima,370,11.00,365.14,1.57,0,1.29,0.08,0.00,0.00,0.00,115.67,0.63,0.00
Kanagawa,5352,126.00,5114.86,18.00,67,62.86,0.68,0.00,1.14,0.01,46.45,1.02,1.82
Kochi,131,3.00,128.29,0.43,1,0.86,0.12,0.00,0.00,0.00,44.89,0.52,0.00
Kumamoto,540,7.00,527.71,1.00,3,4.14,0.24,0.00,0.00,0.00,58.50,0.82,0.00
Kyoto,1512,25.00,1470.29,3.57,0,15.86,0.62,0.00,0.43,0.02,53.96,0.78,2.70
Mie,399,2.00,380.43,0.29,11,4.86,0.27,0.00,0.00,0.00,62.47,1.15,0.00
Miyagi,231,2.00,213.57,0.29,5,4.00,0.17,0.00,0.00,0.00,47.56,2.69,0.00
Miyazaki,338,1.00,337.14,0.14,0,0.43,0.04,0.00,0.00,0.00,144.37,0.30,0.00
Nagano,286,1.00,269.14,0.14,2,5.29,0.26,0.00,,,15.96,0.67,
Nagasaki,234,3.00,232.43,0.43,0,0.57,0.04,0.00,0.00,0.00,53.93,0.25,0.00
Nara,534,8.00,524.43,1.14,3,2.71,0.21,0.00,0.43,0.03,105.51,0.96,15.79
Niigata,146,0.00,144.29,0.00,1,0.57,0.03,0.00,0.00,0.00,155.64,1.23,0.00
Oita,157,2.00,149.71,0.29,4,1.71,0.15,0.00,0.14,0.01,90.01,1.64,8.33
Okayama,146,,145.43,,0,0.14,0.01,,,,222.08,0.25,
Okinawa,2220,32.00,2162.71,4.57,20,14.71,1.01,1.00,0.71,0.05,55.56,0.63,4.85
Osaka,8976,163.00,8735.00,23.29,76,69.29,0.79,2.00,2.14,0.02,67.47,0.87,3.09
Saga,240,0.00,238.29,0.00,1,0.43,0.05,0.00,0.00,0.00,114.85,0.32,0.00
Saitama,4101,92.00,4008.00,13.14,22,28.14,0.38,2.00,0.43,0.01,60.10,0.74,1.52
Shiga,462,7.00,454.14,1.00,3,2.57,0.18,0.00,0.29,0.02,60.76,0.48,11.11
Shimane,137,0.00,137.00,0.00,0,0.00,0.00,0.00,0.00,0.00,773.09,,11.11
Shizuoka,487,1.00,483.29,0.14,0,1.29,0.04,0.00,0.00,0.00,92.43,0.32,0.00
Tochigi,309,1.00,306.29,0.14,0,0.86,0.04,0.00,0.00,0.00,122.89,0.55,0.00
Tokushima,145,4.00,137.00,0.57,0,2.43,0.34,0.00,0.00,0.00,31.98,0.83,0.00
Tokyo,21656,369.00,21159.86,52.71,181,134.14,0.96,0.00,1.29,0.01,78.16,0.82,0.96
Tottori,22,0.00,22.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.96
Toyama,402,25.00,395.00,3.57,1,2.43,0.23,0.00,0.14,0.01,49.33,0.56,5.88
Wakayama,232,4.00,230.71,0.57,1,0.29,0.03,0.00,0.00,0.00,353.75,0.52,0.00
Yamagata,78,1.00,78.00,0.14,0,0.00,0.00,0.00,0.00,0.00,376.03,,0.00
Yamaguchi,181,0.00,173.43,0.00,3,2.43,0.18,0.00,0.00,0.00,18.21,0.48,0.00
Yamanashi,174,5.00,173.14,0.71,0,0.29,0.04,0.00,0.29,0.04,193.59,0.32,100.00
Zenkoku,70443,1356.00,68671.86,193.71,541,502.14,0.40,8.00,11.14,0.01,66.67,0.81,2.22
