Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,22427,354.00,21703.57,50.57,246,196.57,2.61,5.00,5.29,0.07,54.71,0.88,2.69
Akita,242,1.00,225.14,0.14,7,4.86,0.51,0.00,0.00,0.00,22.23,1.32,0.00
Aomori,677,9.00,659.14,1.29,9,4.86,0.39,0.00,0.14,0.01,45.06,0.57,2.94
Chiba,19918,208.00,18600.29,29.71,411,371.43,5.91,5.00,5.57,0.09,25.70,0.98,1.50
Ehime,931,17.00,869.14,2.43,22,17.14,1.29,0.00,0.43,0.03,29.25,0.90,2.50
Fukui,476,13.00,462.86,1.86,5,4.14,0.54,0.00,0.14,0.02,42.06,0.72,3.45
Fukuoka,14621,162.00,13760.14,23.14,236,324.57,6.36,4.00,3.71,0.07,30.38,1.28,1.14
Fukushima,1584,35.00,1512.00,5.00,36,19.43,1.06,0.00,0.29,0.02,33.91,0.80,1.47
Gifu,3907,63.00,3697.86,9.00,44,57.14,2.89,1.00,1.14,0.06,35.20,0.97,2.00
Gunma,3581,65.00,3433.86,9.29,36,41.57,2.16,1.00,0.71,0.04,38.37,0.85,1.72
Hiroshima,4578,81.00,4463.14,11.57,45,31.43,1.12,3.00,1.57,0.06,70.46,0.82,5.00
Hokkaido,16578,565.00,16191.71,80.71,138,108.57,2.08,4.00,3.86,0.07,74.20,0.84,3.55
Hyogo,14985,343.00,14229.71,49.00,282,209.29,3.85,12.00,5.29,0.10,37.33,1.01,2.53
Ibaraki,4319,51.00,4038.43,7.29,132,72.43,2.54,3.00,1.00,0.04,28.03,0.91,1.38
Ishikawa,1416,56.00,1372.00,8.00,13,12.86,1.14,0.00,0.29,0.03,56.30,1.06,2.22
Iwate,487,25.00,478.86,3.57,2,2.86,0.24,0.00,0.00,0.00,61.83,0.79,0.00
Kagawa,586,12.00,557.71,1.71,6,8.00,0.84,1.00,1.00,0.11,28.21,0.69,12.50
Kagoshima,1497,15.00,1432.71,2.14,0,20.00,1.26,0.00,0.00,0.00,40.55,1.17,0.00
Kanagawa,37474,390.00,35508.00,55.71,521,612.43,6.65,5.00,5.29,0.06,27.74,0.89,0.86
Kochi,818,13.00,799.00,1.86,3,6.86,0.99,0.00,0.00,0.00,75.08,1.31,0.00
Kumamoto,3076,45.00,3030.14,6.43,0,19.57,1.13,0.00,1.00,0.06,30.16,0.38,5.11
Kyoto,7393,93.00,6996.00,13.29,0,132.86,5.17,0.00,2.14,0.08,33.17,0.99,1.61
Mie,1976,28.00,1863.86,4.00,40,27.57,1.56,1.00,0.71,0.04,39.81,1.00,2.59
Miyagi,3221,22.00,3068.43,3.14,52,42.86,1.87,0.00,0.29,0.01,40.75,0.98,0.67
Miyazaki,1696,15.00,1623.43,2.14,0,31.57,2.97,0.00,0.57,0.05,31.15,1.17,1.81
Nagano,2155,28.00,2070.57,4.00,26,23.71,1.17,2.00,1.00,0.05,31.49,0.61,4.22
Nagasaki,1359,18.00,1288.57,2.57,0,28.86,2.20,0.00,0.57,0.04,28.33,1.29,1.98
Nara,2833,34.00,2718.29,4.86,36,33.00,2.49,2.00,0.43,0.03,47.55,1.08,1.30
Niigata,838,7.00,797.14,1.00,7,10.14,0.46,0.00,0.29,0.01,45.11,0.78,2.82
Oita,1032,14.00,969.57,2.00,18,15.14,1.35,0.00,0.43,0.04,44.51,1.15,2.83
Okayama,2219,17.00,2150.86,2.43,16,21.14,1.12,0.00,0.14,0.01,44.27,0.73,0.68
Okinawa,6939,90.00,6671.14,12.86,77,77.00,5.28,0.00,0.57,0.04,50.92,1.22,0.74
Osaka,41033,826.00,39546.86,118.00,525,419.71,4.76,14.00,12.00,0.14,50.77,0.95,2.86
Saga,886,4.00,831.71,0.57,10,17.29,2.14,0.00,0.00,0.00,22.73,0.86,0.00
Saitama,23060,304.00,21935.57,43.43,325,325.00,4.43,6.00,5.00,0.07,32.22,1.12,1.54
Shiga,1936,26.00,1838.00,3.71,30,27.00,1.91,1.00,1.00,0.07,40.37,1.03,3.70
Shimane,242,0.00,238.86,0.00,0,1.00,0.15,0.00,0.00,0.00,120.48,1.00,0.00
Shizuoka,4181,69.00,4027.57,9.86,35,44.57,1.23,0.00,0.86,0.02,36.74,0.73,1.92
Tochigi,3527,35.00,3368.43,5.00,40,52.14,2.70,2.00,2.43,0.13,27.00,0.70,4.66
Tokushima,359,12.00,321.29,1.71,9,9.71,1.35,1.00,0.43,0.06,23.85,1.12,4.41
Tokyo,92904,779.00,89234.71,111.29,1070,1062.00,7.60,9.00,7.71,0.06,39.72,0.88,0.73
Tottori,189,2.00,182.57,0.29,3,1.71,0.31,0.00,0.00,0.00,60.18,1.14,0.00
Toyama,839,27.00,817.00,3.86,7,6.14,0.59,0.00,0.00,0.00,51.00,0.66,0.00
Wakayama,975,12.00,924.29,1.71,10,15.71,1.72,0.00,0.14,0.02,34.93,1.16,0.91
Yamagata,457,13.00,450.57,1.86,1,2.00,0.19,0.00,0.00,0.00,155.33,1.37,0.00
Yamaguchi,1077,8.00,972.43,1.14,51,34.86,2.60,2.00,0.43,0.03,18.70,1.77,1.23
Yamanashi,874,12.00,857.00,1.71,0,8.29,1.03,0.00,0.14,0.02,39.59,0.53,1.72
Zenkoku,358378,5018.00,342790.14,716.86,4582,4617.00,3.67,84.00,74.00,0.06,37.86,0.94,1.60
