Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,569,34.00,537.29,4.86,31,5.86,0.08,0.00,0.00,0.00,231.52,6.47,0.00
Akita,16,0.00,16.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Aomori,30,1.00,29.29,0.14,0,0.14,0.01,0.00,0.00,0.00,63.85,1.00,0.00
Chiba,1223,46.00,1163.29,6.57,0,19.29,0.31,0.00,0.00,0.00,41.18,1.58,0.00
Ehime,82,5.00,82.00,0.71,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Fukui,126,8.00,124.14,1.14,1,0.57,0.07,0.00,0.00,0.00,278.66,,0.00
Fukuoka,953,33.00,927.00,4.71,16,6.43,0.13,0.00,0.00,0.00,96.25,1.09,0.00
Fukushima,84,0.00,83.57,0.00,0,0.14,0.01,0.00,0.00,0.00,281.41,1.00,0.00
Gifu,172,7.00,165.29,1.00,4,1.43,0.07,0.00,0.00,0.00,184.69,3.16,0.00
Gunma,166,19.00,159.00,2.71,2,1.57,0.08,0.00,0.00,0.00,183.78,5.54,0.00
Hiroshima,198,3.00,184.14,0.43,6,3.14,0.11,0.00,0.00,0.00,62.69,3.38,0.00
Hokkaido,1323,102.00,1301.86,14.57,6,4.86,0.09,0.00,0.14,0.00,265.55,2.81,2.94
Hyogo,777,45.00,745.57,6.43,17,7.29,0.13,0.00,0.00,0.00,116.44,2.65,0.00
Ibaraki,215,10.00,205.14,1.43,4,2.71,0.10,0.00,0.00,0.00,53.73,1.31,0.00
Ishikawa,301,27.00,300.14,3.86,1,0.14,0.01,0.00,0.00,0.00,10191.69,,0.00
Iwate,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagawa,42,0.00,33.14,0.00,0,1.86,0.20,0.00,0.00,0.00,28.77,,0.00
Kagoshima,162,0.00,152.00,0.00,0,4.29,0.27,0.00,0.00,0.00,12.47,0.53,0.00
Kanagawa,1919,98.00,1804.29,14.00,43,28.43,0.31,0.00,0.14,0.00,44.20,1.44,0.50
Kochi,76,3.00,75.00,0.43,0,0.29,0.04,0.00,0.00,0.00,361.47,,0.00
Kumamoto,50,3.00,49.14,0.43,1,0.14,0.01,0.00,0.00,0.00,1666.67,,0.00
Kyoto,490,18.00,454.00,2.57,13,10.00,0.39,0.00,0.00,0.00,41.21,1.67,0.00
Mie,55,1.00,50.29,0.14,3,1.14,0.06,0.00,0.00,0.00,54.47,,0.00
Miyagi,126,1.00,109.43,0.14,14,3.71,0.16,0.00,0.00,0.00,45.18,4.68,0.00
Miyazaki,20,0.00,19.43,0.00,0,0.29,0.03,0.00,0.00,0.00,52.53,1.64,0.00
Nagano,83,,79.57,,2,0.86,0.04,,,,147.70,,
Nagasaki,32,1.00,27.00,0.14,0,1.86,0.14,0.00,0.00,0.00,11.97,3.81,0.00
Nara,143,2.00,127.71,0.29,5,4.14,0.31,0.00,0.00,0.00,18.84,1.68,0.00
Niigata,89,0.00,87.86,0.00,0,0.29,0.01,0.00,0.00,0.00,154.61,1.00,0.00
Oita,60,1.00,60.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,34,,29.71,,2,0.86,0.05,,,,81.65,,
Okinawa,149,7.00,148.29,1.00,0,0.14,0.01,0.00,0.00,0.00,137.46,0.46,0.00
Osaka,2245,86.00,2065.71,12.29,119,39.71,0.45,0.00,0.00,0.00,57.97,2.17,0.00
Saga,47,0.00,47.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Saitama,1668,67.00,1537.71,9.57,51,33.86,0.46,0.00,0.00,0.00,28.37,1.23,0.00
Shiga,109,1.00,106.57,0.14,1,0.71,0.05,0.00,0.00,0.00,162.09,3.16,0.00
Shimane,25,0.00,24.43,0.00,0,0.14,0.02,0.00,0.00,0.00,274.13,,0.00
Shizuoka,102,1.00,96.29,0.14,3,1.43,0.04,0.00,0.00,0.00,52.97,1.44,0.00
Tochigi,112,0.00,100.14,0.00,5,2.71,0.14,0.00,0.00,0.00,37.07,3.04,0.00
Tokushima,10,1.00,10.00,0.14,0,0.00,0.00,0.00,0.00,0.00,20.12,,0.00
Tokyo,8933,326.00,8258.57,46.57,293,173.14,1.24,0.00,0.14,0.00,29.69,1.28,0.08
Tottori,5,0.00,4.86,0.00,0,0.14,0.03,0.00,0.00,0.00,24.99,,0.00
Toyama,230,22.00,230.00,3.14,0,0.00,0.00,0.00,0.00,0.00,865.55,,0.00
Wakayama,87,3.00,82.43,0.43,3,1.71,0.19,0.00,0.00,0.00,20.81,1.47,0.00
Yamagata,75,1.00,72.86,0.14,1,0.57,0.05,0.00,0.00,0.00,152.22,1.64,0.00
Yamaguchi,41,0.00,37.71,0.00,3,0.57,0.04,0.00,0.00,0.00,253.75,,0.00
Yamanashi,77,1.00,76.14,0.14,1,0.14,0.02,0.00,0.00,0.00,367.02,1.00,0.00
Zenkoku,23531,984.00,22081.00,140.57,651,366.71,0.29,0.00,0.43,0.00,43.14,1.42,0.12
