Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,5811,92.00,5727.14,13.14,43,21.00,0.28,0.00,0.14,0.00,184.42,1.22,0.68
Akita,61,0.00,60.29,0.00,0,0.29,0.03,0.00,0.00,0.00,225.07,,0.00
Aomori,170,1.00,138.00,0.14,20,9.43,0.77,0.00,0.00,0.00,5.44,1.03,0.00
Chiba,4775,76.00,4641.71,10.86,41,35.00,0.56,0.00,0.00,0.00,88.79,1.18,0.00
Ehime,116,6.00,116.00,0.86,0,0.00,0.00,0.00,0.00,0.00,785.54,,0.00
Fukui,256,11.00,256.00,1.57,0,0.00,0.00,0.00,0.00,0.00,220.51,,0.00
Fukuoka,5179,101.00,5156.14,14.43,5,5.71,0.11,0.00,0.29,0.01,651.02,1.04,5.00
Fukushima,385,6.00,373.71,0.86,6,3.29,0.18,0.00,0.00,0.00,38.73,0.62,0.00
Gifu,671,11.00,654.71,1.57,3,4.14,0.21,0.00,0.14,0.01,189.26,2.51,3.45
Gunma,858,19.00,811.29,2.71,19,12.00,0.62,0.00,0.00,0.00,80.05,4.57,0.00
Hiroshima,654,5.00,651.00,0.71,3,0.71,0.03,0.00,0.14,0.01,332.58,0.35,20.00
Hokkaido,2703,108.00,2596.57,15.43,51,26.43,0.51,0.00,0.00,0.00,66.99,1.20,0.00
Hyogo,3078,61.00,3031.00,8.71,22,11.86,0.22,0.00,0.00,0.00,145.68,0.98,0.00
Ibaraki,739,18.00,732.57,2.57,2,1.57,0.06,0.00,0.00,0.00,210.22,0.77,0.00
Ishikawa,798,49.00,796.00,7.00,0,0.43,0.04,0.00,0.29,0.03,353.30,0.35,66.67
Iwate,27,0.00,26.29,0.00,0,0.14,0.01,0.00,0.00,0.00,86.83,0.61,0.00
Kagawa,101,2.00,99.71,0.29,0,0.29,0.03,0.00,0.00,0.00,122.99,0.61,0.00
Kagoshima,463,12.00,463.00,1.71,0,0.00,0.00,0.00,0.00,0.00,339.43,,0.00
Kanagawa,8308,160.00,8104.00,22.86,62,52.29,0.57,3.00,0.86,0.01,91.85,0.96,1.64
Kochi,140,4.00,140.00,0.57,0,0.00,0.00,0.00,0.00,0.00,1186.32,,1.64
Kumamoto,768,8.00,755.43,1.14,1,3.43,0.20,0.00,0.00,0.00,91.54,0.59,0.00
Kyoto,1958,30.00,1937.29,4.29,0,7.29,0.28,0.00,0.43,0.02,149.17,0.63,5.88
Mie,555,7.00,551.29,1.00,1,0.86,0.05,0.00,0.00,0.00,294.77,0.61,0.00
Miyagi,565,2.00,538.71,0.29,20,5.86,0.26,0.00,0.00,0.00,63.60,1.06,0.00
Miyazaki,366,1.00,366.00,0.14,0,0.00,0.00,0.00,0.00,0.00,138.82,,0.00
Nagano,330,4.00,327.71,0.57,0,0.57,0.03,0.00,0.00,0.00,244.91,0.75,0.00
Nagasaki,242,3.00,241.86,0.43,0,0.14,0.01,0.00,0.00,0.00,1024.38,0.61,0.00
Nara,625,9.00,618.43,1.29,1,1.71,0.13,0.00,0.00,0.00,225.87,0.90,0.00
Niigata,181,0.00,180.14,0.00,1,0.14,0.01,0.00,0.00,0.00,1221.25,1.00,0.00
Oita,159,3.00,159.00,0.43,0,0.00,0.00,0.00,0.14,0.01,1077.63,,0.00
Okayama,194,1.00,183.00,0.14,0,3.00,0.16,0.00,0.00,0.00,52.54,1.83,0.00
Okinawa,3134,58.00,3019.29,8.29,40,30.86,2.12,0.00,0.43,0.03,63.75,1.57,1.39
Osaka,11976,233.00,11718.14,33.29,96,66.00,0.75,1.00,0.86,0.01,135.04,1.33,1.30
Saga,254,0.00,252.71,0.00,1,0.29,0.04,0.00,0.00,0.00,355.20,0.61,0.00
Saitama,5602,104.00,5478.57,14.86,41,33.00,0.45,1.00,0.14,0.00,90.17,0.95,0.43
Shiga,537,9.00,531.00,1.29,2,1.86,0.13,0.00,0.14,0.01,200.20,1.41,7.69
Shimane,140,0.00,140.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,7.69
Shizuoka,588,2.00,582.71,0.29,0,1.86,0.05,0.00,0.00,0.00,217.47,1.21,0.00
Tochigi,476,1.00,471.43,0.14,0,1.57,0.08,0.00,0.00,0.00,111.11,0.70,0.00
Tokushima,164,9.00,162.00,1.29,0,0.86,0.12,0.00,0.00,0.00,64.64,0.75,0.00
Tokyo,29909,445.00,29381.71,63.57,203,134.00,0.96,0.00,1.29,0.01,119.17,0.88,0.96
Tottori,35,0.00,35.43,0.00,0,-0.14,-0.03,0.00,0.00,0.00,,,0.96
Toyama,422,26.00,422.14,3.71,0,-0.14,-0.01,0.00,0.00,0.00,,,0.96
Wakayama,270,4.00,261.86,0.57,2,2.14,0.23,0.00,0.00,0.00,128.35,1.92,0.00
Yamagata,84,1.00,82.00,0.14,0,0.43,0.04,0.00,0.00,0.00,395.44,,0.00
Yamaguchi,213,2.00,210.57,0.29,0,0.57,0.04,0.00,0.00,0.00,647.74,,0.00
Yamanashi,203,6.00,200.57,0.86,0,0.57,0.07,0.00,0.00,0.00,376.03,1.23,0.00
Zenkoku,95243,1710.00,93384.14,244.29,686,481.29,0.38,5.00,5.29,0.00,118.45,1.02,1.10
