Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,24623,443.00,24312.00,63.29,120,85.86,1.14,7.00,6.14,0.08,114.95,0.53,7.15
Akita,269,4.00,266.14,0.57,0,1.14,0.12,0.00,0.43,0.05,109.15,0.54,37.50
Aomori,744,13.00,732.71,1.86,4,3.86,0.31,0.00,0.00,0.00,102.56,0.76,0.00
Chiba,23736,300.00,23153.71,42.86,121,175.43,2.79,6.00,6.57,0.10,60.49,0.62,3.75
Ehime,1013,22.00,1002.00,3.14,4,2.57,0.19,1.00,0.43,0.03,147.48,0.41,16.67
Fukui,521,23.00,518.71,3.29,0,0.57,0.07,1.00,0.43,0.06,149.44,0.20,75.00
Fukuoka,16434,200.00,16352.43,28.57,0,36.86,0.72,0.00,1.86,0.04,83.51,0.28,5.04
Fukushima,1778,56.00,1757.43,8.00,3,6.14,0.34,1.00,1.71,0.09,107.68,0.42,27.91
Gifu,4431,81.00,4342.00,11.57,22,28.29,1.43,3.00,1.71,0.09,87.64,0.73,6.06
Gunma,4092,76.00,4008.86,10.86,0,28.57,1.48,0.00,0.71,0.04,67.41,0.77,2.50
Hiroshima,4879,95.00,4850.43,13.57,7,9.14,0.33,1.00,0.43,0.02,150.95,0.41,4.69
Hokkaido,18080,620.00,17818.71,88.57,69,79.86,1.53,1.00,1.86,0.04,115.48,0.73,2.33
Hyogo,17080,444.00,16771.71,63.43,91,87.43,1.61,3.00,6.00,0.11,80.53,0.56,6.86
Ibaraki,5142,78.00,4983.00,11.14,50,42.29,1.48,3.00,1.71,0.06,60.20,0.69,4.05
Ishikawa,1533,59.00,1500.29,8.43,0,9.57,0.85,0.00,0.14,0.01,127.55,1.31,1.49
Iwate,514,29.00,506.71,4.14,1,2.57,0.21,0.00,0.29,0.02,180.65,1.64,11.11
Kagawa,699,17.00,678.14,2.43,5,6.00,0.63,1.00,0.29,0.03,51.60,0.78,4.76
Kagoshima,1669,19.00,1643.00,2.71,13,5.29,0.33,0.00,0.00,0.00,99.95,0.49,0.00
Kanagawa,42281,544.00,41643.29,77.71,164,185.14,2.01,6.00,10.14,0.11,89.45,0.51,5.48
Kochi,862,17.00,854.57,2.43,2,1.57,0.23,0.00,0.43,0.06,207.89,0.50,27.27
Kumamoto,3372,64.00,3362.86,9.14,0,4.14,0.24,0.00,0.14,0.01,178.57,0.21,3.45
Kyoto,8651,127.00,8583.57,18.14,0,29.14,1.13,0.00,1.14,0.04,65.68,0.37,3.92
Mie,2331,34.00,2272.29,4.86,33,18.29,1.03,1.00,0.71,0.04,65.48,0.70,3.91
Miyagi,3471,22.00,3440.71,3.14,10,8.71,0.38,0.00,0.00,0.00,149.13,0.47,0.00
Miyazaki,1879,20.00,1866.43,2.86,0,6.14,0.58,0.00,0.00,0.00,100.80,0.50,0.00
Nagano,2335,39.00,2316.14,5.57,6,6.43,0.32,0.00,0.43,0.02,151.51,0.46,6.67
Nagasaki,1543,35.00,1537.43,5.00,0,2.43,0.19,0.00,1.00,0.08,74.23,0.26,41.18
Nara,3198,42.00,3138.86,6.00,13,18.71,1.41,0.00,0.43,0.03,78.74,0.74,2.29
Niigata,953,12.00,935.29,1.71,3,6.00,0.27,0.00,0.29,0.01,80.49,0.68,4.76
Oita,1226,18.00,1200.57,2.57,3,8.57,0.76,0.00,0.14,0.01,60.57,0.59,1.67
Okayama,2406,24.00,2373.71,3.43,16,8.71,0.46,0.00,0.57,0.03,141.53,0.62,6.56
Okinawa,7842,92.00,7730.00,13.14,20,36.71,2.52,0.00,0.29,0.02,88.02,0.54,0.78
Osaka,45076,998.00,44533.43,142.57,117,168.00,1.91,7.00,9.71,0.11,114.09,0.55,5.78
Saga,978,6.00,967.86,0.86,2,3.57,0.44,0.00,0.29,0.04,124.48,0.51,8.00
Saitama,26711,409.00,26062.29,58.43,187,194.86,2.65,6.00,7.29,0.10,69.71,0.73,3.74
Shiga,2238,33.00,2193.71,4.71,5,15.14,1.07,0.00,0.29,0.02,77.24,0.67,1.89
Shimane,276,0.00,273.14,0.00,0,1.00,0.15,0.00,0.00,0.00,72.36,0.39,0.00
Shizuoka,4742,86.00,4676.57,12.29,10,19.14,0.53,0.00,1.14,0.03,90.88,0.45,5.97
Tochigi,3881,55.00,3829.14,7.86,10,15.29,0.79,2.00,1.14,0.06,119.67,0.55,7.48
Tokushima,395,15.00,391.00,2.14,1,1.29,0.18,0.00,0.14,0.02,131.70,0.47,11.11
Tokyo,103845,1023.00,102104.00,146.14,429,515.86,3.69,6.00,18.43,0.13,97.42,0.63,3.57
Tottori,207,2.00,204.00,0.29,0,1.14,0.21,0.00,0.00,0.00,130.80,0.92,0.00
Toyama,880,27.00,876.43,3.86,0,1.14,0.11,0.00,0.00,0.00,208.68,0.38,0.00
Wakayama,1108,15.00,1089.14,2.14,2,6.14,0.67,0.00,0.00,0.00,86.05,0.60,0.00
Yamagata,526,13.00,516.57,1.86,0,2.86,0.27,0.00,0.00,0.00,66.89,0.55,0.00
Yamaguchi,1302,27.00,1274.00,3.86,10,8.86,0.66,1.00,0.86,0.06,61.74,0.51,9.68
Yamanashi,908,15.00,905.00,2.14,0,1.00,0.12,0.00,0.14,0.02,363.49,0.41,14.29
Zenkoku,402660,6393.00,396350.00,913.29,1553,1907.43,1.52,57.00,85.86,0.07,91.21,0.58,4.50
