Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,5131,81.00,5061.00,11.57,9,24.00,0.32,0.00,0.57,0.01,117.59,0.92,2.38
Akita,53,0.00,52.29,0.00,0,0.29,0.03,0.00,0.00,0.00,134.16,1.64,0.00
Aomori,35,1.00,35.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Chiba,3689,68.00,3617.14,9.71,20,24.71,0.39,0.00,0.14,0.00,77.48,1.00,0.58
Ehime,114,6.00,114.00,0.86,0,0.00,0.00,0.00,0.00,0.00,,,0.58
Fukui,244,10.00,244.00,1.43,0,0.00,0.00,0.00,0.14,0.02,,,0.58
Fukuoka,5006,91.00,4995.71,13.00,2,5.14,0.10,0.00,0.43,0.01,344.55,0.52,8.33
Fukushima,228,2.00,222.00,0.29,2,1.43,0.08,0.00,0.00,0.00,66.72,0.51,0.00
Gifu,603,10.00,598.29,1.43,3,1.00,0.05,0.00,0.00,0.00,231.13,0.38,0.00
Gunma,684,19.00,653.57,2.71,1,11.71,0.61,0.00,0.00,0.00,26.82,0.94,0.00
Hiroshima,487,3.00,477.14,0.43,8,1.86,0.07,0.00,0.00,0.00,235.89,1.21,0.00
Hokkaido,1984,107.00,1943.29,15.29,9,11.57,0.22,0.00,0.14,0.00,128.78,1.57,1.23
Hyogo,2615,57.00,2567.00,8.14,13,13.43,0.25,0.00,0.29,0.01,105.46,0.94,2.13
Ibaraki,630,17.00,625.14,2.43,1,1.29,0.05,0.00,0.14,0.01,194.16,0.48,11.11
Ishikawa,761,46.00,752.43,6.57,1,2.71,0.24,1.00,0.29,0.03,159.31,1.24,10.53
Iwate,23,0.00,23.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,10.53
Kagawa,93,2.00,92.86,0.29,0,0.14,0.02,0.00,0.00,0.00,110.19,0.28,0.00
Kagoshima,377,12.00,376.43,1.71,0,0.14,0.01,0.00,0.00,0.00,438.44,1.00,0.00
Kanagawa,6452,136.00,6347.71,19.43,11,39.29,0.43,1.00,0.71,0.01,70.60,0.81,1.82
Kochi,137,4.00,137.00,0.57,0,0.00,0.00,0.00,0.00,0.00,1548.61,,1.82
Kumamoto,571,8.00,570.86,1.14,0,0.14,0.01,0.00,0.00,0.00,666.15,0.16,0.00
Kyoto,1702,25.00,1663.86,3.57,43,7.43,0.29,0.00,0.00,0.00,167.27,1.19,0.00
Mie,480,7.00,471.71,1.00,5,2.00,0.11,2.00,0.29,0.02,148.71,0.80,14.29
Miyagi,372,2.00,358.14,0.29,3,5.00,0.22,0.00,0.00,0.00,26.53,0.65,0.00
Miyazaki,344,1.00,344.00,0.14,0,0.00,0.00,0.00,0.00,0.00,612.50,,0.00
Nagano,303,1.00,301.29,0.14,0,0.57,0.03,0.00,0.00,0.00,298.54,1.00,0.00
Nagasaki,236,3.00,236.00,0.43,0,0.00,0.00,0.00,0.00,0.00,1333.50,,0.00
Nara,558,9.00,553.86,1.29,2,1.00,0.08,0.00,0.00,0.00,339.59,0.91,0.00
Niigata,165,0.00,163.00,0.00,0,1.00,0.05,0.00,0.00,0.00,54.61,1.12,0.00
Oita,158,2.00,158.00,0.29,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,148,,147.86,,0,0.14,0.01,,,,499.76,1.00,
Okinawa,2376,45.00,2345.71,6.43,12,9.43,0.65,0.00,0.00,0.00,184.58,1.29,0.00
Osaka,10205,195.00,10044.43,27.86,39,49.29,0.56,1.00,1.00,0.01,102.59,0.79,2.03
Saga,244,0.00,244.14,0.00,0,0.00,0.00,0.00,0.00,0.00,4143.63,,2.03
Saitama,4474,100.00,4428.29,14.29,12,14.86,0.20,0.00,0.43,0.01,141.07,0.78,2.88
Shiga,481,8.00,477.86,1.14,2,0.86,0.06,0.00,0.14,0.01,315.80,0.90,16.67
Shimane,137,0.00,137.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,16.67
Shizuoka,522,1.00,517.00,0.14,5,1.43,0.04,0.00,0.00,0.00,204.15,1.44,0.00
Tochigi,408,1.00,390.43,0.14,6,4.71,0.24,0.00,0.00,0.00,40.30,0.79,0.00
Tokushima,147,9.00,147.00,1.29,0,0.00,0.00,0.00,0.00,0.00,2493.94,,0.00
Tokyo,24453,392.00,24120.43,56.00,59,120.71,0.86,1.00,0.43,0.00,98.52,0.89,0.36
Tottori,36,0.00,35.71,0.00,0,0.14,0.03,0.00,0.00,0.00,20.81,0.17,0.00
Toyama,410,25.00,409.57,3.57,0,0.29,0.03,0.00,0.00,0.00,1156.80,1.64,0.00
Wakayama,238,4.00,236.43,0.57,1,0.29,0.03,0.00,0.00,0.00,2005.10,1.64,0.00
Yamagata,78,1.00,78.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Yamaguchi,195,2.00,195.00,0.29,0,0.00,0.00,1.00,0.14,0.01,825.45,,0.00
Yamanashi,180,6.00,180.00,0.86,0,0.00,0.00,1.00,0.14,0.02,761.77,,0.00
Zenkoku,78967,1519.00,77890.57,217.00,269,358.00,0.28,8.00,5.43,0.00,109.85,0.86,1.52
