Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,105019,1131.00,104563.29,161.57,138,159.71,2.12,4.00,2.57,0.03,286.51,0.63,1.61
Akita,1860,26.00,1854.14,3.71,0,1.57,0.17,0.00,0.00,0.00,283.81,0.48,0.00
Aomori,5670,35.00,5609.57,5.00,23,19.00,1.54,0.00,0.00,0.00,143.78,0.76,0.00
Chiba,99399,991.00,99094.43,141.57,76,99.29,1.58,1.00,1.14,0.02,457.36,0.67,1.15
Ehime,5135,81.00,5109.00,11.57,7,9.00,0.68,0.00,0.00,0.00,274.76,1.06,0.00
Fukui,3038,36.00,3016.14,5.14,12,5.43,0.71,0.00,0.00,0.00,185.18,0.52,0.00
Fukuoka,73877,608.00,73706.29,86.86,42,59.86,1.17,0.00,0.86,0.02,527.05,0.69,1.43
Fukushima,9434,174.00,9420.57,24.86,3,4.43,0.24,0.00,0.00,0.00,791.52,0.56,0.00
Gifu,18682,214.00,18585.57,30.57,27,27.00,1.37,1.00,0.71,0.04,318.16,0.70,2.65
Gunma,16558,172.00,16513.86,24.57,15,13.29,0.69,1.00,0.29,0.01,442.71,0.64,2.15
Hiroshima,21555,196.00,21460.29,28.00,30,31.71,1.13,0.00,0.43,0.02,327.98,0.77,1.35
Hokkaido,60212,1467.00,60093.86,209.57,45,38.57,0.74,0.00,0.14,0.00,733.61,0.78,0.37
Hyogo,77103,1387.00,76712.71,198.14,128,130.43,2.40,1.00,0.71,0.01,285.53,0.80,0.55
Ibaraki,24120,215.00,24012.57,30.71,44,33.29,1.17,0.00,0.43,0.02,333.19,0.64,1.29
Ishikawa,7833,124.00,7807.43,17.71,8,7.29,0.64,0.00,0.14,0.01,522.67,0.81,1.96
Iwate,3479,52.00,3476.43,7.43,1,0.71,0.06,0.00,0.00,0.00,878.72,0.28,0.00
Kagawa,4681,36.00,4671.43,5.14,5,2.86,0.30,0.00,0.00,0.00,614.93,0.53,0.00
Kagoshima,9049,65.00,9039.43,9.29,1,2.71,0.17,0.00,0.29,0.02,1178.41,0.41,10.53
Kanagawa,167461,1254.00,167015.14,179.14,129,145.14,1.58,6.00,3.00,0.03,493.33,0.61,2.07
Kochi,4098,31.00,4084.29,4.43,7,4.29,0.62,0.00,0.00,0.00,406.77,0.74,0.00
Kumamoto,14263,135.00,14212.71,19.29,19,14.29,0.82,0.00,0.29,0.02,415.87,0.60,2.00
Kyoto,35429,272.00,35295.71,38.86,52,33.00,1.28,4.00,1.43,0.06,441.24,0.63,4.33
Mie,14608,162.00,14566.57,23.14,12,12.43,0.70,2.00,0.43,0.02,486.93,0.66,3.45
Miyagi,16190,117.00,16138.71,16.71,21,16.86,0.74,1.00,0.29,0.01,490.06,0.89,1.69
Miyazaki,6128,41.00,6103.86,5.86,25,6.29,0.59,1.00,0.29,0.03,614.57,0.88,4.55
Nagano,8715,96.00,8686.29,13.71,12,8.71,0.43,1.00,0.14,0.01,455.68,0.64,1.64
Nagasaki,5976,71.00,5957.86,10.14,5,5.00,0.38,0.00,0.00,0.00,392.79,0.55,0.00
Nara,15636,149.00,15581.57,21.29,13,17.57,1.33,1.00,0.43,0.03,371.57,0.65,2.44
Niigata,7822,60.00,7760.43,8.57,28,17.29,0.79,1.00,0.29,0.01,224.01,0.83,1.65
Oita,8083,81.00,8036.43,11.57,10,14.43,1.28,0.00,0.29,0.03,323.67,0.97,1.98
Okayama,15084,135.00,15055.57,19.29,17,8.43,0.45,0.00,0.00,0.00,713.75,0.62,0.00
Okinawa,49551,302.00,49356.29,43.14,69,59.00,4.04,0.00,1.29,0.09,336.91,0.64,2.18
Osaka,199289,2966.00,198345.43,423.71,398,267.29,3.03,10.00,3.71,0.04,341.57,0.72,1.39
Saga,5740,29.00,5715.14,4.14,8,6.86,0.85,0.00,0.00,0.00,525.04,1.05,0.00
Saitama,114577,1004.00,114195.43,143.43,153,116.00,1.58,1.00,2.14,0.03,448.51,0.71,1.85
Shiga,12228,100.00,12164.71,14.29,25,16.57,1.17,1.00,0.14,0.01,381.91,0.84,0.86
Shimane,1611,3.00,1589.57,0.43,7,4.86,0.73,0.00,0.00,0.00,190.38,0.85,0.00
Shizuoka,26576,205.00,26493.86,29.29,29,24.14,0.67,0.00,0.14,0.00,411.48,0.59,0.59
Tochigi,15220,114.00,15134.00,16.29,42,23.43,1.21,0.00,0.43,0.02,311.57,0.78,1.83
Tokushima,3248,64.00,3230.86,9.14,12,4.57,0.63,0.00,0.00,0.00,352.69,0.74,0.00
Tokyo,375198,2908.00,374433.14,415.43,267,226.43,1.62,17.00,10.00,0.07,654.66,0.59,4.42
Tottori,1637,5.00,1635.00,0.71,2,0.43,0.08,0.00,0.00,0.00,1204.78,0.28,0.00
Toyama,4792,50.00,4777.86,7.14,5,4.14,0.40,0.00,0.29,0.03,579.21,0.81,6.90
Wakayama,5229,60.00,5211.86,8.57,2,7.57,0.83,0.00,0.14,0.02,366.35,0.93,1.89
Yamagata,3497,56.00,3488.71,8.00,1,3.57,0.34,0.00,0.00,0.00,551.27,1.44,0.00
Yamaguchi,5575,89.00,5555.86,12.71,7,5.71,0.43,0.00,0.00,0.00,462.35,0.78,0.00
Yamanashi,5106,29.00,5056.57,4.14,9,15.43,1.91,0.00,0.00,0.00,269.74,1.71,0.00
Zenkoku,1695271,17598.00,1689626.43,2514.00,1991,1735.86,1.38,54.00,32.86,0.03,432.19,0.68,1.89
