Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,2675,37.00,2380.14,5.29,0,99.71,1.32,0.00,0.29,0.00,8.50,0.92,0.29
Akita,34,0.00,22.29,0.00,2,2.29,0.24,0.00,0.00,0.00,22.72,,0.00
Aomori,32,1.00,32.00,0.14,0,0.00,0.00,0.00,0.00,0.00,214.94,,0.00
Chiba,2114,52.00,1937.71,7.43,53,47.71,0.76,0.00,0.43,0.01,23.15,1.55,0.90
Ehime,101,5.00,99.29,0.71,1,0.86,0.06,0.00,0.00,0.00,42.49,0.90,0.00
Fukui,153,8.00,147.71,1.14,0,1.86,0.24,0.00,0.00,0.00,49.26,1.21,0.00
Fukuoka,2754,36.00,2374.86,5.14,140,101.00,1.98,0.00,0.29,0.01,11.59,1.47,0.28
Fukushima,96,0.00,91.43,0.00,1,1.00,0.05,0.00,0.00,0.00,101.06,1.83,0.00
Gifu,450,7.00,396.71,1.00,15,14.14,0.72,0.00,0.00,0.00,15.20,0.91,0.00
Gunma,221,19.00,203.57,2.71,10,4.14,0.22,0.00,0.00,0.00,49.13,1.88,0.00
Hiroshima,397,3.00,376.14,0.43,4,7.14,0.26,0.00,0.00,0.00,18.24,0.77,0.00
Hokkaido,1528,103.00,1487.57,14.71,14,11.71,0.22,0.00,0.00,0.00,82.32,1.61,0.00
Hyogo,1533,47.00,1387.71,6.71,49,40.14,0.74,0.00,0.29,0.01,19.22,1.07,0.71
Ibaraki,380,10.00,347.29,1.43,12,8.29,0.29,0.00,0.00,0.00,17.70,1.08,0.00
Ishikawa,342,27.00,328.14,3.86,11,2.71,0.24,0.00,0.00,0.00,140.45,1.71,0.00
Iwate,7,0.00,4.86,0.00,1,0.43,0.04,0.00,0.00,0.00,3.65,0.81,0.00
Kagawa,58,0.00,50.29,0.00,1,1.71,0.18,0.00,0.00,0.00,49.29,5.90,0.00
Kagoshima,275,2.00,264.29,0.29,2,2.71,0.17,0.00,0.29,0.02,33.13,0.58,10.53
Kanagawa,3187,101.00,2865.86,14.43,128,81.71,0.89,0.00,0.29,0.00,25.56,1.57,0.35
Kochi,83,3.00,82.14,0.43,0,0.29,0.04,0.00,0.00,0.00,161.67,1.64,0.00
Kumamoto,341,5.00,293.86,0.71,9,17.71,1.02,0.00,0.29,0.02,6.80,0.89,1.61
Kyoto,923,21.00,866.29,3.00,0,23.57,0.92,0.00,0.14,0.01,22.61,0.97,0.61
Mie,212,1.00,159.29,0.14,23,14.29,0.81,0.00,0.00,0.00,7.19,2.07,0.00
Miyagi,181,1.00,174.43,0.14,1,2.29,0.10,0.00,0.00,0.00,31.96,0.85,0.00
Miyazaki,215,0.00,184.86,0.00,7,8.29,0.78,0.00,0.00,0.00,7.44,0.99,0.00
Nagano,127,,123.29,,0,1.43,0.07,,,,23.66,0.63,
Nagasaki,159,3.00,136.57,0.43,10,6.71,0.51,1.00,0.14,0.01,6.52,1.19,2.13
Nara,318,2.00,287.43,0.29,16,7.71,0.58,0.00,0.00,0.00,19.51,1.04,0.00
Niigata,128,0.00,121.57,0.00,2,1.71,0.08,0.00,0.00,0.00,26.79,0.65,0.00
Oita,80,1.00,73.86,0.14,2,1.71,0.15,0.00,0.00,0.00,30.96,1.34,0.00
Okayama,110,,99.14,,3,3.14,0.17,,,,15.07,0.91,
Okinawa,968,7.00,722.57,1.00,84,64.43,4.42,0.00,0.00,0.00,5.20,1.45,0.00
Osaka,5574,95.00,4960.00,13.57,178,161.14,1.83,0.00,0.71,0.01,15.40,0.89,0.44
Saga,145,0.00,121.14,0.00,4,7.14,0.88,0.00,0.00,0.00,10.00,1.74,0.00
Saitama,2822,79.00,2628.71,11.29,84,51.57,0.70,0.00,0.71,0.01,27.86,1.09,1.39
Shiga,283,1.00,232.43,0.14,10,14.14,1.00,0.00,0.00,0.00,13.84,2.60,0.00
Shimane,29,0.00,29.00,0.00,0,0.00,0.00,0.00,0.00,0.00,490.05,,0.00
Shizuoka,345,1.00,322.71,0.14,0,10.86,0.30,0.00,0.00,0.00,12.35,0.62,0.00
Tochigi,243,0.00,214.71,0.00,13,6.86,0.35,0.00,0.00,0.00,24.50,1.23,0.00
Tokushima,57,1.00,42.00,0.14,2,4.14,0.57,0.00,0.00,0.00,6.29,1.68,0.00
Tokyo,15536,333.00,14394.71,47.57,429,297.29,2.13,0.00,0.14,0.00,26.05,1.28,0.05
Tottori,21,0.00,19.57,0.00,0,0.43,0.08,0.00,0.00,0.00,7.38,0.42,0.00
Toyama,275,22.00,259.43,3.14,7,4.43,0.43,0.00,0.00,0.00,54.75,2.63,0.00
Wakayama,174,3.00,171.29,0.43,1,1.00,0.11,0.00,0.00,0.00,24.18,0.28,0.00
Yamagata,76,1.00,76.00,0.14,0,0.00,0.00,0.00,0.00,0.00,513.83,,0.00
Yamaguchi,70,0.00,61.86,0.00,6,1.71,0.13,0.00,0.00,0.00,29.34,1.23,0.00
Yamanashi,124,1.00,110.71,0.14,0,4.29,0.53,0.00,0.00,0.00,23.25,2.36,0.00
Zenkoku,45956,1039.00,41767.43,148.43,1335,1147.57,0.91,1.00,4.00,0.00,19.41,1.15,0.35
