Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,14219,168.00,13698.00,24.00,92,169.14,2.24,5.00,3.00,0.04,44.64,1.00,1.77
Akita,96,1.00,94.71,0.14,1,0.29,0.03,0.00,0.00,0.00,166.87,0.61,0.00
Aomori,396,6.00,390.00,0.86,5,1.86,0.15,0.00,0.00,0.00,84.13,0.58,0.00
Chiba,9324,108.00,8923.57,15.43,152,116.14,1.85,2.00,0.86,0.01,47.64,1.12,0.74
Ehime,379,11.00,374.14,1.57,4,1.29,0.10,0.00,0.29,0.02,107.10,0.93,22.22
Fukui,337,11.00,337.00,1.57,0,0.00,0.00,0.00,0.00,0.00,283.72,,22.22
Fukuoka,7547,115.00,7170.29,16.43,181,93.86,1.84,1.00,0.57,0.01,50.02,1.24,0.61
Fukushima,758,11.00,707.57,1.57,4,14.29,0.78,0.00,0.29,0.02,27.96,1.23,2.00
Gifu,1783,25.00,1696.57,3.57,35,28.29,1.43,2.00,0.57,0.03,30.61,0.97,2.02
Gunma,1973,33.00,1887.14,4.71,23,28.86,1.50,1.00,0.71,0.04,29.96,0.92,2.48
Hiroshima,2377,15.00,2101.29,2.14,79,81.29,2.91,0.00,0.57,0.02,12.78,0.96,0.70
Hokkaido,12381,401.00,12045.14,57.29,74,104.43,2.00,7.00,7.00,0.13,52.80,0.70,6.70
Hyogo,8248,139.00,7942.86,19.86,44,100.14,1.84,6.00,3.14,0.06,42.46,0.99,3.14
Ibaraki,2168,34.00,2114.14,4.86,19,16.43,0.58,0.00,0.29,0.01,65.35,0.88,1.74
Ishikawa,974,50.00,952.86,7.14,7,6.29,0.56,0.00,0.00,0.00,91.63,1.11,0.00
Iwate,341,20.00,330.57,2.86,5,3.29,0.27,2.00,1.14,0.09,26.36,0.38,34.78
Kagawa,211,3.00,207.29,0.43,2,0.86,0.09,0.00,0.00,0.00,99.59,0.69,0.00
Kagoshima,890,13.00,864.29,1.86,15,7.57,0.48,0.00,0.00,0.00,52.51,0.65,0.00
Kanagawa,17387,242.00,16553.71,34.57,348,243.29,2.64,4.00,2.14,0.02,42.80,1.21,0.88
Kochi,549,6.00,485.43,0.86,31,16.71,2.42,1.00,0.29,0.04,13.34,0.96,1.71
Kumamoto,1468,13.00,1392.14,1.86,22,19.86,1.14,0.00,0.00,0.00,34.14,0.88,0.00
Kyoto,3829,44.00,3591.57,6.29,47,64.43,2.51,1.00,0.14,0.01,33.71,1.17,0.22
Mie,1161,15.00,1132.43,2.14,10,8.29,0.47,0.00,0.14,0.01,55.29,0.60,1.72
Miyagi,1801,12.00,1709.29,1.71,25,29.29,1.28,0.00,0.00,0.00,30.27,0.94,0.00
Miyazaki,669,5.00,651.86,0.71,0,6.71,0.63,0.00,0.14,0.01,49.02,1.08,2.13
Nagano,1053,11.00,1032.00,1.57,3,6.71,0.33,0.00,0.57,0.03,48.04,0.49,8.51
Nagasaki,419,3.00,365.43,0.43,19,11.57,0.88,0.00,0.00,0.00,23.13,1.39,0.00
Nara,1712,20.00,1630.14,2.86,26,22.57,1.71,0.00,0.71,0.05,44.37,1.07,3.16
Niigata,448,3.00,433.29,0.43,5,4.29,0.19,0.00,0.00,0.00,46.92,0.75,0.00
Oita,580,5.00,564.86,0.71,4,5.29,0.47,0.00,0.29,0.03,37.41,0.51,5.41
Okayama,1124,12.00,991.71,1.71,13,38.00,2.02,0.00,0.14,0.01,13.94,8.64,0.38
Okinawa,5010,79.00,4945.29,11.29,21,18.57,1.27,0.00,0.29,0.02,128.17,0.83,1.54
Osaka,27500,502.00,26714.29,71.71,283,240.57,2.73,12.00,8.57,0.10,56.19,0.88,3.56
Saga,417,3.00,407.43,0.43,6,2.71,0.34,0.00,0.00,0.00,58.23,0.63,0.00
Saitama,11985,181.00,11462.43,25.86,196,155.86,2.12,2.00,1.00,0.01,43.35,1.07,0.64
Shiga,955,11.00,917.71,1.57,11,9.86,0.70,0.00,0.00,0.00,72.29,1.62,0.00
Shimane,181,0.00,177.71,0.00,0,1.57,0.24,0.00,0.00,0.00,61.08,1.07,0.00
Shizuoka,2405,32.00,2338.57,4.57,22,21.71,0.60,2.00,1.14,0.03,47.36,0.83,5.26
Tochigi,1073,4.00,1001.43,0.57,34,19.29,1.00,0.00,0.29,0.01,30.73,1.12,1.48
Tokushima,192,9.00,189.71,1.29,0,0.57,0.08,0.00,0.00,0.00,336.70,,0.00
Tokyo,52382,568.00,50695.43,81.14,544,530.57,3.80,1.00,1.57,0.01,57.33,1.15,0.30
Tottori,70,0.00,68.57,0.00,1,0.29,0.05,0.00,0.00,0.00,209.29,1.00,0.00
Toyama,503,26.00,488.14,3.71,9,3.71,0.36,0.00,0.00,0.00,112.69,1.64,0.00
Wakayama,587,7.00,575.71,1.00,5,2.71,0.30,0.00,0.00,0.00,97.83,0.66,0.00
Yamagata,330,3.00,306.57,0.43,6,5.71,0.54,0.00,0.29,0.03,19.07,0.58,5.00
Yamaguchi,472,3.00,457.29,0.43,4,4.43,0.33,1.00,0.14,0.01,84.81,1.47,3.23
Yamanashi,488,10.00,471.29,1.43,0,4.14,0.51,0.00,0.14,0.02,75.25,1.18,3.45
Zenkoku,201152,2993.00,193588.86,427.57,2437,2273.57,1.81,50.00,36.43,0.03,47.86,1.02,1.60
