Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,5290,83.00,5189.29,11.86,49,24.00,0.32,0.00,0.29,0.00,134.19,0.94,1.19
Akita,53,0.00,53.00,0.00,0,0.00,0.00,0.00,0.00,0.00,197.58,,1.19
Aomori,36,1.00,35.14,0.14,1,0.14,0.01,0.00,0.00,0.00,1191.17,,0.00
Chiba,3822,70.00,3747.14,10.00,17,21.86,0.35,0.00,0.29,0.00,92.60,0.81,1.31
Ehime,114,6.00,114.00,0.86,0,0.00,0.00,0.00,0.00,0.00,,,1.31
Fukui,244,11.00,244.00,1.57,0,0.00,0.00,0.00,0.14,0.02,,,1.31
Fukuoka,5027,95.00,5014.43,13.57,4,3.29,0.06,0.00,0.57,0.01,725.40,0.53,17.39
Fukushima,251,3.00,238.29,0.43,4,3.57,0.20,1.00,0.14,0.01,56.61,1.80,4.00
Gifu,622,10.00,610.57,1.43,6,3.14,0.16,0.00,0.00,0.00,211.35,4.15,0.00
Gunma,699,19.00,692.43,2.71,0,2.29,0.12,0.00,0.00,0.00,46.43,0.26,0.00
Hiroshima,533,3.00,501.29,0.43,17,7.71,0.28,0.00,0.00,0.00,87.64,6.42,0.00
Hokkaido,2058,107.00,2013.00,15.29,19,11.86,0.23,0.00,0.00,0.00,99.45,1.06,0.00
Hyogo,2674,59.00,2632.14,8.43,16,10.29,0.19,0.00,0.29,0.01,126.56,0.81,2.78
Ibaraki,649,17.00,635.14,2.43,11,2.86,0.10,0.00,0.00,0.00,224.64,1.53,0.00
Ishikawa,776,47.00,768.57,6.71,0,2.29,0.20,0.00,0.29,0.03,158.70,0.85,12.50
Iwate,23,0.00,23.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,12.50
Kagawa,93,2.00,93.00,0.29,0,0.00,0.00,0.00,0.00,0.00,1050.46,,12.50
Kagoshima,411,12.00,393.43,1.71,11,4.86,0.31,0.00,0.00,0.00,102.77,4.61,0.00
Kanagawa,6760,136.00,6596.14,19.43,16,45.57,0.49,0.00,0.14,0.00,86.88,0.86,0.31
Kochi,138,4.00,137.29,0.57,0,0.14,0.02,0.00,0.00,0.00,2328.97,,0.00
Kumamoto,572,8.00,571.71,1.14,0,0.14,0.01,0.00,0.00,0.00,2424.80,1.00,0.00
Kyoto,1731,25.00,1703.86,3.57,21,10.29,0.40,0.00,0.00,0.00,153.13,1.83,0.00
Mie,495,7.00,485.71,1.00,1,2.86,0.16,0.00,0.29,0.02,128.49,1.44,10.00
Miyagi,392,2.00,380.71,0.29,3,3.29,0.14,0.00,0.00,0.00,48.24,0.54,0.00
Miyazaki,344,1.00,344.00,0.14,0,0.00,0.00,0.00,0.00,0.00,11681.26,,0.00
Nagano,305,1.00,303.57,0.14,0,0.29,0.01,0.00,0.00,0.00,394.13,0.46,0.00
Nagasaki,236,3.00,236.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Nara,567,9.00,560.43,1.29,5,1.57,0.12,0.00,0.00,0.00,314.81,1.76,0.00
Niigata,170,0.00,168.00,0.00,0,0.71,0.03,0.00,0.00,0.00,91.09,0.48,0.00
Oita,158,2.00,158.00,0.29,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,154,,150.57,,1,0.86,0.05,,,,241.09,3.60,
Okinawa,2441,46.00,2398.00,6.57,14,11.00,0.75,0.00,0.14,0.01,159.16,1.18,1.30
Osaka,10483,203.00,10329.14,29.00,36,45.29,0.51,2.00,1.29,0.01,121.26,0.89,2.84
Saga,245,0.00,244.43,0.00,0,0.14,0.02,0.00,0.00,0.00,4148.49,,0.00
Saitama,4600,101.00,4525.86,14.43,18,19.71,0.27,0.00,0.14,0.00,159.37,1.06,0.72
Shiga,495,8.00,487.00,1.14,0,2.29,0.16,0.00,0.00,0.00,209.62,1.80,0.00
Shimane,140,0.00,138.86,0.00,0,0.43,0.06,0.00,0.00,0.00,360.35,,0.00
Shizuoka,532,1.00,524.43,0.14,6,2.14,0.06,0.00,0.00,0.00,231.93,1.25,0.00
Tochigi,427,1.00,418.29,0.14,0,3.57,0.18,0.00,0.00,0.00,50.55,0.84,0.00
Tokushima,147,9.00,147.00,1.29,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Tokyo,25335,406.00,24863.29,58.00,78,134.43,0.96,6.00,2.14,0.02,112.67,0.94,1.59
Tottori,36,0.00,36.00,0.00,0,0.00,0.00,0.00,0.00,0.00,201.35,,1.59
Toyama,412,25.00,410.86,3.57,0,0.29,0.03,0.00,0.00,0.00,1070.99,1.00,0.00
Wakayama,240,4.00,238.43,0.57,0,0.43,0.05,0.00,0.00,0.00,473.93,,0.00
Yamagata,78,1.00,78.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Yamaguchi,198,2.00,196.00,0.29,0,0.43,0.03,0.00,0.14,0.01,737.24,2.19,33.33
Yamanashi,182,6.00,180.29,0.86,2,0.29,0.04,0.00,0.14,0.02,1528.39,1.64,50.00
Zenkoku,81388,1556.00,80009.71,222.29,356,384.29,0.31,9.00,6.43,0.01,126.47,0.94,1.67
