Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,106357,1156.00,106305.43,165.14,11,17.29,0.23,0.00,0.14,0.00,3604.55,0.93,0.83
Akita,1908,27.00,1903.43,3.86,0,1.29,0.14,0.00,0.00,0.00,1402.97,1.52,0.00
Aomori,5894,38.00,5892.14,5.43,1,0.57,0.05,0.00,0.00,0.00,3029.72,0.46,0.00
Chiba,100311,1024.00,100293.00,146.29,3,5.86,0.09,0.00,0.14,0.00,8868.34,0.81,2.44
Ehime,5382,82.00,5371.00,11.71,1,4.43,0.33,0.00,0.00,0.00,685.96,1.08,0.00
Fukui,3113,38.00,3106.29,5.43,3,1.29,0.17,0.00,0.14,0.02,4217.68,2.19,11.11
Fukuoka,74438,621.00,74407.29,88.71,7,8.57,0.17,0.00,0.00,0.00,6754.75,1.08,0.00
Fukushima,9483,175.00,9482.71,25.00,0,0.14,0.01,0.00,0.00,0.00,23002.78,0.46,0.00
Gifu,19133,218.00,19110.71,31.14,4,7.00,0.35,0.00,0.14,0.01,1771.02,1.18,2.04
Gunma,16789,176.00,16772.29,25.14,3,6.00,0.31,0.00,0.00,0.00,1718.59,1.07,0.00
Hiroshima,22065,202.00,22037.43,28.86,5,7.29,0.26,0.00,0.14,0.01,1956.95,1.00,1.96
Hokkaido,60752,1471.00,60730.86,210.14,3,6.29,0.12,0.00,0.14,0.00,4601.76,0.77,2.27
Hyogo,78459,1395.00,78403.29,199.29,12,18.14,0.33,0.00,0.00,0.00,2381.55,0.89,0.00
Ibaraki,24403,218.00,24395.00,31.14,0,2.29,0.08,0.00,0.00,0.00,6733.81,0.82,0.00
Ishikawa,7963,129.00,7961.14,18.43,0,1.00,0.09,0.00,0.00,0.00,2968.94,0.49,0.00
Iwate,3486,53.00,3486.00,7.57,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagawa,4703,38.00,4703.00,5.43,0,0.00,0.00,0.00,0.00,0.00,6141.18,,0.00
Kagoshima,9101,66.00,9101.00,9.43,0,0.00,0.00,0.00,0.00,0.00,11037.16,,0.00
