Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,112955,1164.00,109812.86,166.29,1449,703.29,9.33,1.00,0.43,0.01,192.41,3.49,0.06
Akita,2097,27.00,2008.86,3.86,38,21.57,2.27,0.00,0.00,0.00,131.08,10.01,0.00
Aomori,6522,39.00,6190.71,5.57,129,79.29,6.44,0.00,0.14,0.01,110.91,5.50,0.18
Chiba,106293,1029.00,103616.57,147.00,1207,631.00,10.05,0.00,0.14,0.00,194.53,3.18,0.02
Ehime,6486,82.00,5961.71,11.71,213,129.29,9.75,0.00,0.00,0.00,54.05,4.18,0.00
Fukui,3585,38.00,3416.29,5.43,48,47.57,6.24,0.00,0.00,0.00,58.84,2.63,0.00
Fukuoka,80195,628.00,77412.86,89.71,1290,634.00,12.41,0.00,0.14,0.00,157.97,3.67,0.02
Fukushima,9946,176.00,9785.43,25.14,66,40.86,2.23,0.00,0.00,0.00,216.65,2.03,0.00
Gifu,20689,219.00,20059.71,31.29,202,158.57,8.03,0.00,0.00,0.00,144.36,2.88,0.00
Gunma,19216,182.00,18452.29,26.00,259,193.00,10.02,0.00,0.57,0.03,95.82,2.15,0.30
Hiroshima,29379,205.00,26624.57,29.29,1212,703.71,25.18,0.00,0.29,0.01,31.35,2.30,0.04
Hokkaido,64629,1477.00,63059.00,211.00,692,356.57,6.84,0.00,0.14,0.00,228.41,3.26,0.04
Hyogo,83513,1399.00,81040.57,199.86,1191,544.00,10.00,0.00,0.14,0.00,199.97,3.79,0.03
Ibaraki,25943,220.00,25282.29,31.43,253,158.29,5.55,0.00,0.00,0.00,176.79,2.59,0.00
Ishikawa,8476,139.00,8258.71,19.86,106,48.71,4.31,0.00,0.00,0.00,220.36,3.38,0.00
Iwate,3614,53.00,3562.86,7.57,14,12.14,1.00,0.00,0.00,0.00,318.55,1.97,0.00
Kagawa,5172,38.00,4960.57,5.43,85,52.43,5.53,0.00,0.00,0.00,109.13,2.92,0.00
Kagoshima,10481,66.00,10062.43,9.43,148,109.00,6.87,0.00,0.00,0.00,61.14,1.39,0.00
Kanagawa,177989,1321.00,174158.00,188.71,1751,888.43,9.64,1.00,0.29,0.00,221.08,2.98,0.03
Kochi,4339,33.00,4261.14,4.71,29,18.86,2.73,0.00,0.00,0.00,258.33,2.88,0.00
Kumamoto,15624,136.00,15180.57,19.43,0,166.71,9.60,0.00,0.00,0.00,95.39,8.33,0.00
Kyoto,40510,292.00,38504.29,41.71,847,478.57,18.63,0.00,0.00,0.00,93.43,2.82,0.00
Mie,15857,165.00,15334.71,23.57,157,129.14,7.31,0.00,0.29,0.02,152.57,4.79,0.22
Miyagi,16803,118.00,16564.00,16.86,79,58.43,2.55,0.00,0.00,0.00,334.65,3.05,0.00
Miyazaki,6378,41.00,6311.00,5.86,0,30.71,2.89,0.00,0.00,0.00,199.40,8.95,0.00
Nagano,10652,97.00,10010.71,13.86,232,167.14,8.22,0.00,0.00,0.00,51.70,2.31,0.00
Nagasaki,7156,73.00,6659.14,10.43,180,122.43,9.34,0.00,0.00,0.00,64.28,4.00,0.00
Nara,17290,149.00,16785.86,21.29,196,124.86,9.44,0.00,0.00,0.00,122.64,1.91,0.00
Niigata,9802,63.00,9117.14,9.00,266,165.57,7.53,0.00,0.00,0.00,56.13,2.59,0.00
Oita,8800,84.00,8494.43,12.00,144,71.71,6.37,0.00,0.00,0.00,143.94,3.78,0.00
Okayama,16855,136.00,16254.71,19.43,261,142.29,7.56,0.00,0.00,0.00,126.31,2.81,0.00
Okinawa,67096,398.00,62206.29,56.86,3055,1269.57,87.03,0.00,0.00,0.00,31.87,1.25,0.00
Osaka,222860,3069.00,213757.86,438.43,3760,2150.57,24.39,0.00,0.43,0.00,119.23,2.95,0.02
Saga,6850,30.00,6447.57,4.29,132,105.43,13.03,0.00,0.00,0.00,59.30,2.78,0.00
Saitama,122833,1060.00,119681.86,151.43,1399,741.00,10.09,0.00,0.14,0.00,183.44,2.82,0.02
Shiga,14356,104.00,13612.00,14.86,267,191.71,13.57,0.00,0.00,0.00,71.46,2.32,0.00
Shimane,2332,5.00,2104.86,0.71,85,57.71,8.65,0.00,0.00,0.00,32.71,2.26,0.00
Shizuoka,29447,210.00,28222.14,30.00,447,293.43,8.11,0.00,0.14,0.00,113.11,3.21,0.05
Tochigi,16980,118.00,16421.00,16.86,190,143.71,7.44,0.00,0.14,0.01,122.16,2.53,0.10
Tokushima,3478,66.00,3399.86,9.43,21,20.43,2.83,0.00,0.00,0.00,169.40,2.85,0.00
Tokyo,407834,3178.00,396581.00,454.00,4172,2724.00,19.50,0.00,0.43,0.00,164.20,2.78,0.02
Tottori,1889,5.00,1807.57,0.71,30,21.57,3.91,0.00,0.00,0.00,72.42,1.89,0.00
Toyama,5098,52.00,5014.86,7.43,21,21.71,2.10,0.00,0.00,0.00,181.90,2.42,0.00
Wakayama,6108,62.00,5694.57,8.86,157,101.00,11.05,0.00,0.00,0.00,71.91,6.45,0.00
Yamagata,3843,56.00,3743.57,8.00,26,27.14,2.55,0.00,0.00,0.00,149.47,3.42,0.00
Yamaguchi,8122,94.00,7474.71,13.43,200,175.71,13.10,0.00,0.14,0.01,29.17,1.30,0.08
Yamanashi,5459,29.00,5369.43,4.14,0,36.29,4.50,0.00,0.00,0.00,138.17,3.50,0.00
Zenkoku,1871831,18425.00,1808743.14,2632.14,26706,15269.14,12.14,2.00,4.00,0.00,126.05,2.53,0.03
