Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,6275,96.00,6078.57,13.71,48,52.71,0.70,0.00,0.57,0.01,96.48,1.75,1.08
Akita,64,0.00,62.00,0.00,1,0.43,0.05,0.00,0.00,0.00,260.79,2.19,0.00
Aomori,244,4.00,221.00,0.57,8,7.00,0.57,0.00,0.29,0.02,14.30,0.95,4.08
Chiba,5079,81.00,4990.14,11.57,21,28.43,0.45,0.00,0.43,0.01,88.19,0.85,1.51
Ehime,116,6.00,116.00,0.86,0,0.00,0.00,0.00,0.00,0.00,,,1.51
Fukui,257,11.00,256.43,1.57,0,0.14,0.02,0.00,0.00,0.00,2900.70,,0.00
Fukuoka,5236,103.00,5213.57,14.71,10,6.71,0.13,1.00,0.29,0.01,559.71,1.07,4.26
Fukushima,389,6.00,387.57,0.86,1,0.29,0.02,0.00,0.00,0.00,232.63,0.22,0.00
Gifu,693,11.00,681.14,1.57,6,3.00,0.15,0.00,0.00,0.00,179.72,0.88,0.00
Gunma,902,19.00,892.14,2.71,1,4.00,0.21,0.00,0.00,0.00,75.64,0.50,0.00
Hiroshima,662,5.00,659.00,0.71,0,0.86,0.03,0.00,0.00,0.00,506.26,1.14,0.00
Hokkaido,3205,110.00,3014.57,15.71,69,50.14,0.96,0.00,0.14,0.00,39.85,1.29,0.28
Hyogo,3265,63.00,3204.14,9.00,15,16.86,0.31,0.00,0.29,0.01,112.47,0.94,1.69
Ibaraki,773,18.00,760.86,2.57,3,4.14,0.15,0.00,0.00,0.00,149.57,1.77,0.00
Ishikawa,812,49.00,806.57,7.00,0,1.71,0.15,0.00,0.00,0.00,412.64,2.19,0.00
Iwate,27,0.00,27.00,0.00,0,0.00,0.00,0.00,0.00,0.00,303.25,,0.00
Kagawa,101,2.00,101.00,0.29,0,0.00,0.00,0.00,0.00,0.00,683.65,,0.00
Kagoshima,475,13.00,467.57,1.86,7,1.71,0.11,1.00,0.14,0.01,493.84,,8.33
Kanagawa,8799,171.00,8641.57,24.43,22,49.43,0.54,0.00,0.86,0.01,98.35,0.94,1.73
Kochi,144,4.00,143.86,0.57,0,0.14,0.02,0.00,0.00,0.00,210.00,0.61,0.00
Kumamoto,808,8.00,786.43,1.14,22,4.86,0.28,0.00,0.00,0.00,154.68,1.52,0.00
Kyoto,2061,30.00,2010.86,4.29,47,11.43,0.44,0.00,0.00,0.00,160.95,1.56,0.00
Mie,568,7.00,561.14,1.00,2,1.86,0.11,0.00,0.00,0.00,331.93,1.98,0.00
Miyagi,742,2.00,685.86,0.29,16,18.86,0.82,0.00,0.00,0.00,23.20,1.53,0.00
Miyazaki,367,1.00,367.00,0.14,0,0.00,0.00,0.00,0.00,0.00,2075.05,,0.00
Nagano,344,6.00,339.14,0.86,1,1.43,0.07,0.00,0.29,0.01,166.96,1.17,20.00
Nagasaki,244,3.00,244.00,0.43,0,0.00,0.00,0.00,0.00,0.00,688.18,,20.00
Nara,664,10.00,643.14,1.43,5,5.43,0.41,0.00,0.14,0.01,145.15,2.42,2.63
Niigata,184,0.00,183.14,0.00,0,0.29,0.01,0.00,0.00,0.00,363.47,1.00,0.00
Oita,159,3.00,159.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,291,4.00,263.86,0.57,0,10.86,0.58,0.00,0.43,0.02,15.26,1.85,3.95
Okinawa,3373,63.00,3302.14,9.00,10,22.29,1.53,0.00,0.71,0.05,72.67,0.78,3.21
Osaka,12876,244.00,12595.29,34.86,0,92.14,1.05,0.00,1.29,0.01,81.86,1.26,1.40
Saga,256,0.00,254.29,0.00,2,0.29,0.04,0.00,0.00,0.00,1231.37,1.00,0.00
Saitama,5915,107.00,5808.43,15.29,26,33.29,0.45,0.00,0.14,0.00,107.09,1.02,0.43
Shiga,557,9.00,549.14,1.29,4,2.00,0.14,0.00,0.00,0.00,182.23,1.37,0.00
Shimane,141,0.00,141.00,0.00,0,0.00,0.00,0.00,0.00,0.00,795.73,,0.00
Shizuoka,661,2.00,632.86,0.29,25,8.00,0.22,0.00,0.00,0.00,64.30,2.45,0.00
Tochigi,490,1.00,485.86,0.14,1,1.43,0.07,0.00,0.00,0.00,209.13,1.44,0.00
Tokushima,164,9.00,164.00,1.29,0,0.00,0.00,0.00,0.00,0.00,1854.28,,0.00
Tokyo,31293,459.00,30842.86,65.57,81,144.00,1.03,4.00,1.14,0.01,127.13,1.05,0.79
Tottori,38,0.00,37.86,0.00,0,0.14,0.03,0.00,0.00,0.00,73.18,1.00,0.00
Toyama,423,26.00,422.71,3.71,0,0.14,0.01,0.00,0.00,0.00,2869.00,,0.00
Wakayama,277,4.00,274.14,0.57,2,0.71,0.08,0.00,0.00,0.00,176.62,0.51,0.00
Yamagata,86,1.00,86.00,0.14,0,0.00,0.00,0.00,0.00,0.00,130.33,,0.00
Yamaguchi,213,2.00,213.00,0.29,0,0.00,0.00,0.00,0.00,0.00,801.39,,0.00
Yamanashi,216,6.00,211.29,0.86,4,1.43,0.18,0.00,0.00,0.00,104.66,1.92,0.00
Zenkoku,100929,1779.00,98989.14,254.14,460,588.57,0.47,6.00,7.14,0.01,104.74,1.12,1.21
