Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,506,34.00,505.29,4.86,0,0.43,0.01,0.00,0.00,0.00,269.97,0.37,0.00
Akita,16,0.00,16.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Aomori,27,1.00,27.00,0.14,0,0.00,0.00,0.00,0.14,0.01,,,0.00
Chiba,904,44.00,900.71,6.29,0,0.86,0.01,0.00,0.29,0.00,270.71,0.65,33.33
Ehime,78,4.00,73.57,0.57,3,1.14,0.09,0.00,0.14,0.01,16.10,0.49,12.50
Fukui,122,8.00,122.00,1.14,0,0.00,0.00,0.00,0.00,0.00,,,12.50
Fukuoka,658,25.00,657.71,3.57,0,0.14,0.00,0.00,0.00,0.00,1238.61,0.37,0.00
Fukushima,81,0.00,81.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Gifu,150,7.00,150.00,1.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Gunma,149,19.00,147.71,2.71,1,0.29,0.01,0.00,0.14,0.01,1000.97,,50.00
Hiroshima,167,2.00,165.86,0.29,1,0.29,0.01,0.00,0.00,0.00,936.44,,0.00
Hokkaido,1024,78.00,1013.57,11.14,5,3.57,0.07,1.00,0.71,0.01,97.34,0.57,20.00
Hyogo,699,38.00,699.00,5.43,0,0.14,0.00,0.00,0.00,0.00,576.62,0.19,0.00
Ibaraki,168,9.00,168.00,1.29,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Ishikawa,294,24.00,289.43,3.43,2,1.14,0.10,2.00,0.43,0.04,176.29,1.00,37.50
Iwate,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,37.50
Kagawa,28,0.00,28.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,37.50
Kagoshima,10,0.00,10.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,37.50
Kanagawa,1322,71.00,1285.86,10.14,7,10.14,0.11,2.00,1.14,0.01,66.65,0.82,11.27
Kochi,74,3.00,74.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,11.27
Kumamoto,48,3.00,48.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,11.27
Kyoto,358,14.00,358.00,2.00,0,0.00,0.00,0.00,0.14,0.01,326.19,,11.27
Mie,45,1.00,45.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,11.27
Miyagi,88,1.00,88.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,11.27
Miyazaki,17,0.00,17.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,11.27
Nagano,76,,76.00,,0,0.00,0.00,,,,427.78,,11.27
Nagasaki,17,1.00,17.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,11.27
Nara,91,2.00,90.43,0.29,0,0.14,0.01,0.00,0.00,0.00,1021.35,,0.00
Niigata,83,0.00,83.00,0.00,0,0.00,0.00,0.00,0.00,0.00,467.41,,0.00
Oita,60,1.00,60.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,25,,25.00,,0,0.00,0.00,,,,280.60,,0.00
Okinawa,142,6.00,142.00,0.86,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Osaka,1780,76.00,1773.14,10.86,0,1.71,0.02,0.00,0.86,0.01,367.04,0.49,50.00
Saga,47,0.00,47.00,0.00,0,0.00,0.00,0.00,0.00,0.00,142.68,,50.00
Saitama,998,46.00,992.14,6.57,1,2.00,0.03,0.00,0.00,0.00,225.25,0.87,0.00
Shiga,99,1.00,99.00,0.14,0,0.00,0.00,0.00,0.00,0.00,256.22,,0.00
Shimane,24,0.00,24.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Shizuoka,74,1.00,73.29,0.14,0,0.14,0.00,0.00,0.00,0.00,1242.12,,0.00
Tochigi,64,0.00,61.57,0.00,0,0.57,0.03,0.00,0.00,0.00,54.06,1.00,0.00
Tokushima,5,1.00,5.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Tokyo,5136,263.00,5083.43,37.57,3,12.29,0.09,7.00,4.71,0.03,181.24,0.57,38.37
Tottori,3,0.00,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,38.37
Toyama,227,21.00,226.43,3.00,0,0.29,0.03,0.00,0.43,0.04,185.14,0.37,150.00
Wakayama,63,3.00,63.00,0.43,0,0.00,0.00,0.00,0.00,0.00,710.82,,150.00
Yamagata,69,0.00,69.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,150.00
Yamaguchi,37,0.00,37.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,150.00
Yamanashi,60,0.00,58.43,0.00,0,0.43,0.05,0.00,0.00,0.00,139.31,2.19,0.00
Zenkoku,16213,808.00,16079.57,115.43,23,35.71,0.03,12.00,9.14,0.01,190.34,0.62,25.60
