Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,5869,92.00,5780.43,13.14,16,24.14,0.32,0.00,0.14,0.00,171.46,1.22,0.59
Akita,61,0.00,60.86,0.00,0,0.14,0.02,0.00,0.00,0.00,156.56,,0.00
Aomori,187,1.00,157.43,0.14,12,7.57,0.62,0.00,0.00,0.00,6.91,0.73,0.00
Chiba,4836,77.00,4723.00,11.00,25,35.43,0.56,0.00,0.14,0.00,84.17,1.16,0.40
Ehime,116,6.00,116.00,0.86,0,0.00,0.00,0.00,0.00,0.00,1310.86,,0.40
Fukui,256,11.00,256.00,1.57,0,0.00,0.00,0.00,0.00,0.00,345.36,,0.40
Fukuoka,5189,101.00,5168.57,14.43,10,6.14,0.12,0.00,0.14,0.00,624.52,1.11,2.33
Fukushima,386,6.00,379.57,0.86,0,2.43,0.13,0.00,0.00,0.00,49.31,0.46,0.00
Gifu,672,11.00,663.00,1.57,0,3.57,0.18,0.00,0.14,0.01,140.99,2.26,4.00
Gunma,870,19.00,836.71,2.71,3,10.43,0.54,0.00,0.00,0.00,57.62,2.36,0.00
Hiroshima,656,5.00,652.71,0.71,1,0.71,0.03,0.00,0.14,0.01,459.42,0.66,20.00
Hokkaido,2804,109.00,2669.00,15.57,41,35.00,0.67,1.00,0.14,0.00,60.41,1.41,0.41
Hyogo,3142,61.00,3068.86,8.71,16,18.43,0.34,0.00,0.00,0.00,135.61,1.24,0.00
Ibaraki,743,18.00,736.57,2.57,2,1.86,0.07,0.00,0.00,0.00,229.20,0.79,0.00
Ishikawa,799,49.00,797.14,7.00,0,0.57,0.05,0.00,0.29,0.03,498.95,0.43,50.00
Iwate,27,0.00,26.57,0.00,0,0.14,0.01,0.00,0.00,0.00,110.37,0.61,0.00
Kagawa,101,2.00,100.29,0.29,0,0.29,0.03,0.00,0.00,0.00,159.76,0.75,0.00
Kagoshima,463,12.00,463.00,1.71,0,0.00,0.00,0.00,0.00,0.00,681.29,,0.00
Kanagawa,8389,163.00,8225.57,23.29,20,53.86,0.58,1.00,1.29,0.01,93.62,1.01,2.39
Kochi,142,4.00,140.57,0.57,0,0.29,0.04,0.00,0.00,0.00,793.30,1.64,0.00
Kumamoto,769,8.00,762.14,1.14,1,2.71,0.16,0.00,0.00,0.00,120.82,0.69,0.00
Kyoto,1974,30.00,1951.14,4.29,16,6.14,0.24,0.00,0.29,0.01,183.71,0.74,4.65
Mie,555,7.00,553.00,1.00,0,0.71,0.04,0.00,0.00,0.00,358.76,0.79,0.00
Miyagi,602,2.00,556.43,0.29,30,10.43,0.45,0.00,0.00,0.00,56.41,1.69,0.00
Miyazaki,367,1.00,366.14,0.14,1,0.14,0.01,0.00,0.00,0.00,273.92,0.11,0.00
Nagano,334,4.00,329.43,0.57,4,1.14,0.06,0.00,0.00,0.00,246.21,1.23,0.00
Nagasaki,244,3.00,242.29,0.43,2,0.29,0.02,0.00,0.00,0.00,1026.20,1.64,0.00
Nara,626,9.00,622.00,1.29,1,1.57,0.12,0.00,0.00,0.00,232.30,1.07,0.00
Niigata,182,0.00,180.71,0.00,0,0.29,0.01,0.00,0.00,0.00,874.40,1.64,0.00
Oita,159,3.00,159.00,0.43,0,0.00,0.00,0.00,0.00,0.00,1797.68,,0.00
Okayama,206,1.00,192.00,0.14,3,4.57,0.24,0.00,0.00,0.00,39.33,2.47,0.00
Okinawa,3194,58.00,3088.86,8.29,29,31.29,2.14,0.00,0.43,0.03,60.82,1.13,1.37
Osaka,12089,235.00,11870.43,33.57,43,67.00,0.76,1.00,1.14,0.01,122.53,1.36,1.71
Saga,254,0.00,253.29,0.00,0,0.29,0.04,0.00,0.00,0.00,427.70,0.75,0.00
Saitama,5653,106.00,5551.14,15.14,34,32.43,0.44,1.00,0.43,0.01,94.99,0.90,1.32
Shiga,539,9.00,534.71,1.29,1,1.29,0.09,0.00,0.00,0.00,192.84,1.00,0.00
Shimane,141,0.00,140.14,0.00,1,0.14,0.02,0.00,0.00,0.00,4757.42,,0.00
Shizuoka,596,2.00,586.86,0.29,8,2.29,0.06,0.00,0.00,0.00,205.19,1.16,0.00
Tochigi,477,1.00,474.71,0.14,0,0.86,0.04,0.00,0.00,0.00,129.72,0.40,0.00
Tokushima,164,9.00,163.57,1.29,0,0.29,0.04,0.00,0.00,0.00,72.62,0.32,0.00
Tokyo,30127,450.00,29687.86,64.29,94,134.57,0.96,3.00,1.86,0.01,126.17,0.90,1.38
Tottori,37,0.00,35.43,0.00,2,0.14,0.03,0.00,0.00,0.00,,,0.00
Toyama,422,26.00,422.00,3.71,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Wakayama,272,4.00,266.71,0.57,0,1.86,0.20,0.00,0.00,0.00,98.21,2.85,0.00
Yamagata,84,1.00,82.86,0.14,0,0.43,0.04,0.00,0.00,0.00,214.04,,0.00
Yamaguchi,213,2.00,211.71,0.29,0,0.57,0.04,0.00,0.00,0.00,376.03,,0.00
Yamanashi,203,6.00,201.71,0.86,0,0.57,0.07,0.00,0.00,0.00,323.81,1.64,0.00
Zenkoku,96191,1724.00,94508.14,246.29,416,503.00,0.40,7.00,6.57,0.01,118.21,1.05,1.31
