Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,4897,76.00,4797.57,10.86,33,25.43,0.34,1.00,0.29,0.00,123.58,1.06,1.12
Akita,51,0.00,50.14,0.00,1,0.14,0.02,0.00,0.00,0.00,565.26,1.00,0.00
Aomori,35,1.00,35.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Chiba,3416,67.00,3341.86,9.57,11,22.57,0.36,0.00,0.43,0.01,83.28,1.00,1.90
Ehime,114,6.00,114.00,0.86,0,0.00,0.00,0.00,0.00,0.00,,,1.90
Fukui,244,8.00,244.00,1.14,0,0.00,0.00,0.00,0.00,0.00,241.31,,1.90
Fukuoka,4948,80.00,4893.29,11.43,16,16.29,0.32,1.00,1.29,0.03,136.29,0.63,7.89
Fukushima,211,0.00,197.71,0.00,3,3.86,0.21,0.00,0.00,0.00,36.56,1.78,0.00
Gifu,594,10.00,577.57,1.43,2,4.00,0.20,0.00,0.00,0.00,186.19,3.01,0.00
Gunma,553,19.00,522.71,2.71,6,8.00,0.42,0.00,0.00,0.00,44.13,1.13,0.00
Hiroshima,468,3.00,464.29,0.43,2,1.14,0.04,0.00,0.00,0.00,412.55,4.42,0.00
Hokkaido,1876,106.00,1857.57,15.14,3,6.00,0.12,0.00,0.14,0.00,179.38,0.92,2.38
Hyogo,2470,55.00,2417.00,7.86,15,15.71,0.29,0.00,0.14,0.00,116.88,1.28,0.91
Ibaraki,614,16.00,601.57,2.29,2,3.71,0.13,1.00,0.29,0.01,81.98,0.83,7.69
Ishikawa,731,43.00,723.86,6.14,1,2.71,0.24,1.00,0.57,0.05,85.04,0.47,21.05
Iwate,23,0.00,23.00,0.00,0,0.00,0.00,0.00,0.00,0.00,109.15,,21.05
Kagawa,89,2.00,87.00,0.29,0,0.57,0.06,0.00,0.00,0.00,75.31,0.67,0.00
Kagoshima,372,11.00,371.71,1.57,0,0.14,0.01,0.00,0.00,0.00,465.16,0.21,0.00
Kanagawa,5960,128.00,5787.29,18.29,16,62.43,0.68,1.00,0.29,0.00,50.80,1.00,0.46
Kochi,137,4.00,135.71,0.57,0,0.43,0.06,0.00,0.14,0.02,118.86,0.81,33.33
Kumamoto,569,8.00,561.71,1.14,0,2.57,0.15,0.00,0.00,0.00,104.14,0.84,0.00
Kyoto,1624,25.00,1603.14,3.57,17,5.86,0.23,0.00,0.00,0.00,76.23,0.46,0.00
Mie,460,5.00,449.57,0.71,3,3.57,0.20,0.00,0.29,0.02,38.90,0.67,8.00
Miyagi,310,2.00,278.43,0.29,8,8.71,0.38,0.00,0.00,0.00,22.37,1.49,0.00
Miyazaki,342,1.00,340.00,0.14,0,0.43,0.04,0.00,0.00,0.00,885.87,1.34,0.00
Nagano,296,1.00,294.86,0.14,0,0.57,0.03,0.00,0.00,0.00,90.28,0.24,0.00
Nagasaki,236,3.00,234.57,0.43,1,0.29,0.02,0.00,0.00,0.00,993.45,1.00,0.00
Nara,546,9.00,543.00,1.29,1,1.00,0.08,1.00,0.14,0.01,209.55,0.58,14.29
Niigata,149,0.00,147.57,0.00,0,0.43,0.02,0.00,0.00,0.00,292.40,2.19,0.00
Oita,158,2.00,157.86,0.29,0,0.14,0.01,0.00,0.00,0.00,160.03,0.19,0.00
Okayama,147,,146.14,,1,0.14,0.01,,,,1652.12,1.00,
Okinawa,2294,45.00,2267.71,6.43,4,8.00,0.55,0.00,1.00,0.07,139.67,0.71,12.50
Osaka,9636,180.00,9419.43,25.71,32,66.71,0.76,1.00,1.71,0.02,84.13,1.06,2.57
Saga,244,0.00,243.29,0.00,0,0.29,0.04,0.00,0.00,0.00,292.67,0.61,0.00
Saitama,4302,97.00,4228.71,13.86,16,22.00,0.30,0.00,0.29,0.00,125.79,0.97,1.30
Shiga,471,7.00,468.43,1.00,0,0.86,0.06,0.00,0.00,0.00,231.53,0.61,0.00
Shimane,137,0.00,137.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Shizuoka,504,1.00,501.71,0.14,0,1.43,0.04,0.00,0.00,0.00,158.32,0.88,0.00
Tochigi,359,1.00,331.57,0.14,21,6.14,0.32,0.00,0.00,0.00,68.37,3.32,0.00
Tokushima,147,8.00,146.43,1.14,0,0.14,0.02,0.00,0.29,0.04,143.83,0.17,200.00
Tokyo,23083,384.00,22600.71,54.86,80,152.00,1.09,2.00,0.86,0.01,93.52,1.16,0.56
Tottori,32,0.00,24.86,0.00,1,1.43,0.26,0.00,0.00,0.00,39.74,,0.00
Toyama,408,25.00,407.86,3.57,0,0.14,0.01,0.00,0.00,0.00,236.40,0.23,0.00
Wakayama,236,4.00,235.57,0.57,0,0.14,0.02,0.00,0.00,0.00,293.90,0.37,0.00
Yamagata,78,1.00,78.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Yamaguchi,194,1.00,191.71,0.14,0,1.43,0.11,0.00,0.14,0.01,68.32,0.79,10.00
Yamanashi,179,5.00,178.57,0.71,0,0.14,0.02,0.00,0.00,0.00,181.35,0.46,0.00
Zenkoku,74944,1450.00,73461.29,207.14,296,457.71,0.36,9.00,8.29,0.01,94.35,1.00,1.81
