Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,350,24.00,326.71,3.43,12,7.29,0.10,0.00,0.43,0.01,13.58,0.66,5.88
Akita,16,0.00,14.00,0.00,0,0.71,0.08,0.00,0.00,0.00,14.42,1.17,0.00
Aomori,22,0.00,19.71,0.00,0,1.14,0.09,0.00,0.00,0.00,8.13,2.01,0.00
Chiba,525,5.00,438.86,0.71,35,26.14,0.42,0.00,0.57,0.01,8.07,1.24,2.19
Ehime,40,2.00,32.86,0.29,1,2.00,0.15,0.00,0.14,0.01,6.42,1.00,7.14
Fukui,100,2.00,86.57,0.29,8,4.00,0.52,0.00,0.00,0.00,8.70,0.84,0.00
Fukuoka,433,6.00,330.57,0.86,30,35.14,0.69,6.00,0.86,0.02,4.13,1.92,2.44
Fukushima,40,0.00,37.29,0.00,1,1.00,0.05,0.00,0.00,0.00,5.98,0.46,0.00
Gifu,128,1.00,103.00,0.14,1,7.43,0.38,0.00,0.00,0.00,6.09,1.07,0.00
Gunma,107,4.00,76.00,0.57,10,10.57,0.55,2.00,0.43,0.02,4.45,4.50,4.05
Hiroshima,67,0.00,46.71,0.00,1,6.00,0.21,0.00,0.00,0.00,4.13,1.91,0.00
Hokkaido,302,13.00,262.86,1.86,23,10.86,0.21,1.00,0.43,0.01,16.13,2.35,3.95
Hyogo,423,15.00,361.71,2.14,20,21.43,0.39,0.00,0.43,0.01,7.71,2.22,2.00
Ibaraki,119,5.00,101.14,0.71,3,5.43,0.19,2.00,0.43,0.02,9.64,0.81,7.89
Ishikawa,140,4.00,110.43,0.57,9,9.71,0.86,3.00,0.57,0.05,4.73,1.25,5.88
Iwate,0,,0.00,,0,0.00,0.00,,,,,,5.88
Kagawa,20,0.00,10.71,0.00,0,2.43,0.26,0.00,0.00,0.00,3.01,7.57,0.00
Kagoshima,4,0.00,3.71,0.00,0,0.14,0.01,0.00,0.00,0.00,22.72,,0.00
Kanagawa,614,15.00,503.29,2.14,20,34.14,0.37,1.00,1.29,0.01,6.27,1.25,3.77
Kochi,62,0.00,56.43,0.00,2,2.14,0.31,0.00,0.00,0.00,7.34,0.95,0.00
Kumamoto,31,1.00,26.43,0.14,2,1.14,0.07,0.00,0.14,0.01,13.75,1.00,12.50
Kyoto,215,3.00,190.14,0.43,5,8.00,0.31,0.00,0.29,0.01,9.37,0.85,3.57
Mie,20,0.00,17.14,0.00,1,0.71,0.04,0.00,0.00,0.00,15.64,3.16,0.00
Miyagi,65,0.00,50.57,0.00,1,4.14,0.18,0.00,0.00,0.00,5.88,1.22,0.00
Miyazaki,17,0.00,16.71,0.00,0,0.14,0.01,0.00,0.00,0.00,4.85,0.21,0.00
Nagano,36,0.00,30.14,0.00,1,2.14,0.11,0.00,0.00,0.00,5.62,1.34,0.00
Nagasaki,15,0.00,14.14,0.00,1,0.14,0.01,0.00,0.00,0.00,9.37,0.25,0.00
Nara,53,1.00,42.14,0.14,6,2.71,0.21,1.00,0.14,0.01,9.09,1.48,5.26
Niigata,46,0.00,42.29,0.00,1,1.00,0.05,0.00,0.00,0.00,19.23,1.12,0.00
Oita,50,0.00,43.29,0.00,7,1.29,0.11,0.00,0.00,0.00,17.06,0.87,0.00
Okayama,16,0.00,16.00,0.00,0,0.00,0.00,0.00,0.00,0.00,12.10,,0.00
Okinawa,86,0.00,62.86,0.00,10,6.29,0.43,0.00,0.00,0.00,3.50,1.59,0.00
Osaka,969,8.00,795.00,1.14,74,54.29,0.62,1.00,0.29,0.00,7.41,1.51,0.53
Saga,17,0.00,13.29,0.00,2,0.86,0.11,0.00,0.00,0.00,8.08,0.90,0.00
Saitama,479,7.00,379.00,1.00,46,29.71,0.40,0.00,0.29,0.00,6.23,1.41,0.96
Shiga,52,0.00,39.86,0.00,1,3.71,0.26,0.00,0.00,0.00,5.58,1.41,0.00
Shimane,13,0.00,6.71,0.00,3,1.71,0.26,0.00,0.00,0.00,,,0.00
Shizuoka,47,0.00,38.43,0.00,1,4.43,0.12,0.00,0.00,0.00,3.57,2.42,0.00
Tochigi,39,0.00,34.57,0.00,1,1.14,0.06,0.00,0.00,0.00,5.88,1.10,0.00
Tokushima,3,0.00,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Tokyo,2457,19.00,2028.43,2.71,125,132.71,0.95,0.00,0.14,0.00,6.97,1.28,0.11
Tottori,1,0.00,0.86,0.00,0,0.14,0.03,0.00,0.00,0.00,,,0.00
Toyama,54,0.00,35.57,0.00,0,5.43,0.52,0.00,0.00,0.00,3.95,3.74,0.00
Wakayama,37,1.00,34.00,0.14,2,0.71,0.08,0.00,0.00,0.00,14.68,0.66,0.00
Yamagata,45,0.00,34.14,0.00,6,2.57,0.24,0.00,0.00,0.00,4.04,0.90,0.00
Yamaguchi,28,0.00,21.86,0.00,3,1.57,0.12,0.00,0.00,0.00,6.21,1.00,0.00
Yamanashi,39,0.00,32.57,0.00,3,2.14,0.27,0.00,0.00,0.00,5.68,1.11,0.00
Zenkoku,8442,136.00,6971.71,19.43,478,456.57,0.36,17.00,6.86,0.01,7.17,1.34,1.50
