Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,1010,35.00,798.86,5.00,78,52.86,0.70,0.00,0.14,0.00,13.52,2.91,0.27
Akita,18,0.00,16.43,0.00,1,0.29,0.03,0.00,0.00,0.00,183.56,,0.00
Aomori,31,1.00,30.71,0.14,0,0.14,0.01,0.00,0.00,0.00,127.96,1.00,0.00
Chiba,1475,46.00,1392.86,6.57,22,22.43,0.36,0.00,0.00,0.00,35.73,0.97,0.00
Ehime,85,5.00,83.57,0.71,1,0.29,0.02,0.00,0.00,0.00,255.61,,0.00
Fukui,129,8.00,126.86,1.14,2,0.43,0.06,0.00,0.00,0.00,356.62,1.34,0.00
Fukuoka,1342,33.00,1178.43,4.71,50,44.86,0.88,0.00,0.00,0.00,22.24,2.81,0.00
Fukushima,86,0.00,85.29,0.00,0,0.29,0.02,0.00,0.00,0.00,287.23,1.64,0.00
Gifu,231,7.00,207.00,1.00,11,7.29,0.37,0.00,0.00,0.00,23.92,2.40,0.00
Gunma,179,19.00,174.57,2.71,0,1.71,0.09,0.00,0.00,0.00,67.30,1.06,0.00
Hiroshima,257,3.00,231.43,0.43,7,6.86,0.25,0.00,0.00,0.00,26.29,1.47,0.00
Hokkaido,1386,103.00,1365.86,14.71,9,5.43,0.10,0.00,0.14,0.00,125.71,0.89,2.63
Hyogo,965,45.00,890.71,6.43,24,18.71,0.34,0.00,0.00,0.00,32.73,1.49,0.00
Ibaraki,242,10.00,235.43,1.43,3,2.29,0.08,0.00,0.00,0.00,46.89,0.77,0.00
Ishikawa,313,27.00,307.86,3.86,3,1.43,0.13,0.00,0.00,0.00,215.40,2.36,0.00
Iwate,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagawa,45,0.00,44.57,0.00,0,0.14,0.02,0.00,0.00,0.00,26.61,0.14,0.00
Kagoshima,211,0.00,186.43,0.00,8,5.86,0.37,0.00,0.00,0.00,31.01,2.05,0.00
Kanagawa,2239,98.00,2135.43,14.00,33,32.86,0.36,0.00,0.00,0.00,37.48,0.98,0.00
Kochi,79,3.00,77.29,0.43,1,0.43,0.06,0.00,0.00,0.00,216.31,2.19,0.00
Kumamoto,72,3.00,56.71,0.43,14,3.14,0.18,0.00,0.00,0.00,35.29,9.10,0.00
Kyoto,586,18.00,576.43,2.57,0,6.71,0.26,0.00,0.00,0.00,24.80,1.07,0.00
Mie,65,1.00,60.14,0.14,2,1.14,0.06,0.00,0.00,0.00,36.06,1.23,0.00
Miyagi,140,1.00,137.43,0.14,0,1.14,0.05,0.00,0.00,0.00,31.09,0.43,0.00
Miyazaki,62,0.00,29.71,0.00,26,6.00,0.56,0.00,0.00,0.00,12.26,,0.00
Nagano,92,,87.00,,4,1.14,0.06,,,,73.31,1.40,
Nagasaki,52,2.00,46.29,0.29,5,1.71,0.13,0.00,0.14,0.01,12.99,0.90,8.33
Nara,205,2.00,182.00,0.29,5,7.00,0.53,0.00,0.00,0.00,17.53,1.39,0.00
Niigata,92,0.00,91.43,0.00,0,0.29,0.01,0.00,0.00,0.00,145.43,1.00,0.00
Oita,60,1.00,60.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,61,,49.29,,2,2.57,0.14,,,,11.84,1.26,
Okinawa,186,7.00,167.29,1.00,0,4.71,0.32,0.00,0.00,0.00,41.57,5.54,0.00
Osaka,2915,87.00,2740.43,12.43,0,63.71,0.72,0.00,0.14,0.00,19.81,1.77,0.22
Saga,67,0.00,57.86,0.00,1,2.71,0.34,0.00,0.00,0.00,23.35,,0.00
Saitama,2068,72.00,1937.43,10.29,33,40.71,0.55,0.00,0.43,0.01,26.50,1.05,1.05
Shiga,153,1.00,136.71,0.14,1,6.00,0.42,0.00,0.00,0.00,20.47,5.36,0.00
Shimane,28,0.00,26.29,0.00,0,0.43,0.06,0.00,0.00,0.00,78.71,2.19,0.00
Shizuoka,119,1.00,116.14,0.14,0,1.43,0.04,0.00,0.00,0.00,31.23,1.00,0.00
Tochigi,159,0.00,144.57,0.00,8,3.71,0.19,0.00,0.00,0.00,16.71,0.92,0.00
Tokushima,12,1.00,10.57,0.14,0,0.29,0.04,0.00,0.00,0.00,87.31,,0.00
Tokyo,11214,328.00,10391.14,46.86,239,233.57,1.67,0.00,0.14,0.00,27.05,1.14,0.06
Tottori,6,0.00,5.29,0.00,0,0.14,0.03,0.00,0.00,0.00,87.31,,0.00
Toyama,235,22.00,234.00,3.14,0,0.57,0.06,0.00,0.00,0.00,303.25,2.69,0.00
Wakayama,122,3.00,106.86,0.43,6,4.14,0.45,0.00,0.00,0.00,22.01,3.08,0.00
Yamagata,75,1.00,75.00,0.14,0,0.00,0.00,0.00,0.00,0.00,361.47,,0.00
Yamaguchi,49,0.00,45.29,0.00,2,1.00,0.07,0.00,0.00,0.00,33.28,1.27,0.00
Yamanashi,85,1.00,81.71,0.14,0,1.00,0.12,0.00,0.00,0.00,72.56,4.01,0.00
Zenkoku,29303,995.00,27222.57,142.14,601,599.57,0.48,0.00,1.14,0.00,28.58,1.33,0.19
