Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,51295,976.00,51162.57,139.43,50,38.71,0.51,2.00,2.00,0.03,763.41,0.88,5.17
Akita,918,20.00,905.57,2.86,3,4.00,0.42,0.00,0.00,0.00,59.30,0.46,0.00
Aomori,2531,31.00,2518.43,4.43,5,4.14,0.34,0.00,0.00,0.00,304.15,0.84,0.00
Chiba,41278,713.00,40869.71,101.86,139,119.43,1.90,1.00,1.00,0.02,210.69,1.12,0.84
Ehime,2755,75.00,2754.86,10.71,0,0.14,0.01,0.00,0.00,0.00,5195.72,0.37,0.00
Fukui,1341,35.00,1324.71,5.00,6,5.86,0.77,0.00,0.00,0.00,81.34,0.60,0.00
Fukuoka,35740,523.00,35638.29,74.71,43,27.00,0.53,0.00,0.43,0.01,841.66,1.02,1.59
Fukushima,5012,161.00,4957.86,23.00,27,15.29,0.84,0.00,0.00,0.00,217.97,1.38,0.00
Gifu,9476,187.00,9463.00,26.71,4,4.14,0.21,0.00,0.00,0.00,1382.93,1.03,0.00
Gunma,8060,154.00,8049.29,22.00,6,3.29,0.17,0.00,0.29,0.01,1605.74,1.00,8.70
Hiroshima,11545,176.00,11525.00,25.14,7,6.14,0.22,0.00,0.14,0.01,1075.91,0.85,2.33
Hokkaido,41596,1411.00,41468.71,201.57,67,32.14,0.62,0.00,1.57,0.03,867.52,1.10,4.89
Hyogo,41077,1309.00,41001.29,187.00,34,22.57,0.42,1.00,0.14,0.00,1215.92,1.28,0.63
Ibaraki,10704,166.00,10640.43,23.71,24,19.00,0.67,0.00,0.14,0.01,286.22,0.77,0.75
Ishikawa,3981,115.00,3956.71,16.43,9,6.57,0.58,0.00,0.00,0.00,672.88,4.88,0.00
Iwate,1746,47.00,1713.57,6.71,9,9.29,0.77,0.00,0.14,0.01,167.24,1.92,1.54
Kagawa,2104,31.00,2100.29,4.43,0,1.00,0.11,0.00,0.00,0.00,1249.06,0.68,0.00
Kagoshima,3712,39.00,3696.71,5.57,6,4.86,0.31,0.00,0.14,0.01,484.22,1.12,2.94
Kanagawa,68940,956.00,68279.14,136.57,250,191.14,2.07,3.00,1.00,0.01,219.80,1.06,0.52
Kochi,1868,27.00,1849.43,3.86,9,5.29,0.77,0.00,0.29,0.04,171.08,0.74,5.41
Kumamoto,6494,119.00,6488.71,17.00,2,1.29,0.07,0.00,0.29,0.02,1746.65,0.57,22.22
Kyoto,16709,246.00,16657.00,35.14,24,14.14,0.55,0.00,0.43,0.02,756.96,1.05,3.03
Mie,5296,112.00,5278.14,16.00,10,4.86,0.27,0.00,0.00,0.00,738.35,0.89,0.00
Miyagi,9222,90.00,9183.43,12.86,16,11.71,0.51,0.00,0.00,0.00,593.95,1.84,0.00
Miyazaki,3104,27.00,3099.71,3.86,2,1.43,0.13,0.00,0.00,0.00,672.44,0.66,0.00
Nagano,5049,93.00,5041.00,13.29,4,1.71,0.08,0.00,0.29,0.01,1389.55,0.53,16.67
Nagasaki,3219,69.00,3211.86,9.86,2,3.14,0.24,0.00,0.00,0.00,293.20,0.52,0.00
Nara,8401,132.00,8376.00,18.86,9,8.00,0.60,0.00,0.14,0.01,424.08,0.61,1.79
Niigata,3448,52.00,3422.43,7.43,14,6.43,0.29,0.00,0.00,0.00,643.35,3.16,0.00
Oita,3496,64.00,3493.86,9.14,1,0.57,0.05,0.00,0.14,0.01,5391.49,1.64,25.00
Okayama,7603,126.00,7596.43,18.00,4,1.71,0.09,0.00,0.00,0.00,3791.79,2.19,0.00
Okinawa,21165,196.00,21010.00,28.00,58,45.57,3.12,0.00,1.29,0.09,241.61,0.86,2.82
Osaka,104214,2687.00,103846.14,383.86,150,103.29,1.17,2.00,1.43,0.02,683.90,1.21,1.38
Saga,2569,24.00,2565.00,3.43,2,1.14,0.14,0.00,0.00,0.00,1128.98,2.69,0.00
Saitama,47314,833.00,46934.00,119.00,157,105.00,1.43,1.00,0.14,0.00,296.87,1.26,0.14
Shiga,5588,90.00,5571.29,12.86,8,4.14,0.29,0.00,0.00,0.00,881.80,0.95,0.00
Shimane,555,2.00,553.43,0.29,1,0.29,0.04,0.00,0.14,0.02,1877.25,1.00,50.00
Shizuoka,9468,152.00,9401.57,21.71,32,17.29,0.48,0.00,0.29,0.01,256.33,0.71,1.65
Tochigi,7173,82.00,7118.29,11.71,14,17.29,0.89,0.00,0.14,0.01,207.07,0.86,0.83
Tokushima,1658,63.00,1657.00,9.00,0,0.29,0.04,0.00,0.00,0.00,4017.48,1.00,0.00
Tokyo,178356,2244.00,176427.57,320.57,920,535.57,3.83,3.00,1.14,0.01,210.24,1.18,0.21
Tottori,494,2.00,489.14,0.29,1,1.86,0.34,0.00,0.00,0.00,112.93,0.95,0.00
Toyama,2051,38.00,2044.71,5.43,2,1.29,0.12,0.00,0.00,0.00,1174.64,0.81,0.00
Wakayama,2697,49.00,2692.57,7.00,4,1.14,0.13,0.00,0.00,0.00,747.17,0.75,0.00
Yamagata,2030,47.00,2026.14,6.71,2,1.43,0.13,0.00,0.00,0.00,1597.95,,0.00
Yamaguchi,3163,80.00,3156.86,11.43,1,2.57,0.19,0.00,0.43,0.03,577.14,0.87,16.67
Yamanashi,2135,21.00,2114.71,3.00,10,4.86,0.60,0.00,0.00,0.00,227.04,0.66,0.00
Zenkoku,808350,14892.00,803332.57,2127.43,2148,1418.00,1.13,13.00,13.57,0.01,351.46,1.09,0.96
