Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,7156,100.00,6824.86,14.29,104,88.57,1.17,2.00,0.43,0.01,57.24,1.42,0.48
Akita,70,0.00,67.71,0.00,2,0.43,0.05,0.00,0.00,0.00,79.69,0.61,0.00
Aomori,275,6.00,273.00,0.86,0,0.86,0.07,1.00,0.29,0.02,40.25,0.25,33.33
Chiba,5573,83.00,5400.71,11.86,74,46.29,0.74,0.00,0.14,0.00,82.39,1.36,0.31
Ehime,121,6.00,117.57,0.86,4,0.57,0.04,0.00,0.00,0.00,360.59,,0.00
Fukui,269,11.00,262.71,1.57,1,1.71,0.22,0.00,0.00,0.00,215.20,5.90,0.00
Fukuoka,5344,104.00,5298.14,14.86,16,10.86,0.21,0.00,0.00,0.00,400.14,1.78,0.00
Fukushima,421,6.00,416.14,0.86,2,1.57,0.09,0.00,0.00,0.00,81.68,0.84,0.00
Gifu,785,12.00,748.14,1.71,20,8.43,0.43,0.00,0.00,0.00,64.06,1.66,0.00
Gunma,942,20.00,929.29,2.86,5,3.43,0.18,0.00,0.00,0.00,172.91,1.18,0.00
Hiroshima,681,5.00,675.00,0.71,1,2.00,0.07,0.00,0.00,0.00,244.08,1.83,0.00
Hokkaido,4584,120.00,4046.86,17.14,197,145.43,2.79,3.00,1.14,0.02,21.07,1.76,0.79
Hyogo,3666,72.00,3523.57,10.29,70,37.14,0.68,1.00,0.71,0.01,65.50,1.41,1.92
Ibaraki,880,18.00,830.43,2.57,26,12.00,0.42,0.00,0.00,0.00,68.95,2.38,0.00
Ishikawa,827,49.00,822.29,7.00,2,1.57,0.14,0.00,0.00,0.00,365.05,1.15,0.00
Iwate,41,0.00,31.86,0.00,8,1.71,0.14,0.00,0.00,0.00,33.58,3.60,0.00
Kagawa,110,2.00,106.43,0.29,2,0.86,0.09,0.00,0.00,0.00,103.87,2.19,0.00
Kagoshima,542,13.00,527.29,1.86,0,5.29,0.33,0.00,0.00,0.00,49.60,1.00,0.00
Kanagawa,9750,181.00,9418.29,25.86,146,89.43,0.97,1.00,1.14,0.01,73.82,1.44,1.28
Kochi,144,4.00,144.00,0.57,0,0.00,0.00,0.00,0.00,0.00,,,1.28
Kumamoto,877,9.00,857.29,1.29,11,4.86,0.28,0.00,0.00,0.00,75.61,0.92,0.00
Kyoto,2205,31.00,2147.86,4.43,18,14.86,0.58,1.00,0.14,0.01,101.77,1.25,0.96
Mie,606,7.00,597.57,1.00,3,2.71,0.15,0.00,0.00,0.00,97.53,1.39,0.00
Miyagi,925,6.00,866.00,0.86,33,14.71,0.64,0.00,0.43,0.02,32.49,0.92,2.91
Miyazaki,373,1.00,372.57,0.14,0,0.14,0.01,0.00,0.00,0.00,433.92,0.37,0.00
Nagano,406,6.00,378.29,0.86,13,7.86,0.39,0.00,0.00,0.00,52.92,3.16,0.00
Nagasaki,249,3.00,247.71,0.43,0,0.43,0.03,0.00,0.00,0.00,348.13,2.19,0.00
Nara,788,11.00,747.71,1.57,17,10.71,0.81,0.00,0.14,0.01,41.62,1.25,1.33
Niigata,222,0.00,200.71,0.00,6,5.14,0.23,0.00,0.00,0.00,55.80,7.88,0.00
Oita,163,3.00,161.14,0.43,1,0.43,0.04,0.00,0.00,0.00,362.44,,0.00
Okayama,354,10.00,339.43,1.43,6,4.43,0.24,4.00,0.57,0.03,34.95,0.80,12.90
Okinawa,3620,66.00,3539.43,9.43,23,23.43,1.61,1.00,0.29,0.02,100.74,1.17,1.22
Osaka,14607,257.00,13996.29,36.71,231,160.29,1.82,0.00,1.14,0.01,61.13,1.39,0.71
Saga,276,1.00,271.71,0.14,1,1.29,0.16,0.00,0.14,0.02,102.42,0.81,11.11
Saitama,6554,113.00,6324.43,16.14,75,60.29,0.82,0.00,0.29,0.00,73.29,1.76,0.47
Shiga,646,9.00,617.14,1.29,10,7.57,0.54,0.00,0.00,0.00,49.42,1.29,0.00
Shimane,141,0.00,141.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Shizuoka,806,2.00,748.86,0.29,19,14.14,0.39,0.00,0.00,0.00,37.14,1.54,0.00
Tochigi,507,1.00,500.86,0.14,2,1.57,0.08,0.00,0.00,0.00,233.83,1.38,0.00
Tokushima,170,9.00,168.43,1.29,0,0.43,0.06,0.00,0.00,0.00,182.10,,0.00
Tokyo,33770,470.00,32879.43,67.14,393,233.57,1.67,2.00,1.29,0.01,102.36,1.41,0.55
Tottori,51,0.00,46.71,0.00,0,1.86,0.34,0.00,0.00,0.00,23.50,,0.00
Toyama,425,26.00,424.43,3.71,0,0.14,0.01,0.00,0.00,0.00,1599.28,1.00,0.00
Wakayama,304,4.00,290.86,0.57,6,3.43,0.38,0.00,0.00,0.00,96.34,2.69,0.00
Yamagata,94,1.00,88.86,0.14,2,1.14,0.11,0.00,0.00,0.00,148.46,,0.00
Yamaguchi,234,2.00,228.00,0.29,1,1.57,0.12,0.00,0.00,0.00,82.65,1.07,0.00
Yamanashi,267,6.00,240.43,0.86,10,6.00,0.74,0.00,0.00,0.00,43.93,3.01,0.00
Zenkoku,111821,1866.00,107887.43,266.57,1561,1041.14,0.83,16.00,8.29,0.01,74.67,1.45,0.80
