Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,25069,471.00,24836.57,67.29,53,63.71,0.84,1.00,4.00,0.05,189.54,0.81,6.28
Akita,269,5.00,269.00,0.71,0,0.00,0.00,0.00,0.14,0.02,323.87,,6.28
Aomori,801,16.00,773.86,2.29,7,8.14,0.66,0.00,0.43,0.03,80.99,1.91,5.26
Chiba,24476,344.00,24123.57,49.14,98,105.71,1.68,13.00,6.29,0.10,97.36,0.67,5.95
Ehime,1029,22.00,1023.29,3.14,0,2.29,0.17,0.00,0.00,0.00,203.22,1.00,0.00
Fukui,530,24.00,526.43,3.43,2,1.29,0.17,0.00,0.14,0.02,290.68,1.20,11.11
Fukuoka,17263,230.00,16947.00,32.86,87,118.43,2.32,4.00,4.29,0.08,127.78,2.30,3.62
Fukushima,1827,63.00,1798.71,9.00,9,7.00,0.38,2.00,1.00,0.05,177.25,1.01,14.29
Gifu,4554,89.00,4499.71,12.71,13,17.57,0.89,0.00,1.14,0.06,113.42,0.72,6.50
Gunma,4231,79.00,4170.14,11.29,18,19.86,1.03,0.00,0.43,0.02,102.16,0.71,2.16
Hiroshima,4931,98.00,4906.71,14.00,7,7.43,0.27,0.00,0.43,0.02,350.65,0.80,5.77
Hokkaido,18441,637.00,18255.14,91.00,39,51.57,0.99,5.00,2.43,0.05,165.59,0.73,4.71
Hyogo,17415,476.00,17246.43,68.00,38,47.86,0.88,5.00,4.57,0.08,142.34,0.64,9.55
Ibaraki,5334,91.00,5245.14,13.00,19,27.43,0.96,3.00,1.86,0.07,80.06,0.78,6.77
Ishikawa,1652,60.00,1598.29,8.57,16,17.00,1.50,0.00,0.14,0.01,69.26,1.45,0.84
Iwate,520,29.00,517.14,4.14,1,0.86,0.07,0.00,0.00,0.00,190.58,0.48,0.00
Kagawa,717,17.00,709.00,2.43,1,2.57,0.27,0.00,0.00,0.00,86.74,0.49,0.00
Kagoshima,1716,21.00,1685.71,3.00,11,6.71,0.42,1.00,0.29,0.02,152.30,0.86,4.26
Kanagawa,43156,596.00,42721.57,85.14,105,125.00,1.36,3.00,7.43,0.08,157.63,0.73,5.94
Kochi,874,17.00,866.86,2.43,1,1.71,0.25,0.00,0.00,0.00,289.07,0.94,0.00
Kumamoto,3403,67.00,3390.71,9.57,0,4.43,0.26,0.00,0.43,0.02,502.67,0.96,9.68
Kyoto,8846,144.00,8780.00,20.57,0,27.86,1.08,0.00,2.43,0.09,160.87,0.55,8.72
Mie,2379,42.00,2353.29,6.00,9,6.86,0.39,1.00,1.14,0.06,110.13,0.55,16.67
Miyagi,3493,23.00,3482.86,3.29,3,3.14,0.14,0.00,0.14,0.01,318.14,0.47,4.55
Miyazaki,1906,20.00,1896.71,2.86,0,3.86,0.36,0.00,0.00,0.00,225.20,0.50,0.00
Nagano,2345,39.00,2341.14,5.57,0,1.43,0.07,0.00,0.00,0.00,355.74,0.37,0.00
Nagasaki,1580,35.00,1567.00,5.00,0,5.29,0.40,0.00,0.00,0.00,190.40,0.64,0.00
Nara,3254,43.00,3227.14,6.14,12,8.00,0.60,0.00,0.14,0.01,137.72,0.49,1.79
Niigata,1003,13.00,975.29,1.86,10,7.14,0.32,0.00,0.14,0.01,100.11,1.17,2.00
Oita,1261,18.00,1242.71,2.57,10,5.00,0.44,0.00,0.00,0.00,113.83,0.64,0.00
Okayama,2442,26.00,2422.86,3.71,4,5.14,0.27,0.00,0.29,0.02,197.30,0.77,5.56
Okinawa,7971,100.00,7918.29,14.29,11,18.43,1.26,1.00,1.14,0.08,164.60,0.59,6.20
Osaka,45849,1052.00,45467.43,150.29,142,110.43,1.25,7.00,7.71,0.09,193.24,0.71,6.99
Saga,995,6.00,988.43,0.86,1,2.43,0.30,0.00,0.00,0.00,193.89,0.76,0.00
Saitama,27633,459.00,27166.71,65.57,164,131.71,1.79,5.00,7.14,0.10,97.29,0.77,5.42
Shiga,2305,39.00,2271.71,5.57,12,9.57,0.68,0.00,0.86,0.06,114.28,0.70,8.96
Shimane,280,0.00,278.29,0.00,0,0.57,0.09,0.00,0.00,0.00,212.38,0.61,0.00
Shizuoka,4824,92.00,4784.00,13.14,15,11.71,0.32,1.00,0.86,0.02,176.31,0.66,7.32
Tochigi,3954,58.00,3914.29,8.29,16,10.43,0.54,0.00,0.43,0.02,185.87,0.80,4.11
Tokushima,424,15.00,407.86,2.14,1,4.14,0.57,0.00,0.00,0.00,105.78,2.31,0.00
Tokyo,106134,1125.00,104982.86,160.71,369,327.00,2.34,11.00,14.57,0.10,145.17,0.73,4.46
Tottori,207,2.00,207.00,0.29,0,0.00,0.00,0.00,0.00,0.00,231.92,,4.46
Toyama,887,27.00,883.29,3.86,1,1.00,0.10,0.00,0.00,0.00,514.81,0.78,0.00
Wakayama,1143,16.00,1123.14,2.29,3,5.00,0.55,0.00,0.14,0.02,132.35,0.86,2.86
Yamagata,532,15.00,529.14,2.14,1,0.86,0.08,0.00,0.29,0.03,159.47,0.38,33.33
Yamaguchi,1352,33.00,1330.86,4.71,3,7.14,0.53,0.00,0.86,0.06,94.76,0.91,12.00
Yamanashi,919,16.00,915.57,2.29,0,1.57,0.19,0.00,0.14,0.02,367.77,1.07,9.09
Zenkoku,412126,6910.00,407568.86,987.14,1312,1352.29,1.08,63.00,73.86,0.06,144.85,0.76,5.46
