Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,1449,35.00,1115.71,5.00,167,82.86,1.10,0.00,0.00,0.00,8.98,2.12,0.00
Akita,18,0.00,17.57,0.00,0,0.29,0.03,0.00,0.00,0.00,51.79,,0.00
Aomori,31,1.00,31.00,0.14,0,0.00,0.00,0.00,0.00,0.00,208.14,,0.00
Chiba,1620,48.00,1510.29,6.86,49,26.86,0.43,0.00,0.29,0.00,34.61,1.02,1.06
Ehime,89,5.00,86.71,0.71,0,0.71,0.05,0.00,0.00,0.00,99.11,3.16,0.00
Fukui,137,8.00,130.43,1.14,2,1.43,0.19,0.00,0.00,0.00,145.22,5.18,0.00
Fukuoka,1635,33.00,1422.43,4.71,100,56.43,1.10,0.00,0.00,0.00,15.60,1.51,0.00
Fukushima,87,0.00,86.29,0.00,0,0.14,0.01,0.00,0.00,0.00,223.00,0.61,0.00
Gifu,312,7.00,254.14,1.00,17,13.71,0.69,0.00,0.00,0.00,15.62,2.01,0.00
Gunma,187,19.00,180.86,2.71,4,1.43,0.07,0.00,0.00,0.00,75.30,0.93,0.00
Hiroshima,304,3.00,267.29,0.43,18,8.57,0.31,0.00,0.00,0.00,20.64,1.68,0.00
Hokkaido,1404,103.00,1389.14,14.71,5,4.71,0.09,0.00,0.00,0.00,150.25,0.81,0.00
Hyogo,1105,45.00,1004.00,6.43,46,26.71,0.49,0.00,0.00,0.00,25.31,1.50,0.00
Ibaraki,268,10.00,250.29,1.43,2,4.14,0.15,0.00,0.00,0.00,49.37,1.22,0.00
Ishikawa,320,27.00,313.71,3.86,4,1.43,0.13,0.00,0.00,0.00,156.59,1.44,0.00
Iwate,2,0.00,0.29,0.00,2,0.29,0.02,0.00,0.00,0.00,,,0.00
Kagawa,46,0.00,45.29,0.00,0,0.14,0.02,0.00,0.00,0.00,125.73,0.46,0.00
Kagoshima,232,0.00,216.57,0.00,0,4.14,0.26,0.00,0.00,0.00,19.30,1.88,0.00
Kanagawa,2432,99.00,2280.00,14.14,76,34.86,0.38,1.00,0.14,0.00,41.53,1.01,0.41
Kochi,80,3.00,79.14,0.43,0,0.29,0.04,0.00,0.00,0.00,131.96,1.64,0.00
Kumamoto,157,3.00,102.14,0.43,0,14.29,0.82,0.00,0.00,0.00,7.07,6.68,0.00
Kyoto,749,20.00,649.86,2.86,41,23.29,0.91,0.00,0.29,0.01,25.02,1.46,1.23
Mie,90,1.00,71.43,0.14,13,4.14,0.23,0.00,0.00,0.00,21.27,4.12,0.00
Miyagi,153,1.00,144.43,0.14,4,1.86,0.08,0.00,0.00,0.00,57.36,1.06,0.00
Miyazaki,106,0.00,70.71,0.00,0,11.29,1.06,0.00,0.00,0.00,3.91,10.34,0.00
Nagano,103,,94.57,,1,2.29,0.11,,,,44.08,3.31,
Nagasaki,66,2.00,55.00,0.29,5,2.71,0.21,0.00,0.14,0.01,15.58,1.18,5.26
Nara,228,2.00,210.43,0.29,7,4.71,0.36,0.00,0.00,0.00,17.83,0.86,0.00
Niigata,103,0.00,95.57,0.00,4,1.57,0.07,0.00,0.00,0.00,82.97,2.53,0.00
Oita,64,1.00,61.14,0.14,2,0.57,0.05,0.00,0.00,0.00,257.15,,0.00
Okayama,76,,63.71,,5,3.86,0.20,,,,11.01,1.90,
Okinawa,324,7.00,214.43,1.00,93,21.71,1.49,0.00,0.00,0.00,14.58,5.79,0.00
Osaka,3841,89.00,3265.00,12.71,190,132.29,1.50,0.00,0.29,0.00,16.98,1.51,0.22
Saga,75,0.00,68.43,0.00,3,1.71,0.21,0.00,0.00,0.00,15.46,1.14,0.00
Saitama,2256,73.00,2113.57,10.43,57,36.57,0.50,0.00,0.29,0.00,29.47,0.92,0.78
Shiga,168,1.00,157.00,0.14,5,2.43,0.17,0.00,0.00,0.00,17.21,0.59,0.00
Shimane,29,0.00,28.14,0.00,0,0.43,0.06,0.00,0.00,0.00,45.32,2.19,0.00
Shizuoka,234,1.00,175.00,0.14,0,16.43,0.45,0.00,0.00,0.00,10.33,3.92,0.00
Tochigi,185,0.00,163.00,0.00,16,5.43,0.28,0.00,0.00,0.00,21.34,1.06,0.00
Tokushima,23,1.00,15.29,0.14,5,1.86,0.26,0.00,0.00,0.00,11.43,,0.00
Tokyo,12228,330.00,11416.29,47.14,367,221.14,1.58,1.00,0.43,0.00,28.58,1.03,0.19
Tottori,11,0.00,7.29,0.00,1,0.86,0.16,0.00,0.00,0.00,12.89,,0.00
Toyama,238,22.00,235.86,3.14,2,0.43,0.04,0.00,0.00,0.00,305.67,0.69,0.00
Wakayama,142,3.00,128.00,0.43,2,4.29,0.47,0.00,0.00,0.00,16.11,1.25,0.00
Yamagata,75,1.00,75.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Yamaguchi,53,0.00,50.00,0.00,0,0.86,0.06,0.00,0.00,0.00,30.81,1.00,0.00
Yamanashi,90,1.00,87.29,0.14,0,0.71,0.09,0.00,0.00,0.00,44.59,1.44,0.00
Zenkoku,33625,1005.00,30499.71,143.57,1315,786.86,0.63,2.00,1.86,0.00,25.48,1.31,0.24
