Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,34704,638.00,33787.71,91.14,219,283.29,3.76,2.00,1.57,0.02,74.13,1.18,0.55
Akita,536,9.00,491.14,1.29,19,12.00,1.26,0.00,0.00,0.00,28.51,2.04,0.00
Aomori,1663,24.00,1611.71,3.43,23,15.71,1.28,1.00,0.29,0.02,53.86,0.92,1.82
Chiba,33879,627.00,33469.57,89.57,121,123.14,1.96,1.00,0.71,0.01,160.80,1.06,0.58
Ehime,2439,48.00,2377.57,6.86,21,18.14,1.37,2.00,1.57,0.12,57.71,0.73,8.66
Fukui,915,33.00,894.43,4.71,5,6.00,0.79,0.00,0.00,0.00,78.78,1.21,0.00
Fukuoka,24718,361.00,23737.57,51.57,239,276.29,5.41,0.00,1.71,0.03,50.51,1.15,0.62
Fukushima,3608,125.00,3463.71,17.86,52,40.57,2.22,0.00,0.29,0.02,59.72,1.35,0.70
Gifu,6208,137.00,6027.43,19.57,63,51.14,2.59,0.00,0.71,0.04,71.40,1.17,1.40
Gunma,6014,104.00,6003.00,14.86,0,11.00,0.57,0.00,0.00,0.00,102.22,0.41,0.00
Hiroshima,6297,110.00,6048.86,15.71,75,64.57,2.31,0.00,0.14,0.01,71.71,1.54,0.22
Hokkaido,25204,878.00,24599.43,125.43,181,174.43,3.35,2.00,3.14,0.06,88.01,1.24,1.80
Hyogo,33260,708.00,32016.71,101.14,337,374.71,6.89,4.00,5.14,0.09,43.15,0.90,1.37
Ibaraki,8384,135.00,8252.71,19.29,36,40.86,1.43,0.00,0.29,0.01,99.70,0.83,0.70
Ishikawa,2639,78.00,2545.71,11.14,21,24.57,2.17,1.00,1.00,0.09,63.55,1.11,4.07
Iwate,1011,33.00,961.71,4.71,9,15.71,1.30,1.00,0.29,0.02,35.63,1.46,1.82
Kagawa,1362,23.00,1302.57,3.29,16,18.43,1.94,0.00,0.14,0.02,41.46,1.41,0.78
Kagoshima,2358,28.00,2222.86,4.00,47,38.29,2.41,0.00,0.00,0.00,52.09,2.61,0.00
Kanagawa,54645,823.00,54016.29,117.57,152,192.86,2.09,1.00,1.00,0.01,158.54,1.03,0.52
Kochi,1097,20.00,1064.14,2.86,7,10.14,1.47,0.00,0.14,0.02,69.83,1.46,1.41
Kumamoto,4324,80.00,4200.57,11.43,29,38.57,2.22,0.00,0.29,0.02,58.77,0.96,0.74
Kyoto,12956,187.00,12510.29,26.71,0,120.57,4.69,0.00,0.29,0.01,68.16,1.01,0.24
Mie,3958,88.00,3848.86,12.57,28,35.00,1.98,1.00,1.00,0.06,53.52,0.84,2.86
Miyagi,8191,69.00,8105.29,9.86,24,25.43,1.11,0.00,0.43,0.02,184.07,0.98,1.69
Miyazaki,2246,22.00,2231.14,3.14,0,10.00,0.94,0.00,0.00,0.00,104.44,0.80,0.00
Nagano,3975,70.00,3906.71,10.00,16,21.43,1.05,0.00,0.29,0.01,101.22,0.92,1.33
Nagasaki,2263,42.00,2148.29,6.00,36,29.43,2.25,0.00,0.14,0.01,48.85,1.11,0.49
Nara,6574,79.00,6343.71,11.29,76,68.57,5.18,1.00,0.71,0.05,49.14,0.95,1.04
Niigata,2432,25.00,2345.86,3.57,29,22.71,1.03,0.00,0.43,0.02,59.98,0.92,1.89
Oita,2099,28.00,1951.57,4.00,52,42.71,3.80,2.00,0.43,0.04,26.01,0.99,1.00
Okayama,4404,40.00,4134.00,5.71,91,76.00,4.04,0.00,0.43,0.02,33.79,1.25,0.56
Okinawa,12778,137.00,12605.00,19.57,63,53.43,3.66,0.00,0.43,0.03,122.01,0.86,0.80
Osaka,85903,1577.00,83252.86,225.29,668,822.57,9.33,25.00,18.43,0.21,50.02,0.90,2.24
Saga,1739,14.00,1644.86,2.00,37,22.14,2.74,0.00,0.14,0.02,54.54,1.22,0.65
Saitama,38875,746.00,38275.86,106.57,165,174.14,2.37,0.00,0.14,0.00,125.97,1.03,0.08
Shiga,3945,63.00,3816.71,9.00,37,37.43,2.65,2.00,0.29,0.02,59.01,0.96,0.76
Shimane,365,0.00,355.29,0.00,3,2.57,0.39,0.00,0.00,0.00,70.24,0.84,0.00
Shizuoka,6637,123.00,6533.29,17.57,33,28.86,0.80,1.00,0.29,0.01,137.47,1.23,0.99
Tochigi,5468,71.00,5399.71,10.14,28,18.29,0.95,0.00,0.00,0.00,148.26,0.86,0.00
Tokushima,1421,47.00,1350.43,6.71,11,21.57,2.99,0.00,0.71,0.10,28.88,0.85,3.31
Tokyo,142943,1899.00,140794.71,271.29,621,652.14,4.67,0.00,1.43,0.01,117.37,1.02,0.22
Tottori,377,2.00,373.71,0.29,0,1.14,0.21,0.00,0.00,0.00,108.90,0.67,0.00
Toyama,1376,30.00,1344.71,4.29,6,10.29,0.99,0.00,0.14,0.01,67.70,0.86,1.39
Wakayama,2281,33.00,2210.57,4.71,23,20.43,2.23,0.00,0.86,0.09,56.10,0.93,4.20
Yamagata,1571,34.00,1532.71,4.86,21,9.57,0.90,0.00,0.29,0.03,75.25,0.91,2.99
Yamaguchi,1925,46.00,1877.86,6.57,12,14.57,1.09,0.00,0.29,0.02,53.58,0.76,1.96
Yamanashi,1239,19.00,1209.43,2.71,0,9.86,1.22,0.00,0.00,0.00,69.74,1.01,0.00
Zenkoku,613206,10513.00,599198.86,1501.86,3752,4181.29,3.32,47.00,46.00,0.04,79.43,1.01,1.10
