Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,164035,1187.00,149258.43,169.57,4379,4128.00,54.74,2.00,2.00,0.03,25.61,1.43,0.05
Akita,4158,27.00,3581.14,3.86,83,184.29,19.36,0.00,0.00,0.00,11.51,2.12,0.00
Aomori,10044,41.00,9145.00,5.86,203,276.71,22.49,1.00,0.29,0.02,22.91,1.41,0.10
Chiba,145943,1051.00,135051.00,150.14,3340,3018.43,48.05,2.00,1.86,0.03,29.47,1.43,0.06
Ehime,10327,85.00,9527.86,12.14,169,241.71,18.22,0.00,0.14,0.01,21.33,1.13,0.06
Fukui,5614,38.00,5037.57,5.43,201,161.14,21.13,0.00,0.00,0.00,21.46,1.49,0.00
Fukuoka,121162,646.00,110113.00,92.29,0,2958.86,57.94,0.00,1.71,0.03,23.35,1.43,0.06
Fukushima,13368,178.00,12153.86,25.43,383,339.29,18.54,0.00,0.29,0.02,30.38,2.32,0.08
Gifu,29454,225.00,27340.57,32.14,510,630.43,31.93,2.00,0.57,0.03,26.37,1.33,0.09
Gunma,29860,191.00,26994.43,27.29,700,796.29,41.34,1.00,1.00,0.05,21.60,1.40,0.13
Hiroshima,48971,236.00,44750.86,33.71,1376,1169.14,41.83,1.00,2.71,0.10,20.60,1.01,0.23
Hokkaido,92314,1502.00,84365.14,214.57,2266,2253.14,43.23,0.00,2.57,0.05,26.62,1.49,0.11
Hyogo,128038,1426.00,114622.86,203.71,4758,3668.00,67.44,3.00,3.00,0.06,22.72,1.47,0.08
Ibaraki,36196,225.00,33308.29,32.14,942,804.14,28.17,2.00,0.57,0.02,28.51,1.42,0.07
Ishikawa,12815,141.00,11589.71,20.14,442,364.00,32.21,0.00,0.14,0.01,21.63,1.65,0.04
Iwate,4744,53.00,4349.43,7.57,142,107.29,8.85,0.00,0.00,0.00,31.61,2.38,0.00
Kagawa,8480,41.00,7554.43,5.86,214,281.14,29.63,0.00,0.29,0.03,18.48,1.64,0.10
Kagoshima,16460,71.00,14937.14,10.14,390,456.71,28.77,0.00,0.43,0.03,20.25,1.45,0.09
Kanagawa,246522,1341.00,226016.43,191.57,7001,5577.00,60.53,1.00,1.57,0.02,29.22,1.53,0.03
Kochi,5970,37.00,5513.43,5.29,95,134.43,19.49,1.00,0.43,0.06,28.67,1.62,0.32
