Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,51495,981.00,51318.43,140.14,66,47.71,0.63,2.00,1.43,0.02,736.13,1.21,2.99
Akita,935,20.00,920.43,2.86,4,4.00,0.42,0.00,0.00,0.00,91.71,0.53,0.00
Aomori,2538,31.00,2530.29,4.43,0,2.57,0.21,0.00,0.00,0.00,363.27,0.56,0.00
Chiba,41862,716.00,41329.29,102.29,204,139.00,2.21,1.00,0.86,0.01,195.69,1.14,0.62
Ehime,2756,75.00,2755.14,10.71,1,0.14,0.01,0.00,0.00,0.00,9355.20,0.46,0.00
Fukui,1373,35.00,1343.57,5.00,22,6.57,0.86,0.00,0.00,0.00,112.50,0.72,0.00
Fukuoka,35895,525.00,35749.71,75.00,54,36.57,0.72,0.00,0.43,0.01,752.21,1.33,1.17
Fukushima,5074,161.00,5012.14,23.00,25,16.00,0.87,0.00,0.00,0.00,198.31,1.18,0.00
Gifu,9491,187.00,9476.71,26.71,7,3.57,0.18,0.00,0.00,0.00,1384.94,0.95,0.00
Gunma,8085,154.00,8062.86,22.00,14,4.86,0.25,0.00,0.29,0.01,1438.88,1.36,5.88
Hiroshima,11570,176.00,11546.14,25.14,10,6.29,0.22,0.00,0.14,0.01,1130.97,1.00,2.27
Hokkaido,41772,1412.00,41603.43,201.71,64,43.71,0.84,0.00,1.00,0.02,746.00,1.44,2.29
Hyogo,41200,1310.00,41090.14,187.14,38,27.86,0.51,1.00,0.29,0.01,1067.81,1.31,1.03
Ibaraki,10802,166.00,10713.57,23.71,37,21.57,0.76,0.00,0.14,0.01,305.68,1.03,0.66
Ishikawa,4023,115.00,3985.29,16.43,15,9.86,0.87,0.00,0.00,0.00,379.93,2.34,0.00
Iwate,1774,47.00,1745.71,6.71,8,8.71,0.72,0.00,0.00,0.00,124.25,1.35,0.00
Kagawa,2114,31.00,2105.71,4.43,2,2.00,0.21,0.00,0.00,0.00,1049.32,1.83,0.00
Kagoshima,3731,39.00,3712.71,5.57,4,4.71,0.30,0.00,0.14,0.01,495.99,1.00,3.03
Kanagawa,69927,963.00,69034.29,137.57,310,230.71,2.50,3.00,1.57,0.02,204.40,1.18,0.68
Kochi,1889,27.00,1868.00,3.86,9,5.43,0.79,0.00,0.14,0.02,202.89,0.86,2.63
Kumamoto,6495,119.00,6492.57,17.00,0,1.29,0.07,0.00,0.14,0.01,2503.43,0.53,11.11
Kyoto,16786,247.00,16714.00,35.29,24,17.86,0.70,1.00,0.14,0.01,678.24,1.26,0.80
Mie,5328,113.00,5299.57,16.14,7,7.00,0.40,0.00,0.14,0.01,624.73,1.45,2.04
Miyagi,9298,91.00,9231.86,13.00,26,15.86,0.69,0.00,0.14,0.01,460.04,1.43,0.90
Miyazaki,3107,27.00,3103.86,3.86,0,1.14,0.11,0.00,0.00,0.00,898.60,0.47,0.00
Nagano,5059,93.00,5049.14,13.29,2,2.86,0.14,0.00,0.29,0.01,1570.88,1.44,10.00
Nagasaki,3229,69.00,3220.86,9.86,4,1.86,0.14,0.00,0.00,0.00,453.38,0.39,0.00
Nara,8456,132.00,8408.00,18.86,22,11.14,0.84,0.00,0.14,0.01,521.55,0.89,1.28
Niigata,3475,53.00,3446.71,7.57,12,7.43,0.34,0.00,0.14,0.01,377.65,2.22,1.92
Oita,3504,64.00,3498.29,9.14,0,1.43,0.13,0.00,0.00,0.00,2580.54,2.36,0.00
Okayama,7613,126.00,7603.00,18.00,4,2.43,0.13,0.00,0.00,0.00,2932.00,1.88,0.00
Okinawa,21319,206.00,21158.29,29.43,64,43.14,2.96,0.00,2.14,0.15,270.39,0.86,4.97
Osaka,104682,2693.00,104222.71,384.71,200,118.86,1.35,1.00,1.86,0.02,615.78,1.22,1.56
Saga,2570,24.00,2568.00,3.43,0,0.71,0.09,0.00,0.00,0.00,1261.63,0.57,0.00
Saitama,47765,836.00,47326.71,119.43,147,117.29,1.60,1.00,0.57,0.01,266.37,1.20,0.49
Shiga,5621,90.00,5591.00,12.86,14,7.14,0.51,0.00,0.00,0.00,730.75,1.60,0.00
Shimane,561,2.00,556.00,0.29,1,1.14,0.17,0.00,0.14,0.02,818.62,4.42,12.50
Shizuoka,9579,152.00,9477.14,21.71,33,26.29,0.73,0.00,0.00,0.00,275.77,1.17,0.00
Tochigi,7229,82.00,7173.71,11.71,20,15.57,0.81,0.00,0.00,0.00,237.14,0.80,0.00
Tokushima,1661,63.00,1658.43,9.00,1,0.57,0.08,0.00,0.00,0.00,3126.86,1.64,0.00
Tokyo,181024,2253.00,178498.00,321.86,950,646.14,4.62,5.00,2.00,0.01,191.23,1.19,0.31
Tottori,494,2.00,493.29,0.29,0,0.43,0.08,0.00,0.00,0.00,139.54,0.24,0.00
Toyama,2058,38.00,2051.14,5.43,1,2.29,0.22,0.00,0.00,0.00,902.32,2.30,0.00
Wakayama,2704,49.00,2697.57,7.00,1,1.57,0.17,0.00,0.00,0.00,923.04,0.65,0.00
Yamagata,2057,47.00,2035.29,6.71,13,4.14,0.39,0.00,0.00,0.00,702.95,2.76,0.00
Yamaguchi,3173,80.00,3165.29,11.43,2,2.00,0.15,0.00,0.00,0.00,653.10,0.66,0.00
Yamanashi,2144,21.00,2131.00,3.00,0,5.43,0.67,0.00,0.00,0.00,267.63,0.86,0.00
Zenkoku,815297,14943.00,808775.00,2134.71,2442,1684.86,1.34,15.00,14.29,0.01,327.90,1.16,0.85
