Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,253445,1367.00,236497.14,195.29,6662,4915.43,65.18,28.00,12.29,0.16,26.41,1.03,0.25
Akita,7191,29.00,6658.29,4.14,218,148.00,15.55,0.00,0.00,0.00,21.95,0.93,0.00
Aomori,16328,52.00,15206.00,7.43,555,316.86,25.75,2.00,0.86,0.07,23.98,0.93,0.27
Chiba,220780,1155.00,207866.71,165.00,4580,3755.00,59.78,14.00,8.29,0.13,26.58,0.91,0.22
Ehime,14205,105.00,13535.29,15.00,261,180.86,13.63,1.00,1.00,0.08,40.79,0.92,0.55
Fukui,9135,38.00,8433.71,5.43,222,198.14,25.98,0.00,0.00,0.00,23.62,1.02,0.00
Fukuoka,194695,777.00,183152.86,111.00,4236,3356.43,65.73,13.00,8.43,0.17,26.96,0.89,0.25
Fukushima,20553,182.00,19470.57,26.00,447,265.57,14.51,0.00,0.29,0.02,27.84,0.73,0.11
Gifu,43923,248.00,41093.43,35.43,994,778.86,39.45,2.00,1.86,0.09,29.89,1.04,0.24
Gunma,43835,225.00,41582.00,32.14,834,623.57,32.37,0.00,2.29,0.12,32.86,0.76,0.37
Hiroshima,64734,320.00,62291.29,45.71,918,737.57,26.39,14.00,5.43,0.19,42.23,0.85,0.74
Hokkaido,143675,1631.00,135729.14,233.00,2814,2429.00,46.60,14.00,8.86,0.17,26.15,0.88,0.36
Hyogo,209262,1617.00,196136.43,231.00,4967,4022.57,73.96,24.00,14.00,0.26,23.10,0.89,0.35
Ibaraki,57504,250.00,54074.43,35.71,1138,1091.57,38.25,3.00,1.86,0.07,23.41,0.89,0.17
Ishikawa,19636,154.00,18624.29,22.00,414,302.29,26.75,0.00,1.00,0.09,28.37,0.84,0.33
Iwate,7275,55.00,6742.86,7.86,247,147.86,12.20,0.00,0.14,0.01,26.49,1.11,0.10
Kagawa,13878,57.00,12845.29,8.14,439,278.71,29.38,1.00,1.00,0.11,24.60,0.99,0.36
Kagoshima,25771,99.00,24182.00,14.14,569,441.14,27.79,0.00,1.29,0.08,26.87,0.89,0.29
