Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,106616,1161.00,106605.86,165.86,1,3.57,0.05,0.00,0.00,0.00,12975.29,0.86,0.00
Akita,1934,27.00,1930.86,3.86,1,1.14,0.12,0.00,0.00,0.00,1597.09,,0.00
Aomori,5897,38.00,5897.00,5.43,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Chiba,100511,1028.00,100494.00,146.86,6,5.71,0.09,0.00,0.00,0.00,14219.24,1.64,0.00
Ehime,5412,82.00,5412.00,11.71,0,0.00,0.00,0.00,0.00,0.00,91904.73,,0.00
Fukui,3115,38.00,3115.00,5.43,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Fukuoka,74651,625.00,74639.43,89.29,1,4.71,0.09,0.00,0.14,0.00,9352.07,1.12,3.03
Fukushima,9489,176.00,9487.71,25.14,1,0.29,0.02,0.00,0.00,0.00,64446.12,,0.00
Gifu,19261,218.00,19260.43,31.14,0,0.43,0.02,0.00,0.00,0.00,8837.65,0.42,0.00
Gunma,16961,176.00,16930.00,25.14,7,9.29,0.48,0.00,0.00,0.00,1190.55,1.59,0.00
Hiroshima,22175,202.00,22175.00,28.86,0,0.00,0.00,0.00,0.00,0.00,7762.07,,0.00
Hokkaido,61179,1472.00,61167.29,210.29,2,3.71,0.07,0.00,0.00,0.00,6510.11,0.53,0.00
Hyogo,78715,1397.00,78702.57,199.57,-1,4.00,0.07,1.00,0.14,0.00,12430.46,1.12,3.57
Ibaraki,24450,220.00,24449.14,31.43,1,0.14,0.01,0.00,0.00,0.00,138396.89,0.61,0.00
Ishikawa,7969,129.00,7969.00,18.43,0,0.00,0.00,0.00,0.00,0.00,135327.98,,0.00
Iwate,3487,53.00,3487.00,7.57,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagawa,4705,38.00,4705.00,5.43,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagoshima,9103,66.00,9103.00,9.43,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kanagawa,169339,1314.00,169314.43,187.71,9,7.57,0.08,0.00,0.00,0.00,11903.64,0.97,0.00
Kochi,4167,33.00,4167.00,4.71,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kumamoto,14395,136.00,14395.00,19.43,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kyoto,35994,291.00,35993.86,41.57,-2,0.57,0.02,0.00,0.00,0.00,24447.63,1.23,0.00
Mie,14817,163.00,14816.14,23.29,0,0.29,0.02,0.00,0.00,0.00,29598.67,0.75,0.00
Miyagi,16285,118.00,16282.00,16.86,2,0.71,0.03,0.00,0.00,0.00,34560.41,1.92,0.00
Miyazaki,6153,41.00,6151.57,5.86,0,0.29,0.03,0.00,0.00,0.00,52230.89,,0.00
Nagano,8890,97.00,8887.00,13.86,1,0.71,0.04,0.00,0.00,0.00,13121.05,1.92,0.00
Nagasaki,6119,73.00,6119.00,10.43,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Nara,15934,149.00,15933.71,21.29,0,0.14,0.01,0.00,0.00,0.00,20041.13,0.32,0.00
Niigata,8042,61.00,8033.43,8.71,5,1.86,0.08,0.00,0.00,0.00,3207.56,1.30,0.00
Oita,8187,84.00,8187.00,12.00,0,0.00,0.00,0.00,0.00,0.00,139030.08,,0.00
Okayama,15545,136.00,15543.14,19.43,2,0.43,0.02,0.00,0.00,0.00,6357.94,0.27,0.00
Okinawa,50338,398.00,50326.29,56.86,3,3.29,0.23,0.00,0.00,0.00,13456.57,1.59,0.00
Osaka,203228,3064.00,203191.86,437.71,15,11.57,0.13,0.00,0.00,0.00,10267.29,1.01,0.00
Saga,5866,30.00,5866.00,4.29,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Saitama,115887,1059.00,115872.29,151.29,4,5.00,0.07,1.00,0.29,0.00,10246.30,0.81,5.71
Shiga,12435,104.00,12433.86,14.86,0,0.43,0.03,0.00,0.00,0.00,32482.66,,0.00
Shimane,1733,5.00,1732.71,0.71,0,0.14,0.02,0.00,0.00,0.00,11767.63,,0.00
Shizuoka,26814,209.00,26800.86,29.86,4,3.43,0.09,0.00,0.00,0.00,8750.17,3.60,0.00
Tochigi,15497,117.00,15489.29,16.71,5,2.00,0.10,0.00,0.00,0.00,7621.94,3.01,0.00
Tokushima,3291,66.00,3291.00,9.43,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Tokyo,382286,3168.00,382239.57,452.57,19,12.86,0.09,0.00,0.14,0.00,25206.25,1.37,1.11
Tottori,1669,5.00,1669.00,0.71,0,0.00,0.00,0.00,0.00,0.00,,,1.11
Toyama,4868,52.00,4868.00,7.43,0,0.00,0.00,0.00,0.00,0.00,55110.17,,1.11
Wakayama,5303,62.00,5303.00,8.86,0,0.00,0.00,0.00,0.00,0.00,13852.36,,1.11
Yamagata,3604,56.00,3592.00,8.00,0,5.29,0.50,0.00,0.00,0.00,495.53,2.74,0.00
Yamaguchi,5792,93.00,5792.00,13.29,0,0.00,0.00,0.00,0.00,0.00,7866.40,,0.00
Yamanashi,5156,29.00,5156.00,4.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Zenkoku,1723264,18359.00,1722977.29,2622.71,86,89.57,0.07,2.00,0.71,0.00,11706.17,1.09,0.80
