Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,106086,1153.00,105993.71,164.71,27,27.57,0.37,1.00,0.71,0.01,1763.14,0.67,2.59
Akita,1894,27.00,1893.43,3.86,0,0.14,0.02,0.00,0.00,0.00,2920.70,0.25,0.00
Aomori,5870,38.00,5852.43,5.43,0,9.29,0.75,0.00,0.00,0.00,266.18,1.10,0.00
Chiba,100192,1017.00,100151.57,145.29,6,14.86,0.24,1.00,1.00,0.02,2232.51,0.51,6.73
Ehime,5315,82.00,5299.14,11.71,2,5.00,0.38,0.00,0.00,0.00,379.69,0.60,0.00
Fukui,3099,37.00,3096.14,5.29,0,1.14,0.15,0.00,0.00,0.00,663.13,0.52,0.00
Fukuoka,74314,620.00,74268.14,88.57,8,15.00,0.29,1.00,0.29,0.01,2456.11,0.81,1.90
Fukushima,9479,175.00,9472.86,25.00,1,2.00,0.11,0.00,0.00,0.00,3533.16,1.00,0.00
Gifu,19028,217.00,19002.14,31.00,10,8.57,0.43,0.00,0.14,0.01,754.19,0.52,1.67
Gunma,16698,175.00,16685.71,25.00,1,4.71,0.24,0.00,0.14,0.01,1458.18,0.68,3.03
Hiroshima,21950,199.00,21883.29,28.43,16,18.43,0.66,0.00,0.00,0.00,888.76,1.14,0.00
Hokkaido,60619,1469.00,60541.29,209.86,11,23.71,0.45,0.00,0.00,0.00,1698.35,1.20,0.00
Hyogo,78157,1392.00,78073.00,198.86,30,27.71,0.51,0.00,0.00,0.00,1161.61,0.61,0.00
Ibaraki,24357,218.00,24342.86,31.14,1,5.14,0.18,1.00,0.14,0.01,1498.09,0.47,2.78
Ishikawa,7935,129.00,7929.29,18.43,1,2.29,0.20,0.00,0.14,0.01,2134.97,1.00,6.25
Iwate,3486,53.00,3486.00,7.57,0,0.00,0.00,0.00,0.00,0.00,11837.50,,6.25
Kagawa,4696,38.00,4695.00,5.43,0,0.43,0.05,0.00,0.00,0.00,5692.64,0.61,0.00
Kagoshima,9096,65.00,9090.29,9.29,0,2.14,0.13,0.00,0.00,0.00,2069.68,1.00,0.00
Kanagawa,168714,1296.00,168612.00,185.14,22,32.86,0.36,1.00,1.29,0.01,1907.77,0.57,3.91
Kochi,4143,32.00,4129.86,4.57,8,2.86,0.41,0.00,0.14,0.02,1320.85,1.92,5.00
Kumamoto,14376,136.00,14349.57,19.43,21,6.14,0.35,0.00,0.14,0.01,2107.41,1.29,2.33
Kyoto,35796,290.00,35775.43,41.43,2,7.71,0.30,0.00,0.43,0.02,1437.25,0.48,5.56
Mie,14744,163.00,14732.86,23.29,0,4.14,0.23,0.00,0.00,0.00,1293.92,0.53,0.00
Miyagi,16253,118.00,16249.86,16.86,0,1.00,0.04,0.00,0.14,0.01,5107.88,0.51,14.29
Miyazaki,6150,41.00,6148.29,5.86,0,0.57,0.05,0.00,0.00,0.00,3864.64,0.49,0.00
Nagano,8833,96.00,8824.00,13.71,2,3.29,0.16,0.00,0.00,0.00,1067.93,0.61,0.00
Nagasaki,6078,73.00,6062.00,10.43,2,4.43,0.34,0.00,0.00,0.00,808.17,0.80,0.00
Nara,15824,149.00,15804.00,21.29,4,7.86,0.59,0.00,0.00,0.00,1012.26,0.84,0.00
Niigata,7971,61.00,7965.86,8.71,0,1.71,0.08,0.00,0.00,0.00,1066.96,0.35,0.00
Oita,8180,84.00,8177.86,12.00,0,0.86,0.08,0.00,0.00,0.00,1277.55,0.21,0.00
Okayama,15226,136.00,15210.71,19.43,4,4.86,0.26,0.00,0.00,0.00,1428.65,0.71,0.00
Okinawa,50059,365.00,49998.71,52.14,16,20.57,1.41,3.00,2.86,0.20,1369.27,0.98,13.89
Osaka,201784,3027.00,201586.57,432.43,29,68.14,0.77,4.00,2.86,0.03,1163.97,0.59,4.19
Saga,5814,30.00,5806.86,4.29,5,1.57,0.19,0.00,0.14,0.02,1200.17,0.50,9.09
Saitama,115452,1025.00,115385.43,146.43,14,23.86,0.32,0.00,1.14,0.02,2130.93,0.63,4.79
Shiga,12354,102.00,12342.14,14.57,3,3.29,0.23,0.00,0.00,0.00,2104.06,0.71,0.00
Shimane,1661,5.00,1643.86,0.71,0,4.00,0.60,0.00,0.00,0.00,573.16,2.69,0.00
Shizuoka,26718,209.00,26705.86,29.86,4,3.29,0.09,0.00,0.00,0.00,3486.20,0.61,0.00
Tochigi,15419,116.00,15408.57,16.57,1,3.86,0.20,0.00,0.00,0.00,1127.90,0.48,0.00
Tokushima,3283,65.00,3280.86,9.29,0,0.57,0.08,0.00,0.00,0.00,2182.51,0.46,0.00
Tokyo,377228,3095.00,377084.43,442.14,29,46.57,0.33,6.00,7.29,0.05,3016.05,0.54,15.64
Tottori,1659,5.00,1656.86,0.71,0,1.14,0.21,0.00,0.00,0.00,747.89,0.92,0.00
Toyama,4852,51.00,4845.43,7.29,2,2.00,0.19,0.00,0.00,0.00,820.43,0.53,0.00
Wakayama,5284,62.00,5282.86,8.86,0,0.57,0.06,0.00,0.00,0.00,2013.62,0.31,0.00
Yamagata,3532,56.00,3525.00,8.00,0,2.86,0.27,0.00,0.00,0.00,1116.49,3.16,0.00
Yamaguchi,5691,92.00,5675.86,13.14,4,4.57,0.34,0.00,0.14,0.01,543.68,0.88,3.12
Yamanashi,5146,29.00,5143.00,4.14,2,0.71,0.09,0.00,0.00,0.00,2644.21,0.54,0.00
Zenkoku,1710495,18113.00,1709170.86,2587.57,288,434.00,0.35,18.00,19.14,0.02,1683.72,0.65,4.41
