Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,159656,1185.00,144780.43,169.29,5568,3852.43,51.09,2.00,2.14,0.03,26.85,1.48,0.06
Akita,4075,27.00,3361.86,3.86,204,207.43,21.79,0.00,0.00,0.00,12.50,2.88,0.00
Aomori,9841,40.00,8840.29,5.71,306,275.71,22.41,0.00,0.14,0.01,23.85,1.38,0.05
Chiba,142603,1049.00,131568.14,149.86,4258,3005.71,47.85,1.00,1.86,0.03,30.99,1.53,0.06
Ehime,10158,85.00,9233.71,12.14,258,270.00,20.35,0.00,0.43,0.03,21.28,1.17,0.16
Fukui,5413,38.00,4858.57,5.43,208,150.29,19.70,0.00,0.00,0.00,22.47,1.50,0.00
Fukuoka,121162,646.00,106383.43,92.29,9285,3729.57,73.03,3.00,1.86,0.04,24.78,1.57,0.05
Fukushima,12985,178.00,11785.00,25.43,424,314.14,17.17,0.00,0.29,0.02,34.77,2.47,0.09
Gifu,28944,223.00,26593.43,31.86,712,674.29,34.16,1.00,0.43,0.02,27.34,1.41,0.06
Gunma,29160,190.00,26059.14,27.14,1967,835.29,43.36,0.00,0.86,0.04,22.54,1.47,0.10
Hiroshima,47595,235.00,43430.86,33.57,1356,1123.43,40.20,2.00,2.57,0.09,19.98,1.02,0.23
Hokkaido,90048,1502.00,81892.57,214.57,2782,2148.86,41.23,3.00,3.14,0.06,28.13,1.55,0.15
Hyogo,123280,1423.00,110692.14,203.29,4631,3251.00,59.77,5.00,2.86,0.05,23.88,1.49,0.09
Ibaraki,35254,223.00,32417.14,31.86,1086,756.57,26.51,0.00,0.43,0.02,29.94,1.48,0.06
Ishikawa,12373,141.00,11175.14,20.14,359,351.43,31.10,0.00,0.14,0.01,23.17,1.68,0.04
Iwate,4602,53.00,4223.29,7.57,105,105.86,8.73,0.00,0.00,0.00,36.45,2.80,0.00
Kagawa,8266,41.00,7246.00,5.86,351,277.86,29.29,0.00,0.29,0.03,19.53,1.67,0.10
Kagoshima,16070,71.00,14405.43,10.14,564,476.00,29.99,1.00,0.71,0.04,21.13,1.52,0.15
Kanagawa,239521,1340.00,219849.29,191.43,6139,5167.00,56.08,3.00,1.71,0.02,31.08,1.63,0.03
Kochi,5875,36.00,5358.71,5.14,169,141.14,20.46,0.00,0.43,0.06,30.86,1.69,0.30
Kumamoto,27712,143.00,24596.57,20.43,899,892.00,51.39,1.00,0.57,0.03,17.89,1.35,0.06
Kyoto,63045,298.00,56108.43,42.57,2548,1847.57,71.93,0.00,0.57,0.02,21.17,1.63,0.03
Mie,21826,172.00,20063.43,24.57,524,485.43,27.46,0.00,0.57,0.03,29.17,1.47,0.12
Miyagi,21232,118.00,19671.71,16.86,525,421.43,18.38,0.00,0.00,0.00,39.40,1.85,0.00
Miyazaki,11122,43.00,9884.43,6.14,345,340.29,31.99,1.00,0.29,0.03,17.37,1.78,0.08
Nagano,17190,98.00,15494.29,14.00,498,478.14,23.51,0.00,0.14,0.01,19.25,1.21,0.03
Nagasaki,13856,75.00,12108.00,10.71,469,512.14,39.08,0.00,0.14,0.01,13.95,1.26,0.03
Nara,25534,153.00,23030.86,21.86,805,685.14,51.79,0.00,0.14,0.01,24.27,1.56,0.02
Niigata,16111,63.00,14560.29,9.00,453,450.86,20.50,0.00,0.00,0.00,18.49,1.16,0.00
Oita,13182,85.00,11985.29,12.14,411,332.43,29.55,0.00,0.14,0.01,22.92,1.27,0.04
Okayama,25360,139.00,22792.86,19.86,924,702.71,37.33,0.00,0.43,0.02,22.65,1.45,0.06
Okinawa,82348,399.00,79319.14,57.00,838,917.29,62.88,0.00,0.00,0.00,47.89,0.88,0.00
Osaka,325149,3116.00,295986.43,445.14,9135,8237.57,93.42,5.00,5.29,0.06,24.83,1.37,0.06
Saga,10993,33.00,9868.14,4.71,259,328.43,40.61,0.00,0.14,0.02,19.09,1.42,0.04
Saitama,165357,1067.00,152458.00,152.43,5312,3463.71,47.17,2.00,0.86,0.01,31.28,1.48,0.02
Shiga,22544,106.00,20113.29,15.14,859,650.43,46.05,0.00,0.14,0.01,21.01,1.34,0.02
Shimane,4126,6.00,3886.00,0.86,55,80.71,12.10,0.00,0.00,0.00,17.68,0.67,0.00
Shizuoka,44264,211.00,40153.86,30.14,1280,1159.86,32.05,0.00,0.14,0.00,22.49,1.33,0.01
Tochigi,23735,124.00,21862.57,17.71,523,532.43,27.56,1.00,0.43,0.02,27.19,1.37,0.08
Tokushima,4699,67.00,4277.57,9.57,127,113.14,15.69,0.00,0.14,0.02,31.05,1.80,0.13
Tokyo,566050,3200.00,516953.71,457.14,15895,13485.71,96.53,1.00,2.14,0.02,28.08,1.54,0.02
Tottori,3322,5.00,2870.71,0.71,142,117.29,21.27,0.00,0.00,0.00,17.00,1.48,0.00
Toyama,6925,52.00,6224.14,7.43,271,180.43,17.44,0.00,0.00,0.00,29.99,2.16,0.00
