Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,212750,1267.00,196809.00,181.00,5855,4707.14,62.42,9.00,7.86,0.10,22.66,1.07,0.17
Akita,5939,27.00,5338.00,3.86,220,163.43,17.17,0.00,0.00,0.00,17.05,0.95,0.00
Aomori,13641,46.00,12420.71,6.57,498,349.14,28.37,0.00,0.71,0.06,20.54,1.17,0.20
Chiba,187892,1091.00,173184.71,155.86,4740,4267.14,67.93,6.00,4.00,0.06,24.68,1.24,0.09
Ehime,12709,94.00,12017.29,13.43,260,202.57,15.27,0.00,0.71,0.05,28.07,0.87,0.35
Fukui,7548,38.00,6867.57,5.43,224,193.57,25.38,0.00,0.00,0.00,20.39,1.12,0.00
Fukuoka,166545,704.00,152981.43,100.57,5000,3951.57,77.38,6.00,5.43,0.11,18.91,0.95,0.14
Fukushima,17867,178.00,16356.57,25.43,1017,415.43,22.70,0.00,0.00,0.00,21.01,1.06,0.00
Gifu,37534,235.00,34936.43,33.57,954,741.29,37.55,2.00,1.14,0.06,25.69,1.04,0.15
Gunma,38627,207.00,35874.57,29.57,888,918.71,47.69,1.00,1.71,0.09,22.61,1.07,0.19
Hiroshima,58529,277.00,55530.86,39.57,891,919.14,32.89,7.00,3.86,0.14,30.56,0.86,0.42
Hokkaido,122574,1560.00,112744.57,222.86,3606,2889.29,55.43,12.00,7.71,0.15,21.37,1.13,0.27
Hyogo,174970,1500.00,158978.43,214.29,6324,4728.14,86.93,10.00,7.43,0.14,18.93,1.19,0.16
Ibaraki,48379,234.00,43950.71,33.43,1531,1278.14,44.78,1.00,1.14,0.04,21.75,1.37,0.09
Ishikawa,16974,145.00,15696.29,20.71,540,385.57,34.12,0.00,0.29,0.03,20.50,1.12,0.07
Iwate,6051,54.00,5614.14,7.71,175,127.57,10.52,1.00,0.14,0.01,24.48,1.10,0.11
Kagawa,11558,48.00,10545.71,6.86,414,284.14,29.95,0.00,0.57,0.06,19.34,1.03,0.20
Kagoshima,22093,88.00,20186.29,12.57,721,516.57,32.54,2.00,2.29,0.14,21.29,1.03,0.44
Kanagawa,317785,1388.00,294053.86,198.29,7252,7016.29,76.15,14.00,5.00,0.05,23.74,1.09,0.07
Kochi,8051,42.00,7375.29,6.00,264,188.29,27.30,1.00,0.57,0.08,21.34,1.12,0.30
Kumamoto,36243,168.00,33795.57,24.00,884,699.14,40.28,4.00,2.29,0.13,23.91,0.88,0.33
Kyoto,87964,317.00,80300.71,45.29,2996,2215.29,86.25,3.00,1.86,0.07,19.70,1.06,0.08
Mie,28954,193.00,26776.14,27.57,880,617.71,34.95,2.00,2.43,0.14,23.60,1.14,0.39
Miyagi,27594,121.00,25492.29,17.29,934,584.43,25.49,0.00,0.43,0.02,26.15,1.19,0.07
Miyazaki,14308,55.00,13462.29,7.86,344,251.57,23.65,1.00,1.43,0.13,24.10,0.86,0.57
Nagano,22798,113.00,21045.71,16.14,690,484.29,23.81,2.00,1.71,0.08,23.76,1.02,0.35
Nagasaki,18615,83.00,17391.43,11.86,456,357.43,27.27,1.00,0.86,0.07,21.13,0.80,0.24
Nara,35759,170.00,32208.86,24.29,1594,941.71,71.18,7.00,1.57,0.12,21.18,1.17,0.17
Niigata,20772,65.00,19375.29,9.29,620,396.00,18.00,1.00,0.29,0.01,25.47,0.99,0.07
Oita,17434,88.00,16176.14,12.57,391,367.14,32.64,1.00,0.29,0.03,23.68,1.01,0.08
Okayama,35643,150.00,32679.86,21.43,1131,881.14,46.81,1.00,1.57,0.08,19.09,1.09,0.18
Okinawa,88482,413.00,86718.86,59.00,694,500.43,34.30,3.00,1.14,0.08,88.21,0.79,0.23
Osaka,457385,3278.00,413673.71,468.29,15261,11908.86,135.06,31.00,15.43,0.17,19.98,1.28,0.13
Saga,15997,37.00,14518.14,5.29,546,417.00,51.56,1.00,0.43,0.05,18.17,1.07,0.10
Saitama,218832,1090.00,200948.57,155.71,4940,4978.29,67.79,6.00,3.14,0.04,24.56,1.22,0.06
Shiga,31714,115.00,28576.71,16.43,916,887.86,62.86,3.00,0.71,0.05,19.80,1.22,0.08
Shimane,4890,7.00,4661.57,1.00,99,60.86,9.12,0.00,0.14,0.02,40.67,0.96,0.23
Shizuoka,60299,241.00,54764.43,34.43,1949,1561.71,43.15,5.00,3.86,0.11,22.13,1.29,0.25
Tochigi,31593,134.00,29344.14,19.14,854,657.71,34.04,0.00,0.57,0.03,23.15,1.06,0.09
Tokushima,6384,71.00,5874.43,10.14,186,148.43,20.58,0.00,0.43,0.06,21.73,1.11,0.29
Tokyo,740540,3269.00,689289.86,467.00,18287,15151.00,108.45,11.00,7.57,0.05,24.18,1.05,0.05
Tottori,4408,5.00,4157.57,0.71,77,76.71,13.91,0.00,0.00,0.00,21.21,0.70,0.00
Toyama,9797,52.00,8846.71,7.43,409,269.00,26.00,0.00,0.00,0.00,19.44,1.24,0.00
Wakayama,15609,73.00,14139.57,10.43,496,416.29,45.54,0.00,0.71,0.08,17.34,1.00,0.17
Yamagata,8016,58.00,7327.00,8.29,251,207.43,19.48,0.00,0.14,0.01,16.86,1.04,0.07
Yamaguchi,15995,107.00,15079.71,15.29,350,260.43,19.41,0.00,0.43,0.03,29.93,0.94,0.16
Yamanashi,11561,38.00,10701.71,5.43,284,219.86,27.27,0.00,0.43,0.05,22.21,0.84,0.19
Zenkoku,3555602,19734.00,3278789.43,2819.14,97893,79760.86,63.41,155.00,100.43,0.08,22.82,1.11,0.13
