Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,115206,1165.00,111667.57,166.43,1127,957.71,12.70,1.00,0.57,0.01,126.18,3.07,0.06
Akita,2171,27.00,2067.57,3.86,31,27.71,2.91,0.00,0.00,0.00,76.45,5.07,0.00
Aomori,6718,39.00,6387.29,5.57,111,92.86,7.55,0.00,0.14,0.01,67.53,5.24,0.15
Chiba,108711,1029.00,105322.29,147.00,1478,877.86,13.98,0.00,0.14,0.00,128.46,3.07,0.02
Ehime,6835,82.00,6278.57,11.71,237,155.57,11.73,0.00,0.00,0.00,36.92,3.21,0.00
Fukui,3717,38.00,3531.71,5.43,78,53.86,7.06,0.00,0.00,0.00,47.72,1.74,0.00
Fukuoka,82482,628.00,79122.00,89.71,1338,881.43,17.26,0.00,0.14,0.00,99.51,3.62,0.02
Fukushima,10057,176.00,9889.14,25.14,42,48.43,2.65,0.00,0.00,0.00,168.75,1.87,0.00
Gifu,21265,219.00,20477.71,31.29,386,208.71,10.57,0.00,0.00,0.00,97.71,3.13,0.00
Gunma,19831,182.00,18947.43,26.00,374,240.14,12.47,0.00,0.43,0.02,70.93,2.37,0.18
Hiroshima,31632,207.00,28440.71,29.57,973,845.57,30.25,2.00,0.57,0.02,25.50,1.76,0.07
Hokkaido,65970,1478.00,64038.86,211.14,698,503.29,9.66,1.00,0.14,0.00,143.73,3.38,0.03
Hyogo,85535,1400.00,82585.00,200.00,683,793.14,14.58,1.00,0.29,0.01,121.25,3.61,0.04
Ibaraki,26515,220.00,25719.14,31.43,256,215.29,7.54,0.00,0.00,0.00,120.04,2.78,0.00
Ishikawa,8646,139.00,8385.71,19.86,114,67.71,5.99,0.00,0.00,0.00,141.84,3.25,0.00
Iwate,3638,53.00,3591.43,7.57,13,14.29,1.18,0.00,0.00,0.00,239.11,2.16,0.00
Kagawa,5337,38.00,5091.71,5.43,120,66.14,6.97,0.00,0.00,0.00,75.59,2.76,0.00
Kagoshima,10840,66.00,10337.71,9.43,236,132.57,8.35,0.00,0.00,0.00,55.62,1.29,0.00
Kanagawa,181837,1321.00,176694.71,188.71,1990,1304.57,14.16,0.00,0.29,0.00,147.00,2.85,0.02
Kochi,4407,33.00,4309.71,4.71,53,25.86,3.75,0.00,0.00,0.00,177.39,3.11,0.00
Kumamoto,17438,138.00,15902.00,19.71,607,357.00,20.57,2.00,0.29,0.02,52.11,3.99,0.08
Kyoto,42085,292.00,39746.43,41.71,1024,626.29,24.38,0.00,0.00,0.00,63.68,3.05,0.00
Mie,16303,165.00,15685.29,23.57,222,173.57,9.82,0.00,0.00,0.00,93.82,4.48,0.00
Miyagi,16978,118.00,16709.71,16.86,131,74.57,3.25,0.00,0.00,0.00,226.59,3.14,0.00
Miyazaki,6998,41.00,6518.00,5.86,160,102.86,9.67,0.00,0.00,0.00,88.65,5.45,0.00
Nagano,11164,97.00,10433.00,13.86,304,201.57,9.91,0.00,0.00,0.00,41.02,1.93,0.00
Nagasaki,7618,73.00,6985.57,10.43,290,167.43,12.77,0.00,0.00,0.00,42.52,3.38,0.00
Nara,17942,149.00,17172.14,21.29,257,185.86,14.05,0.00,0.00,0.00,89.84,2.12,0.00
Niigata,10021,63.00,9502.29,9.00,0,169.86,7.72,0.00,0.00,0.00,42.60,2.07,0.00
Oita,9090,84.00,8693.86,12.00,152,103.00,9.16,0.00,0.00,0.00,92.44,3.18,0.00
Okayama,17319,136.00,16627.14,19.43,253,187.57,9.96,0.00,0.00,0.00,87.89,2.63,0.00
Okinawa,69069,398.00,64992.29,56.86,1443,1205.86,82.66,0.00,0.00,0.00,31.05,1.12,0.00
Osaka,230805,3070.00,219470.57,438.57,5396,2953.57,33.50,1.00,0.43,0.00,78.97,3.20,0.01
Saga,7204,30.00,6716.00,4.29,221,131.57,16.27,0.00,0.00,0.00,44.28,2.23,0.00
Saitama,125644,1060.00,121695.71,151.43,1672,1032.00,14.05,0.00,0.14,0.00,123.73,2.91,0.01
Shiga,15007,105.00,14108.14,15.00,403,246.43,17.45,1.00,0.14,0.01,52.60,2.44,0.06
Shimane,2608,5.00,2271.43,0.71,158,87.14,13.07,0.00,0.00,0.00,24.59,2.35,0.00
Shizuoka,30418,210.00,28993.29,30.00,571,392.43,10.84,0.00,0.00,0.00,75.42,3.22,0.00
Tochigi,17491,119.00,16804.43,17.00,291,185.43,9.60,1.00,0.14,0.01,85.41,2.75,0.08
Tokushima,3542,66.00,3452.00,9.43,40,26.71,3.70,0.00,0.00,0.00,122.02,2.53,0.00
Tokyo,416738,3179.00,403694.86,454.14,5185,3544.57,25.37,0.00,0.57,0.00,112.80,2.80,0.02
Tottori,1989,5.00,1870.29,0.71,49,30.00,5.44,0.00,0.00,0.00,54.92,2.01,0.00
Toyama,5148,52.00,5065.43,7.43,30,24.43,2.36,0.00,0.00,0.00,153.26,1.51,0.00
Wakayama,6426,62.00,5954.57,8.86,196,128.29,14.03,0.00,0.00,0.00,45.74,4.09,0.00
Yamagata,3914,56.00,3812.14,8.00,32,29.71,2.79,0.00,0.00,0.00,103.94,3.19,0.00
Yamaguchi,8633,94.00,7914.71,13.43,259,202.43,15.09,0.00,0.14,0.01,26.94,1.37,0.07
Yamanashi,5846,29.00,5527.29,4.14,78,74.14,9.20,0.00,0.00,0.00,82.11,2.63,0.00
Zenkoku,1924788,18436.00,1849204.57,2633.71,29762,20157.00,16.03,10.00,4.57,0.00,89.22,2.53,0.02
