Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,5384,86.00,5305.86,12.29,21,23.86,0.32,0.00,0.43,0.01,130.85,1.13,1.80
Akita,53,0.00,53.00,0.00,0,0.00,0.00,0.00,0.00,0.00,1797.68,,1.80
Aomori,37,1.00,35.86,0.14,1,0.29,0.02,0.00,0.00,0.00,200.54,,0.00
Chiba,3968,72.00,3867.29,10.29,34,26.29,0.42,1.00,0.29,0.00,93.99,1.19,1.09
Ehime,114,6.00,114.00,0.86,0,0.00,0.00,0.00,0.00,0.00,,,1.09
Fukui,244,11.00,244.00,1.57,0,0.00,0.00,0.00,0.14,0.02,,,1.09
Fukuoka,5043,99.00,5030.00,14.14,3,3.71,0.07,1.00,0.57,0.01,985.09,1.16,15.38
Fukushima,263,3.00,251.43,0.43,10,3.00,0.16,0.00,0.14,0.01,48.36,0.91,4.76
Gifu,627,10.00,622.43,1.43,0,1.57,0.08,0.00,0.00,0.00,144.37,0.84,0.00
Gunma,719,19.00,703.00,2.71,13,3.00,0.16,0.00,0.00,0.00,121.27,0.52,0.00
Hiroshima,587,3.00,547.14,0.43,10,11.57,0.41,0.00,0.00,0.00,38.82,2.62,0.00
Hokkaido,2126,107.00,2075.43,15.29,19,13.43,0.26,0.00,0.00,0.00,93.46,1.12,0.00
Hyogo,2738,59.00,2687.29,8.43,21,14.57,0.27,0.00,0.00,0.00,135.85,1.25,0.00
Ibaraki,668,18.00,651.43,2.57,9,4.43,0.16,1.00,0.14,0.01,132.47,2.42,3.23
Ishikawa,777,47.00,775.86,6.71,0,0.57,0.05,0.00,0.14,0.01,224.73,0.31,25.00
Iwate,23,0.00,23.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,25.00
Kagawa,93,2.00,93.00,0.29,0,0.00,0.00,0.00,0.00,0.00,,,25.00
Kagoshima,422,12.00,412.14,1.71,0,3.14,0.20,0.00,0.00,0.00,63.26,0.94,0.00
Kanagawa,7040,140.00,6845.00,20.00,65,51.57,0.56,2.00,0.57,0.01,80.11,1.25,1.11
Kochi,138,4.00,137.86,0.57,0,0.14,0.02,0.00,0.00,0.00,777.94,,0.00
Kumamoto,579,8.00,574.29,1.14,1,1.00,0.06,0.00,0.00,0.00,926.39,4.01,0.00
Kyoto,1767,26.00,1738.00,3.71,5,8.14,0.32,1.00,0.14,0.01,140.49,1.08,1.75
Mie,523,7.00,502.14,1.00,14,4.86,0.27,0.00,0.00,0.00,92.83,1.79,0.00
Miyagi,413,2.00,397.29,0.29,7,4.00,0.17,0.00,0.00,0.00,65.35,0.91,0.00
Miyazaki,344,1.00,344.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Nagano,311,1.00,306.43,0.14,1,1.14,0.06,0.00,0.00,0.00,369.27,2.69,0.00
Nagasaki,238,3.00,236.29,0.43,2,0.29,0.02,0.00,0.00,0.00,4010.20,,0.00
Nara,575,9.00,568.14,1.29,1,1.86,0.14,0.00,0.00,0.00,227.29,1.41,0.00
Niigata,170,0.00,170.00,0.00,0,0.00,0.00,0.00,0.00,0.00,178.00,,0.00
Oita,158,2.00,158.00,0.29,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,157,,154.86,,0,0.71,0.04,,,,114.44,1.92,
Okinawa,2541,46.00,2468.29,6.57,25,19.14,1.31,0.00,0.00,0.00,114.15,1.99,0.00
Osaka,10719,215.00,10549.14,30.71,50,45.71,0.52,6.00,2.00,0.02,129.82,0.97,4.38
Saga,245,0.00,245.00,0.00,0,0.00,0.00,0.00,0.00,0.00,1384.44,,4.38
Saitama,4715,102.00,4629.29,14.57,30,24.00,0.33,0.00,0.29,0.00,133.69,1.40,1.19
Shiga,503,8.00,498.43,1.14,0,1.86,0.13,0.00,0.00,0.00,131.91,1.30,0.00
Shimane,140,0.00,140.00,0.00,0,0.00,0.00,0.00,0.00,0.00,277.27,,0.00
Shizuoka,551,2.00,536.43,0.29,3,3.57,0.10,0.00,0.14,0.00,153.28,2.07,4.00
Tochigi,433,1.00,429.29,0.14,1,0.86,0.04,0.00,0.00,0.00,75.94,0.25,0.00
Tokushima,148,9.00,147.43,1.29,0,0.14,0.02,0.00,0.00,0.00,1666.67,,0.00
Tokyo,26169,409.00,25590.29,58.43,196,150.86,1.08,0.00,1.29,0.01,103.11,1.22,0.85
Tottori,36,0.00,36.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.85
Toyama,421,26.00,415.86,3.71,2,1.29,0.12,0.00,0.14,0.01,342.06,,11.11
Wakayama,242,4.00,240.71,0.57,0,0.57,0.06,0.00,0.00,0.00,312.02,1.64,0.00
Yamagata,78,1.00,78.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Yamaguchi,201,2.00,199.57,0.29,0,0.71,0.05,0.00,0.00,0.00,209.39,,0.00
Yamanashi,193,6.00,184.86,0.86,3,1.86,0.23,0.00,0.00,0.00,182.23,,0.00
Zenkoku,83634,1589.00,82013.00,227.00,547,433.71,0.34,12.00,6.43,0.01,118.84,1.20,1.48
