Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,2675,37.00,2479.86,5.29,0,76.00,1.01,0.00,0.29,0.00,9.44,0.70,0.38
Akita,35,0.00,24.71,0.00,1,2.43,0.26,0.00,0.00,0.00,15.31,,0.00
Aomori,32,1.00,32.00,0.14,0,0.00,0.00,0.00,0.00,0.00,269.28,,0.00
Chiba,2164,54.00,1992.57,7.71,50,48.71,0.78,2.00,0.57,0.01,23.09,1.15,1.17
Ehime,102,5.00,100.29,0.71,1,0.43,0.03,0.00,0.00,0.00,44.84,0.50,0.00
Fukui,154,8.00,149.71,1.14,1,1.71,0.22,0.00,0.00,0.00,48.38,1.06,0.00
Fukuoka,2903,37.00,2497.14,5.29,149,101.57,1.99,1.00,0.43,0.01,11.94,1.11,0.42
Fukushima,96,0.00,92.43,0.00,0,1.00,0.05,0.00,0.00,0.00,89.88,1.83,0.00
Gifu,465,7.00,413.00,1.00,15,14.71,0.75,0.00,0.00,0.00,16.08,0.95,0.00
Gunma,226,19.00,208.43,2.71,5,4.57,0.24,0.00,0.00,0.00,43.20,1.90,0.00
Hiroshima,406,3.00,384.57,0.43,9,7.00,0.25,0.00,0.00,0.00,19.84,0.67,0.00
Hokkaido,1541,103.00,1501.14,14.71,13,12.29,0.24,0.00,0.00,0.00,78.35,1.38,0.00
Hyogo,1588,47.00,1435.71,6.71,55,39.43,0.72,0.00,0.29,0.01,19.48,1.11,0.72
Ibaraki,397,10.00,358.00,1.43,17,10.00,0.35,0.00,0.00,0.00,18.50,0.93,0.00
Ishikawa,364,28.00,334.00,4.00,22,5.86,0.52,1.00,0.14,0.01,101.63,2.74,2.44
Iwate,7,0.00,5.29,0.00,0,0.43,0.04,0.00,0.00,0.00,4.64,0.81,0.00
Kagawa,59,0.00,52.14,0.00,1,1.86,0.20,0.00,0.00,0.00,36.88,6.25,0.00
Kagoshima,277,3.00,267.29,0.43,2,3.00,0.19,1.00,0.43,0.03,37.34,0.63,14.29
Kanagawa,3187,101.00,2947.57,14.43,0,74.86,0.81,0.00,0.29,0.00,24.81,1.30,0.38
Kochi,83,3.00,82.43,0.43,0,0.14,0.02,0.00,0.00,0.00,162.25,0.61,0.00
Kumamoto,354,5.00,313.43,0.71,13,15.86,0.91,0.00,0.14,0.01,7.54,0.96,0.90
Kyoto,923,21.00,889.86,3.00,0,13.86,0.54,0.00,0.14,0.01,23.46,0.97,1.03
Mie,229,1.00,176.00,0.14,17,15.00,0.85,0.00,0.00,0.00,6.98,1.92,0.00
Miyagi,182,1.00,176.86,0.14,1,2.00,0.09,0.00,0.00,0.00,34.14,0.70,0.00
Miyazaki,228,0.00,195.00,0.00,13,10.14,0.95,0.00,0.00,0.00,8.46,0.89,0.00
Nagano,131,,125.29,,4,1.71,0.08,,,,26.06,0.59,
Nagasaki,166,3.00,144.29,0.43,7,7.00,0.53,0.00,0.14,0.01,7.18,0.88,2.04
Nara,330,2.00,296.86,0.29,12,8.29,0.63,0.00,0.00,0.00,19.88,1.04,0.00
Niigata,128,0.00,123.29,0.00,0,1.29,0.06,0.00,0.00,0.00,29.97,0.53,0.00
Oita,87,1.00,76.57,0.14,7,2.71,0.24,0.00,0.00,0.00,27.74,1.85,0.00
Okayama,111,,102.43,,1,2.86,0.15,,,,16.06,0.88,
Okinawa,1127,7.00,809.71,1.00,159,81.86,5.61,0.00,0.00,0.00,5.44,1.50,0.00
Osaka,5769,96.00,5149.00,13.71,195,177.43,2.01,1.00,0.71,0.01,16.51,0.99,0.40
Saga,154,0.00,129.57,0.00,9,7.43,0.92,0.00,0.00,0.00,9.70,1.56,0.00
Saitama,2878,79.00,2688.29,11.29,56,52.57,0.72,0.00,0.71,0.01,28.30,1.00,1.36
Shiga,291,2.00,247.71,0.29,8,12.71,0.90,1.00,0.14,0.01,12.52,2.23,1.12
Shimane,31,0.00,29.29,0.00,2,0.29,0.04,0.00,0.00,0.00,329.12,1.64,0.00
Shizuoka,345,1.00,333.57,0.14,0,5.14,0.14,0.00,0.00,0.00,14.61,0.63,0.00
Tochigi,246,0.00,222.00,0.00,3,6.29,0.33,0.00,0.00,0.00,23.95,1.26,0.00
Tokushima,58,1.00,46.29,0.14,1,4.29,0.59,0.00,0.00,0.00,6.41,1.92,0.00
Tokyo,15867,333.00,14739.29,47.57,331,307.71,2.20,0.00,0.00,0.00,26.45,1.01,0.00
Tottori,21,0.00,20.00,0.00,0,0.43,0.08,0.00,0.00,0.00,9.28,0.37,0.00
Toyama,285,22.00,265.29,3.14,10,5.29,0.51,0.00,0.00,0.00,45.97,2.99,0.00
Wakayama,179,3.00,173.00,0.43,5,1.43,0.16,0.00,0.00,0.00,29.27,0.39,0.00
Yamagata,76,1.00,76.00,0.14,0,0.00,0.00,0.00,0.00,0.00,642.89,,0.00
Yamaguchi,76,0.00,64.43,0.00,6,2.57,0.19,0.00,0.00,0.00,26.68,1.78,0.00
Yamanashi,124,1.00,115.00,0.14,0,3.00,0.37,0.00,0.00,0.00,20.87,2.45,0.00
Zenkoku,47157,1046.00,43086.57,149.43,1201,1155.14,0.92,7.00,4.43,0.00,19.89,1.04,0.38
