Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,202788,1251.00,185667.14,178.71,4675,4972.86,65.94,5.00,8.14,0.11,22.23,1.14,0.16
Akita,5380,27.00,4961.29,3.86,0,137.86,14.48,0.00,0.00,0.00,14.88,0.81,0.00
Aomori,12752,42.00,11625.29,6.00,260,334.43,27.18,0.00,0.14,0.01,20.22,1.14,0.04
Chiba,178063,1081.00,163434.86,154.43,4695,4090.14,65.12,5.00,3.71,0.06,25.43,1.24,0.09
Ehime,12205,94.00,11512.29,13.43,159,219.14,16.52,2.00,1.14,0.09,25.65,0.93,0.52
Fukui,7096,38.00,6426.43,5.43,223,186.00,24.39,0.00,0.00,0.00,19.93,1.11,0.00
Fukuoka,156736,684.00,143568.71,97.71,3185,4021.86,78.76,4.00,3.57,0.07,18.29,1.25,0.09
Fukushima,16850,178.00,15418.29,25.43,337,439.71,24.03,0.00,0.00,0.00,20.39,1.20,0.00
Gifu,35564,232.00,33196.14,33.14,575,721.00,36.52,3.00,1.00,0.05,25.00,1.10,0.14
Gunma,36707,204.00,33969.57,29.14,492,811.29,42.11,1.00,1.86,0.10,21.11,1.01,0.23
Hiroshima,56890,266.00,53374.86,38.00,1107,982.86,35.17,4.00,3.14,0.11,27.53,0.88,0.32
Hokkaido,116089,1541.00,105886.43,220.14,2687,3016.43,57.87,9.00,5.57,0.11,21.35,1.23,0.18
Hyogo,165203,1477.00,148033.43,211.00,5384,4881.57,89.75,8.00,6.86,0.13,18.97,1.23,0.14
Ibaraki,45587,230.00,41058.71,32.86,1487,1237.86,43.37,3.00,0.71,0.03,23.19,1.36,0.06
Ishikawa,16213,144.00,14728.14,20.57,386,449.00,39.73,0.00,0.43,0.04,20.25,1.16,0.10
Iwate,5724,53.00,5316.71,7.57,98,123.14,10.16,0.00,0.00,0.00,24.16,1.10,0.00
Kagawa,10785,47.00,9867.86,6.71,206,283.00,29.83,1.00,0.86,0.09,18.16,1.00,0.30
Kagoshima,20744,85.00,18984.29,12.14,450,506.86,31.93,9.00,1.86,0.12,20.24,1.08,0.37
Kanagawa,301723,1373.00,277945.57,196.14,6529,6821.14,74.03,7.00,4.29,0.05,23.46,1.15,0.06
Kochi,7538,40.00,6928.29,5.71,136,186.29,27.01,1.00,0.43,0.06,21.24,1.26,0.23
Kumamoto,34331,161.00,32117.43,23.00,493,706.29,40.69,2.00,2.00,0.12,21.29,0.88,0.28
Kyoto,82828,311.00,75195.14,44.43,2259,2231.43,86.88,0.00,1.43,0.06,19.03,1.11,0.06
Mie,27359,185.00,25274.57,26.43,446,637.00,36.04,3.00,1.86,0.11,23.81,1.19,0.29
Miyagi,25984,121.00,24158.86,17.29,423,554.86,24.20,2.00,0.43,0.02,26.71,1.21,0.08
Miyazaki,13722,52.00,12830.86,7.43,170,289.86,27.25,2.00,1.29,0.12,21.69,0.91,0.44
