Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,511,34.00,509.86,4.86,0,0.29,0.00,0.00,0.00,0.00,1079.88,1.00,0.00
Akita,16,0.00,16.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Aomori,27,1.00,27.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Chiba,912,45.00,907.29,6.43,2,0.71,0.01,0.00,0.00,0.00,30812.82,3.16,0.00
Ehime,82,4.00,82.00,0.57,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Fukui,122,8.00,122.00,1.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Fukuoka,808,27.00,798.43,3.86,3,3.14,0.06,0.00,0.00,0.00,62.57,0.34,0.00
Fukushima,81,0.00,81.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Gifu,153,7.00,151.71,1.00,0,0.29,0.01,0.00,0.00,0.00,570.11,1.64,0.00
Gunma,151,19.00,150.71,2.71,0,0.29,0.01,0.00,0.00,0.00,424.14,,0.00
Hiroshima,168,3.00,167.86,0.43,0,0.14,0.01,0.00,0.00,0.00,1137.80,,0.00
Hokkaido,1132,91.00,1115.86,13.00,7,4.29,0.08,0.00,0.43,0.01,178.04,1.05,10.00
Hyogo,699,43.00,699.00,6.14,0,0.00,0.00,0.00,0.14,0.00,,,10.00
Ibaraki,168,10.00,168.00,1.43,0,0.00,0.00,0.00,0.00,0.00,,,10.00
Ishikawa,299,27.00,298.86,3.86,0,0.14,0.01,0.00,0.14,0.01,1447.64,1.00,100.00
Iwate,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,100.00
Kagawa,28,0.00,28.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,100.00
Kagoshima,10,0.00,10.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,100.00
Kanagawa,1398,89.00,1390.71,12.71,0,2.43,0.03,1.00,0.29,0.00,234.93,0.61,11.76
Kochi,74,3.00,74.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,11.76
Kumamoto,48,3.00,48.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,11.76
Kyoto,360,18.00,358.57,2.57,1,0.29,0.01,0.00,0.14,0.01,3042.22,,50.00
Mie,45,1.00,45.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,50.00
Miyagi,88,1.00,88.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,50.00
Miyazaki,17,0.00,17.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,50.00
Nagano,76,,76.00,,0,0.00,0.00,,,,,,50.00
Nagasaki,17,1.00,17.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,50.00
Nara,92,2.00,92.00,0.29,0,0.00,0.00,0.00,0.00,0.00,,,50.00
Niigata,83,0.00,83.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,50.00
Oita,60,1.00,60.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,50.00
Okayama,25,,25.00,,0,0.00,0.00,,,,,,50.00
Okinawa,142,7.00,142.00,1.00,0,0.00,0.00,0.00,0.00,0.00,,,50.00
Osaka,1785,84.00,1784.00,12.00,0,0.29,0.00,0.00,0.00,0.00,6056.79,1.64,0.00
Saga,47,0.00,47.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Saitama,1014,51.00,1007.71,7.29,6,1.29,0.02,0.00,0.14,0.00,1101.64,2.19,11.11
Shiga,100,1.00,100.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,11.11
Shimane,24,0.00,24.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,11.11
Shizuoka,76,1.00,75.29,0.14,1,0.00,0.00,0.00,0.00,0.00,,,11.11
Tochigi,66,0.00,66.00,0.00,0,0.00,0.00,0.00,0.00,0.00,445.90,,11.11
Tokushima,5,1.00,5.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,11.11
Tokyo,5426,311.00,5378.29,44.43,18,14.71,0.11,0.00,0.57,0.00,191.48,1.02,3.88
Tottori,3,0.00,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,3.88
Toyama,227,22.00,227.00,3.14,0,0.00,0.00,0.00,0.00,0.00,,,3.88
Wakayama,63,3.00,63.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,3.88
Yamagata,69,0.00,69.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,3.88
Yamaguchi,37,0.00,37.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,3.88
Yamanashi,68,1.00,66.00,0.14,1,0.43,0.05,0.00,0.00,0.00,129.42,0.69,0.00
Zenkoku,16902,920.00,16802.14,131.43,39,28.71,0.02,1.00,1.86,0.00,301.12,0.80,6.47
