Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,24022,400.00,23535.00,57.14,121,156.57,2.08,4.00,4.57,0.06,59.89,0.85,2.92
Akita,261,1.00,257.29,0.14,0,1.43,0.15,0.00,0.00,0.00,36.36,0.42,0.00
Aomori,717,13.00,704.57,1.86,0,3.71,0.30,0.00,0.29,0.02,72.80,0.83,7.69
Chiba,22508,254.00,21739.14,36.29,192,233.00,3.71,4.00,5.14,0.08,31.12,0.72,2.21
Ehime,995,19.00,978.71,2.71,2,5.86,0.44,1.00,0.29,0.02,40.87,0.46,4.88
Fukui,517,20.00,508.00,2.86,3,3.00,0.39,1.00,0.71,0.09,52.14,0.79,23.81
Fukuoka,16176,187.00,15651.57,26.71,0,137.57,2.69,0.00,2.57,0.05,37.67,0.54,1.87
Fukushima,1735,44.00,1701.57,6.29,8,11.71,0.64,0.00,1.00,0.05,41.08,0.70,8.54
Gifu,4233,69.00,4154.71,9.86,17,27.86,1.41,0.00,0.29,0.01,41.65,0.60,1.03
Gunma,3892,71.00,3774.86,10.14,25,34.71,1.80,2.00,0.57,0.03,51.25,0.88,1.65
Hiroshima,4815,92.00,4730.86,13.14,14,24.00,0.86,0.00,0.57,0.02,83.29,0.82,2.38
Hokkaido,17521,607.00,17220.29,86.71,76,94.00,1.80,5.00,4.00,0.08,78.78,0.90,4.26
Hyogo,16468,402.00,16002.86,57.43,111,143.00,2.63,3.00,5.71,0.11,41.32,0.76,4.00
Ibaraki,4846,66.00,4672.43,9.43,28,55.29,1.94,4.00,1.57,0.06,33.27,0.82,2.84
Ishikawa,1466,58.00,1451.43,8.29,4,4.14,0.37,0.00,0.14,0.01,86.21,0.45,3.45
Iwate,496,27.00,494.57,3.86,0,1.00,0.08,0.00,0.14,0.01,150.27,0.47,14.29
Kagawa,657,15.00,627.43,2.14,12,8.29,0.87,0.00,0.14,0.02,41.19,1.03,1.72
Kagoshima,1632,19.00,1584.43,2.71,34,12.71,0.80,1.00,0.43,0.03,48.21,0.72,3.37
Kanagawa,40985,473.00,39946.29,67.57,221,316.00,3.43,6.00,9.00,0.10,41.20,0.62,2.85
Kochi,851,14.00,839.57,2.00,4,3.29,0.48,0.00,0.14,0.02,97.96,0.59,4.35
Kumamoto,3343,63.00,3310.86,9.00,4,11.57,0.67,2.00,1.14,0.07,54.76,0.69,9.88
Kyoto,8447,119.00,8122.86,17.00,247,98.29,3.83,7.00,2.14,0.08,32.49,0.81,2.18
Mie,2203,29.00,2142.43,4.14,15,20.86,1.18,0.00,0.14,0.01,34.83,0.82,0.68
Miyagi,3410,22.00,3357.57,3.14,13,17.57,0.77,0.00,0.00,0.00,53.88,0.53,0.00
Miyazaki,1836,20.00,1798.71,2.86,28,10.86,1.02,3.00,0.43,0.04,47.32,0.47,3.95
Nagano,2290,36.00,2262.43,5.14,2,10.57,0.52,0.00,1.00,0.05,54.75,0.56,9.46
Nagasaki,1526,28.00,1464.00,4.00,52,15.29,1.17,1.00,1.00,0.08,38.01,0.64,6.54
Nara,3067,39.00,2984.71,5.57,33,23.00,1.74,1.00,0.43,0.03,51.89,0.77,1.86
Niigata,911,10.00,891.00,1.43,1,7.86,0.36,1.00,0.14,0.01,43.59,0.83,1.82
Oita,1166,17.00,1127.29,2.43,8,12.43,1.10,0.00,0.14,0.01,32.19,0.87,1.15
Okayama,2345,20.00,2311.71,2.86,7,11.14,0.59,0.00,0.43,0.02,67.27,0.63,3.85
Okinawa,7585,90.00,7407.71,12.86,35,63.71,4.37,0.00,0.00,0.00,46.33,0.87,0.00
Osaka,43900,930.00,43088.71,132.86,178,261.43,2.96,4.00,10.43,0.12,56.57,0.71,3.99
Saga,953,4.00,940.43,0.57,2,4.14,0.51,0.00,0.00,0.00,39.50,0.36,0.00
Saitama,25347,358.00,24636.57,51.14,156,214.14,2.92,8.00,6.00,0.08,41.78,0.74,2.80
Shiga,2132,31.00,2088.14,4.43,9,15.14,1.07,1.00,0.57,0.04,38.03,0.66,3.77
Shimane,269,0.00,259.29,0.00,1,3.43,0.51,0.00,0.00,0.00,59.12,2.41,0.00
Shizuoka,4608,78.00,4494.43,11.14,23,38.57,1.07,2.00,0.71,0.02,44.24,0.90,1.85
Tochigi,3774,47.00,3712.29,6.71,3,22.71,1.18,1.00,1.00,0.05,49.92,0.55,4.40
Tokushima,386,14.00,380.71,2.00,1,2.14,0.30,0.00,0.14,0.02,28.59,0.34,6.67
Tokyo,100234,894.00,98190.57,127.71,393,671.43,4.81,8.00,12.14,0.09,50.73,0.72,1.81
Tottori,199,2.00,198.00,0.29,1,0.29,0.05,0.00,0.00,0.00,59.81,0.28,0.00
Toyama,872,27.00,861.00,3.86,2,3.43,0.33,0.00,0.00,0.00,92.50,0.66,0.00
Wakayama,1065,15.00,1042.29,2.14,2,7.71,0.84,1.00,0.29,0.03,40.38,0.60,3.70
Yamagata,506,13.00,487.43,1.86,3,6.14,0.58,0.00,0.00,0.00,61.71,2.23,0.00
Yamaguchi,1240,21.00,1201.00,3.00,5,12.71,0.95,0.00,1.43,0.11,22.98,0.49,11.24
Yamanashi,901,14.00,896.86,2.00,3,2.00,0.25,1.00,0.29,0.04,106.73,0.36,14.29
Zenkoku,389308,5792.00,380234.57,827.43,2099,2845.71,2.26,72.00,77.29,0.06,46.80,0.71,2.72
