Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,7299,100.00,6933.86,14.29,143,97.29,1.29,0.00,0.43,0.01,53.76,1.45,0.44
Akita,70,0.00,68.14,0.00,0,0.43,0.05,0.00,0.00,0.00,90.13,0.81,0.00
Aomori,275,6.00,273.86,0.86,0,0.57,0.05,0.00,0.29,0.02,50.38,0.19,50.00
Chiba,5633,84.00,5455.57,12.00,60,46.14,0.73,1.00,0.29,0.00,78.32,1.34,0.62
Ehime,123,6.00,118.43,0.86,2,0.86,0.06,0.00,0.00,0.00,248.96,3.60,0.00
Fukui,271,11.00,264.71,1.57,2,1.86,0.24,0.00,0.00,0.00,164.06,,0.00
Fukuoka,5360,104.00,5311.29,14.86,16,12.00,0.23,0.00,0.00,0.00,367.23,1.64,0.00
Fukushima,428,6.00,418.71,0.86,7,2.29,0.12,0.00,0.00,0.00,84.80,0.80,0.00
Gifu,796,12.00,758.14,1.71,11,9.57,0.48,0.00,0.00,0.00,60.81,1.45,0.00
Gunma,951,20.00,934.00,2.86,9,3.86,0.20,0.00,0.00,0.00,165.41,1.34,0.00
Hiroshima,684,5.00,677.43,0.71,3,2.00,0.07,0.00,0.00,0.00,223.14,1.49,0.00
Hokkaido,4820,122.00,4226.00,17.43,236,162.71,3.12,2.00,1.29,0.02,19.56,1.77,0.79
Hyogo,3747,72.00,3572.29,10.29,81,41.71,0.77,0.00,0.71,0.01,61.47,1.39,1.71
Ibaraki,906,18.00,846.14,2.57,26,14.29,0.50,0.00,0.00,0.00,58.30,2.48,0.00
Ishikawa,827,49.00,823.86,7.00,0,1.14,0.10,0.00,0.00,0.00,360.97,1.23,0.00
Iwate,51,0.00,35.00,0.00,10,3.00,0.25,0.00,0.00,0.00,21.26,5.36,0.00
Kagawa,113,2.00,107.71,0.29,3,1.29,0.14,0.00,0.00,0.00,89.01,2.19,0.00
Kagoshima,542,13.00,532.57,1.86,0,5.29,0.33,0.00,0.00,0.00,50.12,1.00,0.00
Kanagawa,9895,182.00,9528.43,26.00,145,90.57,0.98,1.00,1.14,0.01,69.67,1.36,1.26
Kochi,144,4.00,144.00,0.57,0,0.00,0.00,0.00,0.00,0.00,,,1.26
Kumamoto,887,9.00,863.57,1.29,10,5.71,0.33,0.00,0.00,0.00,79.02,0.78,0.00
Kyoto,2222,31.00,2165.14,4.43,17,17.29,0.67,0.00,0.14,0.01,97.74,1.27,0.83
Mie,610,7.00,600.86,1.00,4,2.14,0.12,0.00,0.00,0.00,98.58,0.76,0.00
Miyagi,943,8.00,883.29,1.14,18,15.57,0.68,2.00,0.57,0.02,33.70,0.92,3.67
Miyazaki,373,1.00,372.71,0.14,0,0.14,0.01,0.00,0.00,0.00,503.93,0.32,0.00
Nagano,429,6.00,389.43,0.86,23,10.29,0.51,0.00,0.00,0.00,41.91,4.10,0.00
Nagasaki,249,3.00,248.14,0.43,0,0.43,0.03,0.00,0.00,0.00,334.69,1.34,0.00
Nara,812,11.00,761.86,1.57,24,12.29,0.93,0.00,0.14,0.01,40.58,1.22,1.16
Niigata,224,0.00,206.14,0.00,2,5.14,0.23,0.00,0.00,0.00,43.59,7.88,0.00
Oita,163,3.00,161.57,0.43,0,0.43,0.04,0.00,0.00,0.00,320.37,2.19,0.00
Okayama,367,10.00,345.71,1.43,13,5.00,0.27,0.00,0.57,0.03,36.40,0.96,11.43
Okinawa,3669,66.00,3569.86,9.43,49,25.86,1.77,0.00,0.29,0.02,96.45,1.34,1.10
Osaka,14870,259.00,14194.14,37.00,263,170.57,1.93,2.00,1.43,0.02,57.91,1.42,0.84
Saga,276,1.00,273.00,0.14,0,1.14,0.14,0.00,0.14,0.02,107.94,0.71,12.50
Saitama,6637,118.00,6396.57,16.86,83,62.29,0.85,5.00,1.00,0.01,69.13,1.39,1.61
Shiga,646,9.00,624.71,1.29,0,6.71,0.48,0.00,0.00,0.00,49.16,1.10,0.00
Shimane,141,0.00,141.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Shizuoka,822,2.00,765.29,0.29,16,16.43,0.45,0.00,0.00,0.00,35.41,1.41,0.00
Tochigi,509,1.00,502.71,0.14,2,1.57,0.08,0.00,0.00,0.00,222.23,1.38,0.00
Tokushima,170,9.00,168.86,1.29,0,0.43,0.06,0.00,0.00,0.00,182.57,1.00,0.00
Tokyo,34144,470.00,33166.43,67.14,374,245.00,1.75,0.00,1.29,0.01,96.28,1.43,0.52
Tottori,52,0.00,48.71,0.00,1,1.29,0.23,0.00,0.00,0.00,19.53,,0.00
Toyama,425,26.00,424.57,3.71,0,0.14,0.01,0.00,0.00,0.00,1599.82,1.00,0.00
Wakayama,308,4.00,294.86,0.57,4,3.14,0.34,0.00,0.00,0.00,79.64,2.88,0.00
Yamagata,94,1.00,90.00,0.14,0,1.14,0.11,0.00,0.00,0.00,106.73,,0.00
Yamaguchi,248,2.00,231.57,0.29,14,3.29,0.24,0.00,0.00,0.00,71.75,1.81,0.00
Yamanashi,275,6.00,247.57,0.86,8,7.14,0.89,0.00,0.00,0.00,37.00,2.62,0.00
Zenkoku,113500,1879.00,109168.43,268.43,1679,1117.43,0.89,13.00,9.71,0.01,70.23,1.43,0.87
