Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,15183,188.00,14495.86,26.86,265,173.71,2.30,3.00,4.29,0.06,47.53,1.00,2.47
Akita,123,1.00,104.43,0.14,10,4.00,0.42,0.00,0.00,0.00,46.79,10.81,0.00
Aomori,422,7.00,403.29,1.00,8,4.57,0.37,1.00,0.14,0.01,95.39,1.57,3.12
Chiba,10113,114.00,9534.57,16.29,201,151.14,2.41,2.00,1.14,0.02,43.91,1.28,0.76
Ehime,407,11.00,386.43,1.57,9,4.57,0.34,0.00,0.00,0.00,96.24,1.72,0.00
Fukui,345,11.00,339.43,1.57,2,1.14,0.15,0.00,0.00,0.00,369.45,1.40,0.00
Fukuoka,7995,117.00,7646.43,16.71,143,89.86,1.76,0.00,0.43,0.01,44.23,1.16,0.48
Fukushima,865,17.00,790.86,2.43,21,19.00,1.04,2.00,1.00,0.05,25.36,1.37,5.26
Gifu,1978,29.00,1843.86,4.14,45,35.29,1.79,1.00,0.86,0.04,33.47,1.09,2.43
Gunma,2134,35.00,2018.86,5.00,37,28.71,1.49,0.00,0.71,0.04,37.04,0.87,2.49
Hiroshima,2815,18.00,2485.43,2.57,135,87.43,3.13,0.00,0.71,0.03,15.64,1.08,0.82
Hokkaido,12876,427.00,12512.71,61.00,161,97.00,1.86,4.00,5.86,0.11,68.82,0.82,6.04
Hyogo,8989,164.00,8477.29,23.43,232,127.00,2.34,15.00,4.86,0.09,43.06,1.13,3.82
Ibaraki,2280,35.00,2199.43,5.00,27,21.00,0.74,0.00,0.14,0.01,70.93,1.09,0.68
Ishikawa,1022,50.00,987.29,7.14,12,8.86,0.78,0.00,0.00,0.00,82.66,1.28,0.00
Iwate,363,22.00,345.57,3.14,10,4.00,0.33,0.00,0.57,0.05,58.04,1.00,14.29
Kagawa,273,3.00,236.43,0.43,8,9.29,0.98,0.00,0.00,0.00,31.98,4.91,0.00
Kagoshima,920,13.00,894.29,1.86,0,6.43,0.40,0.00,0.00,0.00,83.60,1.00,0.00
Kanagawa,19173,258.00,17871.86,36.86,480,331.57,3.60,6.00,3.00,0.03,38.31,1.33,0.90
Kochi,618,6.00,565.00,0.86,14,16.71,2.42,0.00,0.14,0.02,16.72,0.98,0.85
Kumamoto,1669,16.00,1524.43,2.29,56,36.43,2.10,0.00,0.43,0.02,32.52,1.32,1.18
Kyoto,4105,45.00,3898.29,6.43,0,78.00,3.04,0.00,0.29,0.01,33.62,1.09,0.37
Mie,1211,16.00,1175.43,2.29,13,9.57,0.54,1.00,0.14,0.01,70.93,0.91,1.49
Miyagi,1983,13.00,1851.71,1.86,53,32.86,1.43,0.00,0.14,0.01,33.91,1.10,0.43
Miyazaki,695,5.00,679.57,0.71,0,4.14,0.39,0.00,0.14,0.01,57.34,0.51,3.45
Nagano,1105,13.00,1067.71,1.86,17,8.43,0.41,0.00,0.43,0.02,74.05,0.83,5.08
Nagasaki,457,3.00,426.71,0.43,0,15.00,1.14,0.00,0.00,0.00,19.40,1.46,0.00
Nara,1843,21.00,1748.29,3.00,31,27.00,2.04,0.00,0.14,0.01,41.71,1.27,0.53
Niigata,503,3.00,464.14,0.43,17,9.00,0.41,0.00,0.00,0.00,46.04,1.52,0.00
Oita,617,5.00,590.43,0.71,14,6.14,0.55,0.00,0.00,0.00,57.05,0.90,0.00
Okayama,1245,13.00,1160.57,1.86,28,23.29,1.24,0.00,0.14,0.01,13.91,0.70,0.61
Okinawa,5169,80.00,5058.71,11.43,36,28.71,1.97,0.00,0.43,0.03,128.92,1.29,1.49
Osaka,28694,536.00,27822.29,76.57,299,236.71,2.68,11.00,8.14,0.09,64.82,0.92,3.44
Saga,443,3.00,425.14,0.43,4,4.86,0.60,0.00,0.00,0.00,67.30,1.12,0.00
Saitama,13029,193.00,12274.71,27.57,265,193.43,2.63,1.00,2.29,0.03,41.71,1.18,1.18
Shiga,1062,11.00,978.86,1.57,49,19.71,1.40,0.00,0.00,0.00,49.32,1.93,0.00
Shimane,194,0.00,186.00,0.00,4,1.86,0.28,0.00,0.00,0.00,61.35,1.00,0.00
Shizuoka,2539,37.00,2444.86,5.29,26,26.43,0.73,0.00,1.29,0.04,58.02,0.77,4.86
Tochigi,1207,6.00,1106.00,0.86,42,26.43,1.37,0.00,0.43,0.02,28.78,1.27,1.62
Tokushima,195,9.00,193.29,1.29,0,0.57,0.08,0.00,0.00,0.00,165.89,1.64,0.00
Tokyo,55851,607.00,53366.71,86.71,949,629.29,4.50,10.00,5.86,0.04,54.86,1.14,0.93
Tottori,84,0.00,74.86,0.00,5,2.14,0.39,0.00,0.00,0.00,48.38,6.92,0.00
Toyama,538,26.00,511.86,3.71,6,6.57,0.64,0.00,0.00,0.00,72.48,2.47,0.00
Wakayama,594,7.00,587.43,1.00,3,2.29,0.25,0.00,0.00,0.00,125.45,0.88,0.00
Yamagata,361,4.00,335.86,0.57,6,8.43,0.79,1.00,0.29,0.03,29.02,1.14,3.39
Yamaguchi,516,3.00,486.14,0.43,13,7.43,0.55,0.00,0.14,0.01,53.70,1.79,1.92
Yamanashi,509,11.00,493.57,1.57,0,6.00,0.74,0.00,0.14,0.02,63.54,1.37,2.38
Zenkoku,215312,3212.00,205072.86,458.86,3756,2672.00,2.12,58.00,44.71,0.04,48.43,1.11,1.67
