Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,227,20.00,193.43,2.86,11,8.14,0.11,1.00,0.14,0.00,18.87,1.55,1.75
Akita,11,0.00,7.57,0.00,1,1.00,0.11,0.00,0.00,0.00,3.84,1.83,0.00
Aomori,11,0.00,9.29,0.00,0,0.57,0.05,0.00,0.00,0.00,6.01,0.85,0.00
Chiba,238,1.00,189.86,0.14,19,11.14,0.18,0.00,0.00,0.00,5.41,0.76,0.00
Ehime,12,1.00,9.71,0.14,0,1.14,0.09,0.00,0.14,0.01,3.81,2.69,12.50
Fukui,51,2.00,31.29,0.29,7,5.14,0.67,1.00,0.29,0.04,2.98,2.19,5.56
Fukuoka,109,0.00,60.29,0.00,42,12.29,0.24,0.00,0.00,0.00,3.14,3.32,0.00
Fukushima,16,0.00,8.43,0.00,2,2.00,0.11,0.00,0.00,0.00,3.37,,0.00
Gifu,50,1.00,31.43,0.14,7,4.14,0.21,0.00,0.14,0.01,5.85,1.77,3.45
Gunma,26,1.00,21.71,0.14,1,1.14,0.06,0.00,0.00,0.00,11.05,1.10,0.00
Hiroshima,16,0.00,8.71,0.00,3,1.43,0.05,0.00,0.00,0.00,5.95,2.36,0.00
Hokkaido,194,8.00,185.43,1.14,1,2.43,0.05,0.00,0.14,0.00,47.52,1.09,5.88
Hyogo,195,11.00,165.71,1.57,13,8.43,0.15,0.00,0.14,0.00,9.42,1.18,1.69
Ibaraki,64,2.00,38.71,0.29,5,6.29,0.22,0.00,0.29,0.01,3.44,2.69,4.55
Ishikawa,43,0.00,22.00,0.00,11,4.57,0.40,0.00,0.00,0.00,4.16,5.42,0.00
Iwate,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagawa,2,0.00,1.86,0.00,0,0.14,0.02,0.00,0.00,0.00,7.84,,0.00
Kagoshima,3,0.00,2.29,0.00,0,0.29,0.02,0.00,0.00,0.00,3.50,1.64,0.00
Kanagawa,226,6.00,161.43,0.86,29,15.86,0.17,0.00,0.00,0.00,7.64,2.11,0.00
Kochi,31,0.00,21.29,0.00,7,2.29,0.33,0.00,0.00,0.00,8.29,3.31,0.00
Kumamoto,20,0.00,15.14,0.00,4,1.29,0.07,0.00,0.00,0.00,7.19,1.78,0.00
Kyoto,111,0.00,82.71,0.00,6,8.14,0.32,0.00,0.00,0.00,4.87,1.80,0.00
Mie,13,0.00,11.71,0.00,1,0.29,0.02,0.00,0.00,0.00,9.06,0.75,0.00
Miyagi,23,0.00,12.57,0.00,3,2.43,0.11,0.00,0.00,0.00,2.33,7.57,0.00
Miyazaki,6,0.00,3.71,0.00,2,0.43,0.04,0.00,0.00,0.00,22.72,,0.00
Nagano,12,0.00,9.57,0.00,1,0.57,0.03,0.00,0.00,0.00,7.15,0.85,0.00
Nagasaki,9,0.00,5.43,0.00,1,1.00,0.08,0.00,0.00,0.00,2.87,2.45,0.00
Nara,25,0.00,18.00,0.00,1,2.00,0.15,0.00,0.00,0.00,4.92,1.83,0.00
Niigata,32,0.00,31.43,0.00,0,0.14,0.01,0.00,0.00,0.00,24.18,0.21,0.00
Oita,31,0.00,29.86,0.00,0,0.43,0.04,0.00,0.00,0.00,11.29,0.35,0.00
Okayama,11,0.00,7.00,0.00,1,1.00,0.05,0.00,0.00,0.00,3.45,2.45,0.00
Okinawa,9,0.00,9.00,0.00,0,0.00,0.00,0.00,0.00,0.00,8.25,,0.00
Osaka,409,3.00,313.86,0.43,21,27.43,0.31,1.00,0.14,0.00,6.65,1.68,0.52
Saga,8,0.00,4.29,0.00,2,1.00,0.12,0.00,0.00,0.00,3.33,,0.00
Saitama,174,4.00,122.00,0.57,21,12.86,0.18,0.00,0.14,0.00,7.29,1.89,1.11
Shiga,18,0.00,11.14,0.00,1,1.71,0.12,0.00,0.00,0.00,7.00,5.90,0.00
Shimane,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Shizuoka,10,0.00,7.14,0.00,0,0.86,0.02,0.00,0.00,0.00,6.25,3.60,0.00
Tochigi,14,0.00,13.71,0.00,0,0.29,0.01,0.00,0.00,0.00,10.32,0.37,0.00
Tokushima,3,0.00,2.71,0.00,0,0.29,0.04,0.00,0.00,0.00,2.16,1.64,0.00
Tokyo,1040,12.00,710.71,1.71,143,84.43,0.60,0.00,0.86,0.01,4.68,1.66,1.02
Tottori,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,1.02
Toyama,10,0.00,6.43,0.00,0,1.29,0.12,0.00,0.00,0.00,,,0.00
Wakayama,25,1.00,19.86,0.14,4,1.14,0.13,0.00,0.00,0.00,19.96,2.69,0.00
Yamagata,10,0.00,2.86,0.00,4,1.43,0.13,0.00,0.00,0.00,,,0.00
Yamaguchi,8,0.00,6.57,0.00,1,0.29,0.02,0.00,0.00,0.00,9.11,0.61,0.00
Yamanashi,13,0.00,8.71,0.00,2,1.14,0.14,0.00,0.00,0.00,5.69,2.69,0.00
Zenkoku,3569,73.00,2636.57,10.43,378,240.29,0.19,3.00,2.43,0.00,6.81,1.64,1.01
