Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,106458,1157.00,106435.14,165.29,8,7.00,0.09,0.00,0.14,0.00,7315.36,0.83,2.04
Akita,1925,27.00,1915.86,3.86,1,2.29,0.24,0.00,0.00,0.00,1180.67,3.31,0.00
Aomori,5897,38.00,5895.71,5.43,1,0.29,0.02,0.00,0.00,0.00,18201.51,0.75,0.00
Chiba,100402,1026.00,100379.57,146.57,8,5.71,0.09,0.00,0.00,0.00,9236.90,0.89,0.00
Ehime,5408,82.00,5405.71,11.71,0,1.00,0.08,0.00,0.00,0.00,1409.89,0.55,0.00
Fukui,3115,38.00,3114.29,5.43,0,0.29,0.04,0.00,0.00,0.00,5286.29,0.37,0.00
Fukuoka,74493,622.00,74476.57,88.86,10,3.71,0.07,0.00,0.00,0.00,10581.42,0.74,0.00
Fukushima,9486,175.00,9485.14,25.00,0,0.29,0.02,0.00,0.00,0.00,24778.76,1.64,0.00
Gifu,19231,218.00,19217.00,31.14,5,3.86,0.20,0.00,0.00,0.00,1383.33,0.55,0.00
Gunma,16821,176.00,16813.57,25.14,4,1.86,0.10,0.00,0.00,0.00,4390.34,0.65,0.00
Hiroshima,22127,202.00,22109.00,28.86,8,5.14,0.18,0.00,0.00,0.00,2660.39,0.85,0.00
Hokkaido,60876,1472.00,60838.14,210.29,22,9.57,0.18,0.00,0.00,0.00,4097.41,1.11,0.00
Hyogo,78586,1396.00,78558.14,199.43,4,8.86,0.16,0.00,0.00,0.00,4173.11,0.84,0.00
Ibaraki,24429,219.00,24417.43,31.29,7,2.86,0.10,0.00,0.14,0.01,8820.11,2.12,5.00
Ishikawa,7966,129.00,7964.00,18.43,1,0.43,0.04,0.00,0.00,0.00,38639.14,,0.00
Iwate,3486,53.00,3486.00,7.57,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagawa,4704,38.00,4703.14,5.43,1,0.14,0.02,0.00,0.00,0.00,159736.11,,0.00
Kagoshima,9102,66.00,9102.00,9.43,0,0.00,0.00,0.00,0.00,0.00,103044.99,,0.00
Kanagawa,169043,1311.00,168999.86,187.29,19,11.14,0.12,0.00,0.14,0.00,9945.49,1.18,1.28
Kochi,4167,33.00,4166.14,4.71,1,0.14,0.02,0.00,0.00,0.00,28297.53,0.61,0.00
Kumamoto,14393,136.00,14393.57,19.43,0,-0.29,-0.02,0.00,0.00,0.00,48884.20,,0.00
Kyoto,35937,291.00,35918.29,41.57,7,4.71,0.18,0.00,0.00,0.00,5671.70,1.19,0.00
Mie,14808,163.00,14808.00,23.29,0,0.00,0.00,0.00,0.00,0.00,6529.29,,0.00
Miyagi,16274,118.00,16273.43,16.86,0,0.14,0.01,0.00,0.00,0.00,13157.44,0.28,0.00
Miyazaki,6151,41.00,6151.00,5.86,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Nagano,8883,97.00,8880.71,13.86,0,0.86,0.04,0.00,0.00,0.00,6030.10,1.34,0.00
Nagasaki,6118,73.00,6118.00,10.43,0,0.00,0.00,0.00,0.00,0.00,13850.44,,0.00
Nara,15919,149.00,15910.29,21.29,0,2.43,0.18,0.00,0.00,0.00,4286.31,0.92,0.00
Niigata,8004,61.00,8000.86,8.71,1,0.71,0.03,0.00,0.00,0.00,5432.43,1.17,0.00
Oita,8186,84.00,8186.00,12.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,15432,136.00,15403.14,19.43,6,8.00,0.42,0.00,0.00,0.00,935.13,0.86,0.00
Okinawa,50287,397.00,50279.14,56.71,0,2.57,0.18,0.00,0.14,0.01,6031.82,0.54,5.56
Osaka,202851,3056.00,202746.29,436.57,26,28.29,0.32,0.00,0.43,0.00,4314.89,1.02,1.52
Saga,5864,30.00,5862.57,4.29,0,0.43,0.05,0.00,0.00,0.00,3979.93,0.69,0.00
Saitama,115701,1050.00,115670.71,150.00,9,7.57,0.10,0.00,0.43,0.01,11033.15,1.14,5.66
Shiga,12418,104.00,12415.86,14.86,1,0.57,0.04,0.00,0.00,0.00,9581.55,0.85,0.00
Shimane,1731,5.00,1730.57,0.71,0,0.43,0.06,0.00,0.00,0.00,770.96,0.27,0.00
Shizuoka,26768,209.00,26762.29,29.86,2,1.43,0.04,0.00,0.00,0.00,9986.14,1.17,0.00
Tochigi,15461,117.00,15458.43,16.71,0,0.86,0.04,0.00,0.14,0.01,6479.47,1.00,16.67
Tokushima,3290,65.00,3288.43,9.29,0,0.43,0.06,0.00,0.00,0.00,8589.03,1.34,0.00
Tokyo,381922,3158.00,381845.71,451.14,22,21.00,0.15,0.00,0.43,0.00,11660.42,1.21,2.04
Tottori,1668,5.00,1668.00,0.71,0,0.00,0.00,0.00,0.00,0.00,,,2.04
Toyama,4867,52.00,4867.00,7.43,0,0.00,0.00,0.00,0.00,0.00,82649.48,,2.04
Wakayama,5297,62.00,5295.71,8.86,1,0.29,0.03,0.00,0.00,0.00,14986.30,0.75,0.00
Yamagata,3551,56.00,3551.00,8.00,0,0.00,0.00,0.00,0.00,0.00,9275.03,,0.00
Yamaguchi,5784,93.00,5768.43,13.29,2,4.29,0.32,0.00,0.00,0.00,1068.17,1.50,0.00
Yamanashi,5155,29.00,5155.00,4.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Zenkoku,1720442,18315.00,1719890.86,2616.43,177,149.29,0.12,0.00,2.00,0.00,6418.19,0.94,1.34
