Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,52242,998.00,52021.86,142.57,93,62.29,0.83,1.00,1.00,0.01,538.40,1.16,1.61
Akita,984,20.00,971.43,2.86,7,4.14,0.44,0.00,0.00,0.00,140.39,1.26,0.00
Aomori,2602,31.00,2579.43,4.43,3,5.86,0.48,0.00,0.00,0.00,334.52,1.96,0.00
Chiba,44309,728.00,43556.14,104.00,302,215.71,3.43,0.00,0.86,0.01,134.42,1.28,0.40
Ehime,2808,75.00,2792.29,10.71,8,4.43,0.33,0.00,0.00,0.00,394.38,2.42,0.00
Fukui,1426,36.00,1418.43,5.14,2,2.43,0.32,0.00,0.14,0.02,173.39,0.43,5.88
Fukuoka,36658,528.00,36391.14,75.43,136,67.00,1.31,0.00,0.29,0.01,386.98,1.26,0.43
Fukushima,5229,162.00,5181.57,23.14,23,12.57,0.69,0.00,0.14,0.01,249.70,0.95,1.14
Gifu,9593,187.00,9565.71,26.71,11,8.14,0.41,0.00,0.00,0.00,694.76,1.10,0.00
Gunma,8200,155.00,8147.57,22.14,35,12.43,0.65,0.00,0.14,0.01,647.16,1.74,1.15
Hiroshima,11701,178.00,11655.71,25.43,15,12.71,0.45,0.00,0.14,0.01,701.98,1.60,1.12
Hokkaido,42678,1418.00,42374.57,202.57,118,83.29,1.60,0.00,0.43,0.01,372.76,1.43,0.51
Hyogo,41986,1315.00,41718.29,187.86,129,74.71,1.37,0.00,0.71,0.01,423.46,1.59,0.96
Ibaraki,11278,166.00,11119.86,23.71,77,42.86,1.50,0.00,0.00,0.00,184.07,1.34,0.00
Ishikawa,4326,116.00,4213.57,16.57,66,30.14,2.67,1.00,0.14,0.01,113.34,1.70,0.47
Iwate,1874,47.00,1851.29,6.71,9,6.86,0.57,0.00,0.00,0.00,138.86,0.80,0.00
Kagawa,2144,31.00,2132.14,4.43,8,2.86,0.30,0.00,0.00,0.00,638.43,1.12,0.00
Kagoshima,3789,39.00,3773.29,5.57,5,5.14,0.32,0.00,0.00,0.00,465.29,1.11,0.00
Kanagawa,74480,977.00,73073.00,139.57,522,401.71,4.36,1.00,1.29,0.01,124.03,1.27,0.32
Kochi,1973,29.00,1951.57,4.14,5,7.14,1.04,0.00,0.00,0.00,162.04,1.24,0.00
Kumamoto,6549,121.00,6525.29,17.29,10,5.86,0.34,1.00,0.29,0.02,1151.88,2.56,4.88
Kyoto,17217,249.00,17061.86,35.57,80,41.29,1.61,0.00,0.14,0.01,325.71,1.47,0.35
Mie,5513,113.00,5460.71,16.14,22,15.71,0.89,0.00,0.00,0.00,222.38,1.19,0.00
Miyagi,9608,91.00,9538.71,13.00,28,22.86,1.00,0.00,0.00,0.00,208.21,1.02,0.00
Miyazaki,3139,27.00,3124.29,3.86,7,3.00,0.28,0.00,0.00,0.00,1058.71,1.70,0.00
Nagano,5106,94.00,5086.86,13.43,9,5.00,0.25,0.00,0.00,0.00,957.41,1.75,0.00
Nagasaki,3299,69.00,3272.57,9.86,8,7.86,0.60,0.00,0.00,0.00,362.00,2.80,0.00
Nara,8678,132.00,8599.43,18.86,38,20.29,1.53,0.00,0.00,0.00,308.95,1.24,0.00
Niigata,3645,54.00,3582.29,7.71,24,15.86,0.72,0.00,0.00,0.00,174.15,1.59,0.00
Oita,3543,64.00,3528.43,9.14,1,4.14,0.37,0.00,0.00,0.00,710.91,3.08,0.00
Okayama,7749,127.00,7693.29,18.14,33,13.14,0.70,0.00,0.00,0.00,498.14,2.08,0.00
Okinawa,22170,224.00,21831.14,32.00,169,83.57,5.73,4.00,1.29,0.09,218.84,1.52,1.54
Osaka,107774,2715.00,106744.43,387.86,491,274.86,3.12,4.00,2.14,0.02,272.27,1.41,0.78
Saga,2621,24.00,2600.29,3.43,7,5.71,0.71,0.00,0.00,0.00,430.49,4.42,0.00
Saitama,50576,845.00,49656.29,120.71,381,255.43,3.48,1.00,0.71,0.01,136.95,1.52,0.28
Shiga,5722,91.00,5690.43,13.00,13,8.57,0.61,0.00,0.14,0.01,419.56,1.11,1.67
Shimane,625,2.00,587.86,0.29,17,8.57,1.29,0.00,0.00,0.00,102.09,4.64,0.00
Shizuoka,9943,154.00,9834.43,22.00,55,28.71,0.79,1.00,0.14,0.00,200.62,1.02,0.50
Tochigi,7482,84.00,7396.00,12.00,42,24.43,1.26,0.00,0.29,0.01,232.33,1.41,1.17
Tokushima,1716,63.00,1696.86,9.00,5,5.86,0.81,0.00,0.00,0.00,252.58,2.05,0.00
Tokyo,193062,2276.00,189069.14,325.14,1832,1090.71,7.81,4.00,1.43,0.01,120.42,1.38,0.13
Tottori,615,2.00,570.14,0.29,17,13.43,2.44,0.00,0.00,0.00,35.34,3.39,0.00
Toyama,2111,38.00,2087.29,5.43,9,5.57,0.54,0.00,0.00,0.00,372.66,2.32,0.00
Wakayama,2759,49.00,2739.43,7.00,8,5.29,0.58,0.00,0.00,0.00,428.32,1.82,0.00
Yamagata,2087,47.00,2082.86,6.71,2,1.71,0.16,0.00,0.00,0.00,397.24,0.42,0.00
Yamaguchi,3200,80.00,3191.29,11.43,4,2.71,0.20,0.00,0.00,0.00,908.41,1.48,0.00
Yamanashi,2197,21.00,2182.43,3.00,7,3.14,0.39,0.00,0.00,0.00,364.52,0.73,0.00
Zenkoku,848986,15092.00,837922.86,2156.00,4893,3035.71,2.41,18.00,11.86,0.01,193.79,1.37,0.39
